// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	p	pʰ	m	pf	pfʰ	f	v	t	tʰ	n	l	ts	tsʰ	s	k	kʰ	x
@FIN	ei
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
@INI	p	pʰ	m	pf	pfʰ	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	z	k	kʰ	ŋ	x
@FIN	æ̃
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
p	æ̃	陰平	班 斑 頒 搬
p	æ̃	上聲	板 版
p	æ̃	去聲	辦 半 絆
pʰ	æ̃	陰平	盼 攀 潘 扳{~手}
pʰ	æ̃	陽平	盤
pʰ	æ̃	上聲	畔
pʰ	æ̃	去聲	伴{伙~} 批判 叛 瓣 辮{~兒扮}
m	æ̃	陽平	蠻{形容詞，做事過分、過頭} 饅{~頭} 瞞
m	æ̃	上聲	滿
m	æ̃	去聲	慢 慢 幔{帷~}
pf	æ̃	陰平	磚 專
pf	æ̃	上聲	轉{~學}
pf	æ̃	去聲	轉{~圈，~眼兒} 傳{~記} 賺
pfʰ	æ̃	陰平	川 穿
pfʰ	æ̃	陽平	傳{~達} 船 椽
pfʰ	æ̃	上聲	喘
pfʰ	æ̃	去聲	串 賺 篡{編~} 撰{~寫} 篡{~權} 篡{~書}
f	æ̃	陰平	帆 栓 閂{門~} 拴 藩 翻 番
f	æ̃	陽平	凡 煩 繁 礬 船{單用}
f	æ̃	上聲	反 返
f	æ̃	去聲	範 犯 泛 販 飯 疝{~氣}
v	æ̃	陽平	頑{~皮}
v	æ̃	上聲	軟 晚 挽 阮{姓氏}
v	æ̃	去聲	萬 蔓 瓜{~子}
t	æ̃	陰平	擔{~著，動詞} 耽 丹 單{~獨}
t	æ̃	上聲	膽 撣{雞毛~子}
t	æ̃	去聲	旦 但 擔{~子，名詞石計量單位}
tʰ	æ̃	陰平	貪 坍 灘 攤 彈 彈{~子}
tʰ	æ̃	陽平	彈{~琴} 壇 檀 談 痰 潭
tʰ	æ̃	上聲	坦 毯 誕
tʰ	æ̃	去聲	蛋 探{試~} 淡 彈{炮~} 嘆 碳 炭
n	æ̃	陽平	南 男 難{~易}
n	æ̃	去聲	難{患~}
l	æ̃	陽平	蘭 欄 攔 爛{~柿子} 藍 籃
l	æ̃	上聲	懶 覽 攬 纜 纜{~繩}
l	æ̃	去聲	濫 爛
ts	æ̃	陰平	簪 糌
ts	æ̃	陽平	纘
ts	æ̃	上聲	斬 攢{~錢}
ts	æ̃	去聲	蘸{~醬} 錠 贊 棧 站 暫
tsʰ	æ̃	陰平	參 摻 餐 攙
tsʰ	æ̃	陽平	蠶 慚 殘 饞
tsʰ	æ̃	上聲	慘 燦 鏟 產
tsʰ	æ̃	去聲	璨 暫{~時}
s	æ̃	陰平	杉 衫 珊 刪 三 山
s	æ̃	上聲	散{分~} 傘
s	æ̃	去聲	饊{~頭} 散{~了}
tʂ	æ̃	陰平	沾 粘{~貼} 瞻 氈
tʂ	æ̃	上聲	展{~布：抹布}
tʂ	æ̃	去聲	占 戰 顫{打~}
tʂʰ	æ̃	陽平	蟾 纏 蟬 禪
tʂʰ	æ̃	上聲	展{動詞，~開}
ʂ	æ̃	陰平	膻 搧口{文~，形容文鄒鄒的樣子}
ʂ	æ̃	陽平	禪{~讓} 鱔{黃~}
ʂ	æ̃	上聲	陝 閃
ʂ	æ̃	去聲	善 扇{~子} 膳 單{姓氏}
z	æ̃	陽平	然 燃 黏{~米，~得太：形容說話、思路不清楚}
z	æ̃	上聲	染 冉
k	æ̃	陰平	甘 柑 泔{~水} 乾{~濕} 肝 竿{竹~} 杆 尷{~尬}
k	æ̃	上聲	敢 橄 感 擀{~麵杖} 杆 趕{~上}
k	æ̃	去聲	幹{~活，~部}
kʰ	æ̃	陰平	看{~門} 刊 堪 勘
kʰ	æ̃	上聲	坎 砍 侃{神~}
kʰ	æ̃	去聲	看{~見}
ŋ	æ̃	陰平	安 鞍 庵{尼姑~} 岸{指示方位：前~，後~} 鵪{~鶉}
ŋ	æ̃	上聲	俺 揞{~住}
ŋ	æ̃	去聲	暗 岸{~邊} 案 按
x	æ̃	陰平	鼾 罕 憨 涎{口水，~水}
x	æ̃	陽平	含 函 寒 韓 環 咸{~得太} 困
x	æ̃	上聲	撼 憾 喊 喊口{~上：帶上，拿上}
x	æ̃	去聲	旱 汗 漢 焊 翰
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	p	pʰ	m	pf	pfʰ	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	x	∅
@FIN	ɑ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
p	ɑ	陰平	巴 芭 疤 八 叭 喇{~吧} 把{~柄}
p	ɑ	上聲	把{量詞，一大~} 靶{~子} □{解大手}
p	ɑ	去聲	爸 罷{~工} 霸 壩 把{工具的手柄，斧頭~，刀~}
pʰ	ɑ	陰平	琶
pʰ	ɑ	陽平	爬 耙 粑{~子} 拔
pʰ	ɑ	去聲	怕 帕 罷{也~，~咧}
m	ɑ	陰平	蟆{蛤~} 抹{~布}
m	ɑ	陽平	麻 嘛 媽{~~，稱呼姑媽}
m	ɑ	上聲	馬 碼 螞
m	ɑ	去聲	罵
pf	ɑ	陰平	抓
pf	ɑ	上聲	爪{雞~子}
pfʰ	ɑ	上聲	□{你能~，形容什麼事都做不好}
f	ɑ	陰平	發{~財，頭~法} 方{~刷}
f	ɑ	陽平	乏 伐 筏 罰
f	ɑ	上聲	耍 法{~律}
v	ɑ	陰平	襪 蛙
t	ɑ	陰平	答{~應} 搭 嗒{沒麻~，沒有問題}
t	ɑ	陽平	大{父親（口語）} 達 答{回~}
t	ɑ	上聲	打
t	ɑ	去聲	大{~小}
tʰ	ɑ	陰平	塔 榻 他{第三人稱代詞，複數} 蹋{糟~} 塌 溻{濕~~} 獺{水~}
tʰ	ɑ	陽平	踏
tʰ	ɑ	去聲	拓{~片} 沓{一~紙}
n	ɑ	陰平	納 捺
n	ɑ	陽平	拿
l	ɑ	陰平	拉 蠟 臘 辣
l	ɑ	去聲	落{落~：丟了東西}
ts	ɑ	陰平	渣 札 扎{睫眼~毛}
ts	ɑ	陽平	雜
ts	ɑ	上聲	拃{一~長：拇指尖到中指尖的距離} 眨{~眼}
ts	ɑ	去聲	閘 乍{一驚一~} 炸{~藥} 詐 榨 軋{~棉花} 柞{~水：地名}
tsʰ	ɑ	陰平	叉 差{~不多} 插 擦 察
tsʰ	ɑ	陽平	茶 搭 查 鍘{~刀} 咱 茬 炸{油~}
tsʰ	ɑ	上聲	衩{褲~}
tsʰ	ɑ	去聲	詫 權 岔{~道} 差{~勁}
s	ɑ	陰平	沙{~子，頭髮~得太：形容頭髮稀疏} 紗 殺 砂{~鍋} 莎{~草} 薩{拉~} 撒{~手}
s	ɑ	陽平	□{頭，腦袋}
s	ɑ	上聲	灑 廈{大~} 撒{~網}
s	ɑ	去聲	啥{表示詢問}
tʂ	ɑ	陰平	釵
tʂʰ	ɑ	陰平	車
tʂʰ	ɑ	上聲	扯{~面：一種麵食}
ʂ	ɑ	陰平	拾{~起來} 奢 賒
ʂ	ɑ	陽平	蛇
ʂ	ɑ	上聲	舍{~不得} 傻
ʐ	ɑ	上聲	惹
k	ɑ	上聲	尬{尷尬~}
kʰ	ɑ	上聲	揩{~油}
x	ɑ	陰平	哈{~腰} 瞎{①~慫：壞人②~眼，~子下底~}
x	ɑ	陽平	匣{~子} 轄{管~} 還{~有}
x	ɑ	去聲	嚇{~一跳} 下{~去}
∅	ɑ	陰平	啊 阿{~膠，~哥}
∅	ɑ	上聲	哪{~搭：哪裡}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	p	pʰ	m	pf	pfʰ	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x
@FIN	ɑŋ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
p	ɑŋ	陰平	幫 邦 梆 浜{沙家~}
p	ɑŋ	上聲	榜 綁 膀{~子}
p	ɑŋ	去聲	棒 謗 磅 蚌
pʰ	ɑŋ	陰平	乓{乒~} 膀{翅~}
pʰ	ɑŋ	陽平	滂 旁 螃{~蟹} 傍 龐
pʰ	ɑŋ	去聲	胖{新派}
m	ɑŋ	陰平	胖
m	ɑŋ	陽平	忙 芒{節氣，~種} 茫 盲 虻
m	ɑŋ	上聲	蟒 莽
pf	ɑŋ	陰平	莊 裝 妝{化~}
pfʰ	ɑŋ	陰平	瘡 窗
pfʰ	ɑŋ	陽平	床
pfʰ	ɑŋ	上聲	闖 創
pfʰ	ɑŋ	去聲	壯 狀 撞
f	ɑŋ	陰平	霜 孀 妨 坊 雙
f	ɑŋ	陽平	肪{脂~} 房 防
f	ɑŋ	上聲	爽 芳 仿{~佛，效~} 紡{~織} 訪
f	ɑŋ	去聲	放{解~}
v	ɑŋ	陰平	汪
v	ɑŋ	陽平	亡 芒{麥~兒}
v	ɑŋ	上聲	網 綱
v	ɑŋ	去聲	忘 妄
t	ɑŋ	陰平	當{~時} 襠{褲~}
t	ɑŋ	上聲	黨{共產~} 檔{~案}
t	ɑŋ	去聲	擋{~住} 蕩 當{~鋪} 宕
tʰ	ɑŋ	陰平	湯
tʰ	ɑŋ	陽平	堂 棠 螳{~螂} 唐 糖 塘
tʰ	ɑŋ	上聲	躺 倘{~使} 趟{一~}
tʰ	ɑŋ	去聲	燙
n	ɑŋ	陰平	囔
n	ɑŋ	陽平	囊
n	ɑŋ	上聲	齉{鼻子~了} 攘
l	ɑŋ	陽平	郎 廊 狼{新派} 南{~瓜}
l	ɑŋ	上聲	朗
l	ɑŋ	去聲	浪{玩耍，出去~}
ts	ɑŋ	陰平	髒 贓
ts	ɑŋ	去聲	葬 藏{西~} 髒{五~}
tsʰ	ɑŋ	陰平	倉 蒼
tsʰ	ɑŋ	陽平	藏{隱~}
s	ɑŋ	陰平	桑 喪{~事}
s	ɑŋ	上聲	搡 嗓
s	ɑŋ	去聲	喪{~失}
tʂ	ɑŋ	陰平	張 章 樟
tʂ	ɑŋ	陽平	漲{形容人猖狂，~得太}
tʂ	ɑŋ	上聲	長{~大} 漲 掌
tʂ	ɑŋ	去聲	仗 丈 杖 帳 賬 脹 障 瘴
tʂʰ	ɑŋ	陰平	裳
tʂʰ	ɑŋ	陽平	場 腸 長{{新派}~短} 常
tʂʰ	ɑŋ	上聲	敞 暢 廠 昌 倡
tʂʰ	ɑŋ	去聲	唱 暢
ʂ	ɑŋ	陰平	傷 商 晌 裳{新派}
ʂ	ɑŋ	陽平	嘗 償{賠~}
ʂ	ɑŋ	上聲	賞
ʂ	ɑŋ	去聲	尚 上
ʐ	ɑŋ	陰平	嚷 攘 釀{~酒}
ʐ	ɑŋ	陽平	瓤{瓜~}
ʐ	ɑŋ	上聲	嚷{~~}
ʐ	ɑŋ	去聲	讓
k	ɑŋ	陰平	岡 崗 綱 鋼 缸 坩{牙~；牙垢}
k	ɑŋ	陽平	剛{單獨使用}
k	ɑŋ	上聲	港
k	ɑŋ	去聲	槓
kʰ	ɑŋ	陰平	康 糠 慷
kʰ	ɑŋ	陽平	扛
kʰ	ɑŋ	去聲	炕 亢 抗
ŋ	ɑŋ	陰平	昂 骯
x	ɑŋ	陰平	巷{~子：小巷子}
x	ɑŋ	陽平	行{銀~} 航 杭
x	ɑŋ	上聲	夯
x	ɑŋ	去聲	項{~鏈}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	p	pʰ	m	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x
@FIN	ɑɔ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
p	ɑɔ	陰平	褒 包 胞 刨{~子}
p	ɑɔ	陽平	雹 □{~說話，不要的合音}
p	ɑɔ	上聲	保 寶 飽
p	ɑɔ	去聲	抱{擁~} 菢 報 暴 豹 爆{~炸} 鮑
pʰ	ɑɔ	陰平	拋 剖
pʰ	ɑɔ	陽平	袍 跑 刨{~地}
pʰ	ɑɔ	去聲	泡{水~} 炮 刨{~花}
m	ɑɔ	陰平	摸{~一下}
m	ɑɔ	陽平	毛 貓{動物；駝背彎腰，~下腰} 錨 茅 矛
m	ɑɔ	上聲	卯
m	ɑɔ	去聲	帽 冒 貌 貿 茂
t	ɑɔ	陰平	叨 刀
t	ɑɔ	上聲	禱 島 倒{打~，~下} 導 搗{獨用，形容調皮，別胡~}
t	ɑɔ	去聲	道{~理} 盜 到 倒{~水}
tʰ	ɑɔ	陰平	滔 掏 萄{葡~} 濤
tʰ	ɑɔ	陽平	桃 逃 淘{~米，~氣} 陶
tʰ	ɑɔ	上聲	討
tʰ	ɑɔ	去聲	道{~路} 套 稻{水~}
n	ɑɔ	陽平	撓 鐃{樂器} 饒{富~} 橈
n	ɑɔ	上聲	腦 惱
n	ɑɔ	去聲	鬧
l	ɑɔ	陽平	勞{~人：不堪重負、使人疲憊} 撈 牢 嘮 癆{~病} 醪{~糟}
l	ɑɔ	上聲	老
l	ɑɔ	去聲	澇
ts	ɑɔ	陰平	糟 遭 蚤
ts	ɑɔ	上聲	早 棗 澡 找 爪
ts	ɑɔ	去聲	罩 笊{~籬} □{菜放開水裡~一~}
tsʰ	ɑɔ	陰平	操{體~} 抄 鈔 剿{圍~} 糙{~米}
tsʰ	ɑɔ	陽平	曹 槽 巢
tsʰ	ɑɔ	上聲	草 吵 炒
tsʰ	ɑɔ	去聲	造 躁 燥{乾~} 灶 皂
s	ɑɔ	陰平	騷 捎{~上：帶上} 梢 鞘{~公} 澡
s	ɑɔ	上聲	掃{~地} 嫂 稍{~微}
s	ɑɔ	去聲	燥{~子麵} 掃{~帚} 消{~雨} 哨
tʂ	ɑɔ	陰平	朝{~陽} 昭 招 召
tʂ	ɑɔ	陽平	□{~了：扔了}
tʂ	ɑɔ	上聲	沼
tʂ	ɑɔ	去聲	兆 照 詔
tʂʰ	ɑɔ	陰平	超
tʂʰ	ɑɔ	陽平	朝{~代} 潮
tʂʰ	ɑɔ	去聲	趙{姓氏} 照
ʂ	ɑɔ	陰平	燒
ʂ	ɑɔ	陽平	韶{~關：地名} 紹 邵{姓氏} 芍 苕{紅~：紅薯}
ʂ	ɑɔ	上聲	少{多~}
ʂ	ɑɔ	去聲	少{~年}
ʐ	ɑɔ	陽平	饒{求~}
ʐ	ɑɔ	上聲	擾 繞{~線}
ʐ	ɑɔ	去聲	繞{~一圈}
k	ɑɔ	陰平	高 篙{竹~} 羔 糕
k	ɑɔ	上聲	稿 膏{牙~，~藥} 搞{~的弄下：湊合弄一下}
k	ɑɔ	去聲	告 膏{~油，動詞}
kʰ	ɑɔ	上聲	考 烤
kʰ	ɑɔ	去聲	靠 犒 銬
ŋ	ɑɔ	陰平	熥{~白菜}
ŋ	ɑɔ	陽平	熬
ŋ	ɑɔ	上聲	襖 坳
ŋ	ɑɔ	去聲	傲 懊 奧 鏊{烙餅用的工具}
x	ɑɔ	陰平	蒿{茼~} 薅
x	ɑɔ	陽平	豪 壕 毫
x	ɑɔ	上聲	好{~壞}
x	ɑɔ	去聲	好{喜~} 浩 耗{~子} 號{~碼}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	∅
@FIN	ər
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
∅	ər	陰平	而
∅	ər	陽平	兒
∅	ər	上聲	爾 耳{~朵} 餌 日{~子}
∅	ər	去聲	二
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	p	pʰ	m	pf	pfʰ	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	x
@FIN	əŋ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
p	əŋ	陰平	繃
p	əŋ	陽平	甭
p	əŋ	去聲	迸{~裂} 蹦 崩 泵
pʰ	əŋ	陰平	烹 砰
pʰ	əŋ	陽平	朋 彭 膨 棚 蓬 篷
pʰ	əŋ	上聲	捧
pʰ	əŋ	去聲	碰
m	əŋ	陰平	懵{~咧}
m	əŋ	陽平	萌 盟 蒙
m	əŋ	上聲	猛
m	əŋ	去聲	孟 夢
pf	əŋ	陰平	中{~間} 忠 終 鐘 盅
pf	əŋ	上聲	種{~類} 腫 塚
pf	əŋ	去聲	中{~風，~獎} 眾 種{~樹}
pfʰ	əŋ	陰平	充 衝
pfʰ	əŋ	陽平	蟲 崇 重{~複}
pfʰ	əŋ	上聲	寵
pfʰ	əŋ	去聲	重{輕~} 仲 銃
f	əŋ	陰平	風 楓 瘋 豐 封 蜂
f	əŋ	陽平	馮 峰 鋒 逢 縫{~衣服}
f	əŋ	上聲	諷
f	əŋ	去聲	鳳 奉 俸 縫{門~兒}
v	əŋ	陽平	戎 絨 茸{鹿~}
v	əŋ	上聲	冗 □{形容頭髮稀疏，細~細~的}
t	əŋ	陰平	登 燈 噔 蹬
t	əŋ	上聲	等
t	əŋ	去聲	凳 鐙 鄧 澄{~一~} 瞪{~眼}
tʰ	əŋ	陽平	騰 謄{~寫} 藤 疼
n	əŋ	陰平	□{~了，長時間泡水裡}
n	əŋ	陽平	能
n	əŋ	去聲	弄{新派}
l	əŋ	陽平	籠 聾 隆 濃 龍 農 膿{潰~} 儂
l	əŋ	上聲	冷 攏 隴 壟
l	əŋ	去聲	楞{呆傻} 弄
ts	əŋ	陰平	增 曾{姓氏} 爭 箏 睜{~眼} 錚
ts	əŋ	去聲	憎 贈 鋥{~亮} 掙
tsʰ	əŋ	陰平	撐 鐺
tsʰ	əŋ	陽平	曾{~經} 層
tsʰ	əŋ	去聲	蹭{~飯}
s	əŋ	陰平	僧 生 牲 笙 甥
s	əŋ	上聲	省{~會，節~}
tʂ	əŋ	陰平	徵{~求} 蒸 偵{~查} 貞 正{~月} 征
tʂ	əŋ	上聲	拯 整
tʂ	əŋ	去聲	症 證 正{~確} 政
tʂʰ	əŋ	陰平	稱{~重} 撐
tʂʰ	əŋ	陽平	澄 橙 乘{~法} 承{應~} 丞 呈 程 成 城 誠 盛{~飯} 懲
tʂʰ	əŋ	上聲	逞{~能}
tʂʰ	əŋ	去聲	乘{~人之危} 秤{一桿~} 鄭{姓氏}
ʂ	əŋ	陰平	升 聲
ʂ	əŋ	陽平	滕 繩 盛{接住，~著}
ʂ	əŋ	去聲	勝{~利，~任} 剩 聖 盛{興~}
ʐ	əŋ	陰平	扔
ʐ	əŋ	陽平	仍
ʐ	əŋ	上聲	扔{~了}
k	əŋ	陰平	更{半夜三~} 粳 庚 羹 耕
k	əŋ	上聲	耿 哽 埂{田~} 梗
k	əŋ	去聲	更{~加}
kʰ	əŋ	陰平	坑
x	əŋ	陰平	哼 亨
x	əŋ	陽平	虹{彩~} 恆 衡 橫{~豎}
x	əŋ	去聲	橫{蠻~} 杏{單用}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	p	pʰ	m	pf	pfʰ	f	t	tʰ	n	l	ts	tsʰ	s	k	kʰ	ŋ	x
@FIN	ɛ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
p	ɛ	上聲	擺
p	ɛ	去聲	拜
pʰ	ɛ	陰平	拍
pʰ	ɛ	陽平	牌 排
pʰ	ɛ	上聲	稗{~官野史} 鞴{~風箱}
pʰ	ɛ	去聲	湃 派 敗
m	ɛ	陽平	埋
m	ɛ	上聲	買
m	ɛ	去聲	賣 邁
pf	ɛ	上聲	拽{（新派）~得很}
pfʰ	ɛ	陰平	揣{~好~懷裏}
pfʰ	ɛ	去聲	踹 拽{~住}
f	ɛ	陰平	衰 摔
f	ɛ	上聲	甩
f	ɛ	去聲	帥 率{~領} 蟀
t	ɛ	陰平	呆
t	ɛ	上聲	逮
t	ɛ	去聲	戴 貸 代 帶 大{~夫} 袋{一~兩~}
tʰ	ɛ	陰平	胎 苔{舌~} 薹{蒜~}
tʰ	ɛ	陽平	台 苔{~蘚} 抬 □{~起來：收拾起來藏起來}
tʰ	ɛ	去聲	待{怠~慢~} 殆{~盡} 態 袋{~子} 泰 太
n	ɛ	陽平	捱{挨~} 崖{山~，~頭} 呆{嚇~咧：嚇壞了}
n	ɛ	上聲	乃 奶
n	ɛ	去聲	耐 奈 那{~個~只}
l	ɛ	陽平	來
l	ɛ	去聲	瀨 賴
ts	ɛ	陰平	災 栽
ts	ɛ	上聲	載{~一年半} 宰 仔 崽
ts	ɛ	去聲	再 債 載{~重} 睜{~眼}
tsʰ	ɛ	陰平	猜 差{出~} 釵
tsʰ	ɛ	陽平	才 材 財 裁 豺 柴
tsʰ	ɛ	上聲	彩 采 睬{不~：不搭理}
tsʰ	ɛ	去聲	菜 蔡{在寨地名西~}
s	ɛ	陰平	鰓 腮 塞{喉嚨嘶啞} 甥{外~} 篩{~選}
s	ɛ	上聲	篩{~子}
s	ɛ	去聲	賽 曬 塞{~外，邊~}
k	ɛ	陰平	該
k	ɛ	上聲	改
k	ɛ	去聲	概 溉{灌~} 丐 蓋
kʰ	ɛ	陰平	開
kʰ	ɛ	上聲	凱 慨{慷~楷}
ŋ	ɛ	陰平	哀 埃{塵~} 挨{~著}
ŋ	ɛ	陽平	呆{~板：死板不靈活}
ŋ	ɛ	上聲	藹 矮 隘 額{~頭}
ŋ	ɛ	去聲	愛 礙 艾
x	ɛ	陰平	核{審~} 蟹{螃~}
x	ɛ	陽平	孩 鞋
x	ɛ	上聲	海
x	ɛ	去聲	害 亥 駭
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x
@FIN	ɤ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
tʂ	ɤ	陰平	遮 者 蟄{節氣：驚~} 浙 □{打~：打掃，收拾乾淨}
tʂ	ɤ	陽平	哲{~學}
tʂ	ɤ	上聲	褶{~子}
tʂ	ɤ	去聲	蔗 這{~搭：這裡}
tʂʰ	ɤ	陰平	車 徹{~底}
tʂʰ	ɤ	陽平	轍 折{~疊}
tʂʰ	ɤ	上聲	扯{~面}
tʂʰ	ɤ	去聲	撤{離席，先走}
ʂ	ɤ	陰平	奢{~侈} 涉 攝 設
ʂ	ɤ	陽平	佘{姓氏} 舌 折{弄~了}
ʂ	ɤ	上聲	赦{~免}
ʂ	ɤ	去聲	射 麝 社 舍{宿~}
ʐ	ɤ	陰平	熱
ʐ	ɤ	上聲	惹
k	ɤ	陰平	戈 鴿 合{~一升} 歌 葛 各 閣 割 □{~擰：不安分} 個{~兩~圪~~攆攆，一種面片類的食物}
k	ɤ	陽平	哥
k	ɤ	去聲	個{~人}
kʰ	ɤ	陰平	科{~學} 苛 可{~來了，又一次}
kʰ	ɤ	陽平	殼
kʰ	ɤ	上聲	棵 可{~以}
ŋ	ɤ	陰平	惡{善~，~人} 鄂{~倫春}
ŋ	ɤ	陽平	蛾 鵝 俄 訛{~人}
ŋ	ɤ	上聲	我
ŋ	ɤ	去聲	餓 扼{~住}
x	ɤ	陽平	洽{~川：地名}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	k	kʰ	x
@FIN	ɯ
@TON	陰平	31
@TON	陽平	24

// Initial	Final	Tone	CharList (Space separated)
k	ɯ	陰平	胳{~膊} 蛤{~蚤，指跳蚤} 疙{~瘩，~痂}
kʰ	ɯ	陰平	咳{~嗽}
x	ɯ	陰平	黑{天~了} 嚇{~呼，嚇唬}
x	ɯ	陽平	蛤{~蟆} 核{~桃}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	ts	tsʰ	s	z
@FIN	ɿ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
ts	ɿ	陰平	支 枝 肢 梔{~子花} 姿 資 咨 滋 茲 輜 滓 渣{~之} 芝 知{~了}
ts	ɿ	上聲	紫 紙 姊 指{~頭} 旨 只{~要} 脂 子 梓 止 趾
ts	ɿ	去聲	痔{~瘡} 志 痣 至
tsʰ	ɿ	陰平	嗤 疵{吹毛求~} 癡{~得太，形容孩子有點呆氣} 差 參{~不齊}
tsʰ	ɿ	陽平	雌 瓷 □{形容很笨，頭腦不靈活} 慈 磁 辭 詞 祠
tsʰ	ɿ	上聲	此 齒 □{用力摩擦使受傷，~破皮；也是一種麵食，~麵}
tsʰ	ɿ	去聲	賜 伺 刺 翅 自 次 字
s	ɿ	陰平	斯 廝 撕 施 私 獅 師 屍 司 絲 思 飼 詩
s	ɿ	陽平	匙{湯~時}
s	ɿ	上聲	死 矢 屎 史 使 駛 始
