"請同時收錄甲乙兩列字，因爲部分不是繁簡關係，只是釋義相同，謝謝！"	""	""	""	""	""
"sin"	"sjȵ̍"	"5"	"牲"	""	""
"sin"	"sjȵ̍"	"5"	"腥"	""	"魚有～氣；魚～草"
"zhin"	"tɕjȵ̍"	"1"	"今"	""	""
"zhin"	"tɕjȵ̍"	"1"	"衿"	""	""
"zhin"	"tɕjȵ̍"	"1"	"紟"	""	""
"zhin"	"tɕjȵ̍"	"1"	"矜"	""	""
"zhin"	"tɕjȵ̍"	"1"	"斤"	""	""
"zhin"	"tɕjȵ̍"	"1"	"釿"	""	""
"zhin"	"tɕjȵ̍"	"1"	"觔"	""	""
"zhin"	"tɕjȵ̍"	"1"	"筋"	""	""
"zhin"	"tɕjȵ̍"	"1"	"巾"	""	""
"zhin"	"tɕjȵ̍"	"1"	"金"	""	""
"zhin"	"tɕjȵ̍"	"1"	"禁"	""	""
"zhin"	"tɕjȵ̍"	"1"	"襟"	""	""
"zhin"	"tɕjȵ̍"	"1"	"京"	""	""
"zhin"	"tɕjȵ̍"	"1"	"鯨"	""	""
"zhin"	"tɕjȵ̍"	"1"	"鲸"	""	""
"zhin"	"tɕjȵ̍"	"1"	"驚"	""	""
"zhin"	"tɕjȵ̍"	"1"	"經"	""	""
"zhin"	"tɕjȵ̍"	"1"	"经"	""	""
"zhin"	"tɕjȵ̍"	"1"	"莖"	""	""
"zhin"	"tɕjȵ̍"	"1"	"涇"	""	""
"zhin"	"tɕjȵ̍"	"1"	"泾"	""	""
"zhin"	"tɕjȵ̍"	"1"	"兢"	""	""
"zhin"	"tɕjȵ̍"	"1"	"荆"	""	""
"zhin"	"tɕjȵ̍"	"1"	"衾"	""	""
"zhin"	"tɕjȵ̍"	"2"	"琴"	""	""
"zhin"	"tɕjȵ̍"	"2"	"琹"	""	""
"zhin"	"tɕjȵ̍"	"2"	"芩"	""	""
"zhin"	"tɕjȵ̍"	"2"	"勤"	""	""
"zhin"	"tɕjȵ̍"	"2"	"懃"	""	""
"zhin"	"tɕjȵ̍"	"2"	"堇"	""	""
"zhin"	"tɕjȵ̍"	"2"	"墐"	""	""
"zhin"	"tɕjȵ̍"	"2"	"廑"	""	""
"zhin"	"tɕjȵ̍"	"2"	"瘽"	""	""
"zhin"	"tɕjȵ̍"	"2"	"慬"	""	""
"zhin"	"tɕjȵ̍"	"2"	"禽"	""	""
"zhin"	"tɕjȵ̍"	"2"	"擒"	""	""
"zhin"	"tɕjȵ̍"	"2"	"噙"	""	""
"zhin"	"tɕjȵ̍"	"2"	"𠘅"	""	""
"zhin"	"tɕjȵ̍"	"2"	"檎"	""	""
"zhin"	"tɕjȵ̍"	"2"	"芹"	""	""
"zhin"	"tɕjȵ̍"	"2"	"黥"	""	""
"zhin"	"tɕjȵ̍"	"2"	"剠"	""	""
"zhin"	"tɕjȵ̍"	"2"	"勍"	""	""
"zhin"	"tɕjȵ̍"	"2"	"擎"	""	""
"zhin"	"tɕjȵ̍"	"2"	"檠"	""	""
"zhin"	"tɕjȵ̍"	"2"	"㯳"	""	""
"zhin"	"tɕjȵ̍"	"3"	"謹"	""	""
"zhin"	"tɕjȵ̍"	"3"	"谨"	""	""
"zhin"	"tɕjȵ̍"	"3"	"菫"	""	""
"zhin"	"tɕjȵ̍"	"3"	"槿"	""	""
"zhin"	"tɕjȵ̍"	"3"	"錦"	""	""
"zhin"	"tɕjȵ̍"	"3"	"锦"	""	""
"zhin"	"tɕjȵ̍"	"3"	"紟"	""	""
"zhin"	"tɕjȵ̍"	"3"	"唫"	""	""
"zhin"	"tɕjȵ̍"	"3"	"緊"	""	""
"zhin"	"tɕjȵ̍"	"3"	"紧"	""	""
"zhin"	"tɕjȵ̍"	"3"	"𦂳"	""	""
"zhin"	"tɕjȵ̍"	"3"	"𦃂"	""	""
"zhin"	"tɕjȵ̍"	"3"	"卺"	""	""
"zhin"	"tɕjȵ̍"	"3"	"景"	""	""
"zhin"	"tɕjȵ̍"	"3"	"璟"	""	""
"zhin"	"tɕjȵ̍"	"3"	"憬"	""	""
"zhin"	"tɕjȵ̍"	"3"	"幜"	""	""
"zhin"	"tɕjȵ̍"	"3"	"頸"	""	""
"zhin"	"tɕjȵ̍"	"3"	"剄"	""	""
"zhin"	"tɕjȵ̍"	"3"	"颈"	""	""
"zhin"	"tɕjȵ̍"	"3"	"警"	""	""
"zhin"	"tɕjȵ̍"	"3"	"儆"	""	""
"zhin"	"tɕjȵ̍"	"3"	"檠"	""	""
"zhin"	"tɕjȵ̍"	"3"	"㯳"	""	""
"zhin"	"tɕjȵ̍"	"3"	"擏"	""	""
"zhin"	"tɕjȵ̍"	"3"	"𢹘"	""	""
"zhin"	"tɕjȵ̍"	"5"	"近"	""	""
"zhin"	"tɕjȵ̍"	"5"	"斤"	""	""
"zhin"	"tɕjȵ̍"	"5"	"靳"	""	""
"zhin"	"tɕjȵ̍"	"5"	"禁"	""	""
"zhin"	"tɕjȵ̍"	"5"	"噤"	""	""
"zhin"	"tɕjȵ̍"	"5"	"凚"	""	""
"zhin"	"tɕjȵ̍"	"5"	"僸"	""	""
"zhin"	"tɕjȵ̍"	"5"	"妗"	""	""
"zhin"	"tɕjȵ̍"	"5"	"菫"	""	""
"zhin"	"tɕjȵ̍"	"5"	"廑"	""	""
"zhin"	"tɕjȵ̍"	"5"	"僅"	""	""
"zhin"	"tɕjȵ̍"	"5"	"仅"	""	""
"zhin"	"tɕjȵ̍"	"5"	"瑾"	""	""
"zhin"	"tɕjȵ̍"	"5"	"殣"	""	""
"zhin"	"tɕjȵ̍"	"5"	"饉"	""	""
"zhin"	"tɕjȵ̍"	"5"	"馑"	""	""
"zhin"	"tɕjȵ̍"	"5"	"覲"	""	""
"zhin"	"tɕjȵ̍"	"5"	"觐"	""	""
"zhin"	"tɕjȵ̍"	"5"	"墐"	""	""
"zhin"	"tɕjȵ̍"	"5"	"㢙"	""	""
"zhin"	"tɕjȵ̍"	"5"	"竟"	""	""
"zhin"	"tɕjȵ̍"	"5"	"境"	""	""
"zhin"	"tɕjȵ̍"	"5"	"鏡"	""	""
"zhin"	"tɕjȵ̍"	"5"	"镜"	""	""
"zhin"	"tɕjȵ̍"	"5"	"獍"	""	""
"zhin"	"tɕjȵ̍"	"5"	"敬"	""	""
"zhin"	"tɕjȵ̍"	"5"	"競"	""	""
"zhin"	"tɕjȵ̍"	"5"	"倞"	""	""
"zhin"	"tɕjȵ̍"	"5"	"景"	""	""
"zhin"	"tɕjȵ̍"	"5"	"逕"	""	""
"zhin"	"tɕjȵ̍"	"5"	"迳"	""	""
"zhin"	"tɕjȵ̍"	"5"	"徑"	""	""
"zhin"	"tɕjȵ̍"	"5"	"径"	""	""
"zhin"	"tɕjȵ̍"	"5"	"痙"	""	""
"zhin"	"tɕjȵ̍"	"5"	"脛"	""	""
"zhin"	"tɕjȵ̍"	"5"	"胫"	""	""
"zhin"	"tɕjȵ̍"	"5"	"踁"	""	""
"zhin"	"tɕjȵ̍"	"5"	"勁"	""	""
"zhin"	"tɕjȵ̍"	"5"	"劲"	""	""
"zhin"	"tɕjȵ̍"	"5"	"𠗊"	""	""
"zhin"	"tɕjȵ̍"	"6"	"近"	""	""
"chin"	"tɕʰjȵ̍"	"1"	"欽"	""	""
"chin"	"tɕʰjȵ̍"	"1"	"钦"	""	""
"chin"	"tɕʰjȵ̍"	"1"	"嶔"	""	""
"chin"	"tɕʰjȵ̍"	"1"	"嵚"	""	""
"chin"	"tɕʰjȵ̍"	"1"	"衾"	""	""
"chin"	"tɕʰjȵ̍"	"1"	"氫"	""	""
"chin"	"tɕʰjȵ̍"	"1"	"氢"	""	""
"chin"	"tɕʰjȵ̍"	"1"	"輕"	""	""
"chin"	"tɕʰjȵ̍"	"1"	"轻"	""	""
"chin"	"tɕʰjȵ̍"	"1"	"卿"	""	""
"chin"	"tɕʰjȵ̍"	"1"	"傾"	""	""
"chin"	"tɕʰjȵ̍"	"1"	"倾"	""	""
"chin"	"tɕʰjȵ̍"	"3"	"撳"	""	""
"chin"	"tɕʰjȵ̍"	"3"	"揿"	""	""
"chin"	"tɕʰjȵ̍"	"3"	"搇"	""	""
"chin"	"tɕʰjȵ̍"	"3"	"坅"	""	""
"chin"	"tɕʰjȵ̍"	"3"	"頃"	""	""
"chin"	"tɕʰjȵ̍"	"3"	"顷"	""	""
"chin"	"tɕʰjȵ̍"	"3"	"廎"	""	""
"chin"	"tɕʰjȵ̍"	"3"	"庼"	""	""
"chin"	"tɕʰjȵ̍"	"3"	"顉"	""	"～腦殼：點頭"
"chin"	"tɕʰjȵ̍"	"5"	"搇"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"僅"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"仅"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"廑"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"厪"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"瑾"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"殣"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"饉"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"馑"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"覲"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"觐"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"墐"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"㢙"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"菫"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"磬"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"罄"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"謦"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"綮"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"慶"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"庆"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"輕"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"轻"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"𨆪"	""	""
"chin"	"tɕʰjȵ̍"	"5"	"鑋"	""	""
"gnin"	"ȵjȵ̍"	"1"	"您"	""	""
"gnin"	"ȵjȵ̍"	"2"	"寧"	""	""
"gnin"	"ȵjȵ̍"	"2"	"甯"	""	""
"gnin"	"ȵjȵ̍"	"2"	"宁"	""	""
"gnin"	"ȵjȵ̍"	"2"	"嚀"	""	""
"gnin"	"ȵjȵ̍"	"2"	"咛"	""	""
"gnin"	"ȵjȵ̍"	"2"	"擰"	""	""
"gnin"	"ȵjȵ̍"	"2"	"拧"	""	""
"gnin"	"ȵjȵ̍"	"2"	"檸"	""	""
"gnin"	"ȵjȵ̍"	"2"	"柠"	""	""
"gnin"	"ȵjȵ̍"	"2"	"獰"	""	""
"gnin"	"ȵjȵ̍"	"2"	"狞"	""	""
"gnin"	"ȵjȵ̍"	"2"	"𤡺"	""	""
"gnin"	"ȵjȵ̍"	"2"	"儜"	""	""
"gnin"	"ȵjȵ̍"	"2"	"佇"	""	""
"gnin"	"ȵjȵ̍"	"2"	"鬡"	""	""
"gnin"	"ȵjȵ̍"	"2"	"濘"	""	""
"gnin"	"ȵjȵ̍"	"2"	"泞"	""	""
"gnin"	"ȵjȵ̍"	"2"	"凝"	""	""
"gnin"	"ȵjȵ̍"	"5"	"佞"	""	""
"gnin"	"ȵjȵ̍"	"5"	"甯"	""	""
"gnin"	"ȵjȵ̍"	"5"	"宁"	""	""
"gnin"	"ȵjȵ̍"	"5"	"濘"	""	""
"gnin"	"ȵjȵ̍"	"5"	"泞"	""	""
"gnin"	"ȵjȵ̍"	"5"	"吝"	""	""
"gnin"	"ȵjȵ̍"	"5"	"恡"	""	""
"gnin"	"ȵjȵ̍"	"5"	"藺"	""	""
"gnin"	"ȵjȵ̍"	"5"	"蔺"	""	""
"gnin"	"ȵjȵ̍"	"5"	"躪"	""	""
"gnin"	"ȵjȵ̍"	"5"	"躏"	""	""
"gnin"	"ȵjȵ̍"	"5"	"轥"	""	""
"gnin"	"ȵjȵ̍"	"5"	"靳"	""	""
"gnin"	"ȵjȵ̍"	"5"	"垽"	""	""
"gnin"	"ȵjȵ̍"	"5"	"憖"	""	""
"gnin"	"ȵjȵ̍"	"5"	"慭"	""	""
"gnin"	"ȵjȵ̍"	"5"	"憗"	""	""
"gnin"	"ȵjȵ̍"	"5"	"媵"	""	""
"shin"	"ɕjȵ̍"	"1"	"欣"	""	""
"shin"	"ɕjȵ̍"	"1"	"昕"	""	""
"shin"	"ɕjȵ̍"	"1"	"訢"	""	""
"shin"	"ɕjȵ̍"	"1"	"忻"	""	""
"shin"	"ɕjȵ̍"	"1"	"炘"	""	""
"shin"	"ɕjȵ̍"	"1"	"焮"	""	""
"shin"	"ɕjȵ̍"	"1"	"歆"	""	""
"shin"	"ɕjȵ̍"	"1"	"廞"	""	""
"shin"	"ɕjȵ̍"	"1"	"鑫"	""	""
"shin"	"ɕjȵ̍"	"1"	"興"	""	""
"shin"	"ɕjȵ̍"	"1"	"兴"	""	""
"shin"	"ɕjȵ̍"	"1"	"馨"	""	""
"shin"	"ɕjȵ̍"	"2"	"形"	""	""
"shin"	"ɕjȵ̍"	"2"	"刑"	""	""
"shin"	"ɕjȵ̍"	"2"	"𠛬"	""	""
"shin"	"ɕjȵ̍"	"2"	"型"	""	""
"shin"	"ɕjȵ̍"	"2"	"侀"	""	""
"shin"	"ɕjȵ̍"	"2"	"邢"	""	""
"shin"	"ɕjȵ̍"	"2"	"硎"	""	""
"shin"	"ɕjȵ̍"	"2"	"鉶"	""	""
"shin"	"ɕjȵ̍"	"2"	"铏"	""	""
"shin"	"ɕjȵ̍"	"2"	"行"	""	""
"shin"	"ɕjȵ̍"	"2"	"珩"	""	""
"shin"	"ɕjȵ̍"	"2"	"陘"	""	""
"shin"	"ɕjȵ̍"	"2"	"陉"	""	""
"shin"	"ɕjȵ̍"	"2"	"娙"	""	""
"shin"	"ɕjȵ̍"	"5"	"焮"	""	""
"shin"	"ɕjȵ̍"	"5"	"𢋆"	""	""
"shin"	"ɕjȵ̍"	"5"	"釁"	""	""
"shin"	"ɕjȵ̍"	"5"	"衅"	""	""
"shin"	"ɕjȵ̍"	"5"	"舋"	""	""
"shin"	"ɕjȵ̍"	"5"	"興"	""	""
"shin"	"ɕjȵ̍"	"5"	"兴"	""	""
"shin"	"ɕjȵ̍"	"5"	"杏"	""	""
"shin"	"ɕjȵ̍"	"5"	"行"	""	""
"shin"	"ɕjȵ̍"	"5"	"荇"	""	""
"shin"	"ɕjȵ̍"	"5"	"幸"	""	""
"shin"	"ɕjȵ̍"	"5"	"倖"	""	""
"shin"	"ɕjȵ̍"	"5"	"悻"	""	""
"shin"	"ɕjȵ̍"	"5"	"婞"	""	""
"shin"	"ɕjȵ̍"	"5"	"涬"	""	""
"shin"	"ɕjȵ̍"	"5"	"馨"	""	""
"shin"	"ɕjȵ̍"	"5"	"煡"	""	""
"in"	"jȵ̍"	"1"	"因"	""	""
"in"	"jȵ̍"	"1"	"姻"	""	""
"in"	"jȵ̍"	"1"	"茵"	""	""
"in"	"jȵ̍"	"1"	"裀"	""	""
"in"	"jȵ̍"	"1"	"駰"	""	""
"in"	"jȵ̍"	"1"	"骃"	""	""
"in"	"jȵ̍"	"1"	"絪"	""	""
"in"	"jȵ̍"	"1"	"洇"	""	""
"in"	"jȵ̍"	"1"	"銦"	""	""
"in"	"jȵ̍"	"1"	"铟"	""	""
"in"	"jȵ̍"	"1"	"鞇"	""	""
"in"	"jȵ̍"	"1"	"婣"	""	""
"in"	"jȵ̍"	"1"	"湮"	""	""
"in"	"jȵ̍"	"1"	"堙"	""	""
"in"	"jȵ̍"	"1"	"陻"	""	""
"in"	"jȵ̍"	"1"	"諲"	""	""
"in"	"jȵ̍"	"1"	"禋"	""	""
"in"	"jȵ̍"	"1"	"闉"	""	""
"in"	"jȵ̍"	"1"	"音"	""	""
"in"	"jȵ̍"	"1"	"愔"	""	""
"in"	"jȵ̍"	"1"	"瘖"	""	""
"in"	"jȵ̍"	"1"	"喑"	""	""
"in"	"jȵ̍"	"1"	"殷"	""	""
"in"	"jȵ̍"	"1"	"慇"	""	""
"in"	"jȵ̍"	"1"	"溵"	""	""
"in"	"jȵ̍"	"1"	"陰"	""	""
"in"	"jȵ̍"	"1"	"阴"	""	""
"in"	"jȵ̍"	"1"	"侌"	""	""
"in"	"jȵ̍"	"1"	"英"	""	""
"in"	"jȵ̍"	"1"	"瑛"	""	""
"in"	"jȵ̍"	"1"	"柍"	""	""
"in"	"jȵ̍"	"1"	"媖"	""	""
"in"	"jȵ̍"	"1"	"䁐"	""	""
"in"	"jȵ̍"	"1"	"韺"	""	""
"in"	"jȵ̍"	"1"	"霙"	""	""
"in"	"jȵ̍"	"1"	"膺"	""	""
"in"	"jȵ̍"	"1"	"鷹"	""	""
"in"	"jȵ̍"	"1"	"鹰"	""	""
"in"	"jȵ̍"	"1"	"應"	""	""
"in"	"jȵ̍"	"1"	"譍"	""	""
"in"	"jȵ̍"	"1"	"嫈"	""	""
"in"	"jȵ̍"	"1"	"罃"	""	""
"in"	"jȵ̍"	"1"	"鶯"	""	""
"in"	"jȵ̍"	"1"	"莺"	""	""
"in"	"jȵ̍"	"1"	"婴"	""	""
"in"	"jȵ̍"	"1"	"婴"	""	""
"in"	"jȵ̍"	"1"	"嚶"	""	""
"in"	"jȵ̍"	"1"	"嘤"	""	""
"in"	"jȵ̍"	"1"	"攖"	""	""
"in"	"jȵ̍"	"1"	"撄"	""	""
"in"	"jȵ̍"	"1"	"櫻"	""	""
"in"	"jȵ̍"	"1"	"樱"	""	""
"in"	"jȵ̍"	"1"	"瓔"	""	""
"in"	"jȵ̍"	"1"	"璎"	""	""
"in"	"jȵ̍"	"1"	"纓"	""	""
"in"	"jȵ̍"	"1"	"缨"	""	""
"in"	"jȵ̍"	"1"	"鸚"	""	""
"in"	"jȵ̍"	"1"	"鹦"	""	""
"in"	"jȵ̍"	"1"	"罌"	""	""
"in"	"jȵ̍"	"1"	"罂"	""	""
"in"	"jȵ̍"	"1"	"甖"	""	""
"in"	"jȵ̍"	"1"	"蘡"	""	""
"in"	"jȵ̍"	"2"	"銀"	""	""
"in"	"jȵ̍"	"2"	"银"	""	""
"in"	"jȵ̍"	"2"	"垠"	""	""
"in"	"jȵ̍"	"2"	"泿"	""	""
"in"	"jȵ̍"	"2"	"齦"	""	""
"in"	"jȵ̍"	"2"	"龈"	""	""
"in"	"jȵ̍"	"2"	"訢"	""	""
"in"	"jȵ̍"	"2"	"齗"	""	""
"in"	"jȵ̍"	"2"	"龂"	""	""
"in"	"jȵ̍"	"2"	"釿"	""	""
"in"	"jȵ̍"	"2"	"夤"	""	""
"in"	"jȵ̍"	"2"	"寅"	""	""
"in"	"jȵ̍"	"2"	"殥"	""	""
"in"	"jȵ̍"	"2"	"淫"	""	""
"in"	"jȵ̍"	"2"	"霪"	""	""
"in"	"jȵ̍"	"2"	"婬"	""	""
"in"	"jȵ̍"	"2"	"崟"	""	""
"in"	"jȵ̍"	"2"	"鄞"	""	""
"in"	"jȵ̍"	"2"	"狺"	""	""
"in"	"jȵ̍"	"2"	"誾"	""	""
"in"	"jȵ̍"	"2"	"訚"	""	""
"in"	"jȵ̍"	"2"	"嚚"	""	""
"in"	"jȵ̍"	"2"	"吟"	""	""
"in"	"jȵ̍"	"2"	"唫"	""	""
"in"	"jȵ̍"	"2"	"盈"	""	""
"in"	"jȵ̍"	"2"	"楹"	""	""
"in"	"jȵ̍"	"2"	"嬴"	""	""
"in"	"jȵ̍"	"2"	"瀛"	""	""
"in"	"jȵ̍"	"2"	"贏"	""	""
"in"	"jȵ̍"	"2"	"赢"	""	""
"in"	"jȵ̍"	"2"	"籝"	""	""
"in"	"jȵ̍"	"2"	"迎"	""	""
"in"	"jȵ̍"	"2"	"蠅"	""	""
"in"	"jȵ̍"	"2"	"蝇"	""	""
"in"	"jȵ̍"	"2"	"𡢘"	""	""
"in"	"jȵ̍"	"2"	"𰌉"	""	""
"in"	"jȵ̍"	"2"	"營"	""	""
"in"	"jȵ̍"	"2"	"营"	""	""
"in"	"jȵ̍"	"2"	"螢"	""	""
"in"	"jȵ̍"	"2"	"萤"	""	""
"in"	"jȵ̍"	"2"	"仍"	""	""
"in"	"jȵ̍"	"3"	"引"	""	""
"in"	"jȵ̍"	"3"	"蚓"	""	""
"in"	"jȵ̍"	"3"	"螾"	""	""
"in"	"jȵ̍"	"3"	"紖"	""	""
"in"	"jȵ̍"	"3"	"纼"	""	""
"in"	"jȵ̍"	"3"	"靷"	""	""
"in"	"jȵ̍"	"3"	"隱"	""	""
"in"	"jȵ̍"	"3"	"隐"	""	""
"in"	"jȵ̍"	"3"	"櫽"	""	""
"in"	"jȵ̍"	"3"	"讔"	""	""
"in"	"jȵ̍"	"3"	"癮"	""	""
"in"	"jȵ̍"	"3"	"瘾"	""	""
"in"	"jȵ̍"	"3"	"听"	""	""
"in"	"jȵ̍"	"3"	"殷"	""	""
"in"	"jȵ̍"	"3"	"飲"	""	""
"in"	"jȵ̍"	"3"	"饮"	""	""
"in"	"jȵ̍"	"3"	"㱃"	""	""
"in"	"jȵ̍"	"3"	"影"	""	""
"in"	"jȵ̍"	"3"	"景"	""	""
"in"	"jȵ̍"	"3"	"郢"	""	""
"in"	"jȵ̍"	"3"	"潁"	""	""
"in"	"jȵ̍"	"3"	"颍"	""	""
"in"	"jȵ̍"	"3"	"穎"	""	""
"in"	"jȵ̍"	"3"	"颖"	""	""
"in"	"jȵ̍"	"3"	"頴"	""	""
"in"	"jȵ̍"	"3"	"颕"	""	""
"in"	"jȵ̍"	"3"	"魘"	""	""
"in"	"jȵ̍"	"3"	"㯋"	""	""
"in"	"jȵ̍"	"3"	"癭"	""	""
"in"	"jȵ̍"	"3"	"瘿"	""	""
"in"	"jȵ̍"	"5"	"印"	""	""
"in"	"jȵ̍"	"5"	"鮣"	""	""
"in"	"jȵ̍"	"5"	"蔭"	""	""
"in"	"jȵ̍"	"5"	"荫"	""	""
"in"	"jȵ̍"	"5"	"廕"	""	""
"in"	"jȵ̍"	"5"	"憖"	""	""
"in"	"jȵ̍"	"5"	"慭"	""	""
"in"	"jȵ̍"	"5"	"憗"	""	""
"in"	"jȵ̍"	"5"	"飲"	""	""
"in"	"jȵ̍"	"5"	"饮"	""	""
"in"	"jȵ̍"	"5"	"引"	""	""
"in"	"jȵ̍"	"5"	"胤"	""	""
"in"	"jȵ̍"	"5"	"酳"	""	""
"in"	"jȵ̍"	"5"	"喑"	""	""
"in"	"jȵ̍"	"5"	"窨"	""	""
"in"	"jȵ̍"	"5"	"䤃"	""	""
"in"	"jȵ̍"	"5"	"隱"	""	""
"in"	"jȵ̍"	"5"	"隐"	""	""
"in"	"jȵ̍"	"5"	"𢷍"	""	"量：～尺碼"
"in"	"jȵ̍"	"5"	"𢳃"	""	""
"in"	"jȵ̍"	"5"	"迎"	""	""
"in"	"jȵ̍"	"5"	"應"	""	""
"in"	"jȵ̍"	"5"	"应"	""	""
"in"	"jȵ̍"	"5"	"譍"	""	""
"in"	"jȵ̍"	"5"	"映"	""	""
"in"	"jȵ̍"	"5"	"暎"	""	""
"in"	"jȵ̍"	"5"	"罃"	""	""
"in"	"jȵ̍"	"5"	"媵"	""	""
"guen"	"kwə̯ȵ̍"	"1"	"肱"	""	""
"guen"	"kwə̯ȵ̍"	"1"	"觥"	""	""
"guen"	"kwə̯ȵ̍"	"1"	"觵"	""	""
"guen"	"kwə̯ȵ̍"	"3"	"衮"	""	""
"guen"	"kwə̯ȵ̍"	"3"	"袞"	""	""
"guen"	"kwə̯ȵ̍"	"3"	"滚"	""	""
"guen"	"kwə̯ȵ̍"	"3"	"蓘"	""	""
"guen"	"kwə̯ȵ̍"	"3"	"掍"	""	""
"guen"	"kwə̯ȵ̍"	"3"	"緄"	""	""
"guen"	"kwə̯ȵ̍"	"3"	"混"	""	""
"guen"	"kwə̯ȵ̍"	"3"	"輥"	""	""
"guen"	"kwə̯ȵ̍"	"3"	"辊"	""	""
"guen"	"kwə̯ȵ̍"	"3"	"睔"	""	""
"guen"	"kwə̯ȵ̍"	"3"	"鯀"	""	""
"guen"	"kwə̯ȵ̍"	"3"	"鲧"	""	""
"guen"	"kwə̯ȵ̍"	"3"	"鮌"	""	""
"guen"	"kwə̯ȵ̍"	"5"	"棍"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"昆"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"崑"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"崐"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"琨"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"焜"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"錕"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"锟"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"鯤"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"鲲"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"鵾"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"鹍"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"裩"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"晜"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"褌"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"裈"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"坤"	""	""
"kuen"	"kʰwə̯ȵ̍"	"1"	"堃"	""	""
"kuen"	"kʰwə̯ȵ̍"	"3"	"梱"	""	""
"kuen"	"kʰwə̯ȵ̍"	"3"	"悃"	""	""
"kuen"	"kʰwə̯ȵ̍"	"3"	"捆"	""	""
"kuen"	"kʰwə̯ȵ̍"	"3"	"綑"	""	""
"kuen"	"kʰwə̯ȵ̍"	"3"	"稇"	""	""
"kuen"	"kʰwə̯ȵ̍"	"3"	"閫"	""	""
"kuen"	"kʰwə̯ȵ̍"	"3"	"阃"	""	""
"kuen"	"kʰwə̯ȵ̍"	"3"	"壼"	""	""
"kuen"	"kʰwə̯ȵ̍"	"3"	"壸"	""	""
"uen"	"wə̯ȵ̍"	"1"	"温"	""	""
"uen"	"wə̯ȵ̍"	"1"	"瘟"	""	""
"uen"	"wə̯ȵ̍"	"1"	"輼"	""	""
"uen"	"wə̯ȵ̍"	"1"	"辒"	""	""
"uen"	"wə̯ȵ̍"	"1"	"豱"	""	""
"uen"	"wə̯ȵ̍"	"1"	"緼"	""	""
"uen"	"wə̯ȵ̍"	"1"	"缊"	""	""
"uen"	"wə̯ȵ̍"	"1"	"蕰"	""	""
"uen"	"wə̯ȵ̍"	"2"	"文"	""	""
"uen"	"wə̯ȵ̍"	"2"	"紋"	""	""
"uen"	"wə̯ȵ̍"	"2"	"纹"	""	""
"uen"	"wə̯ȵ̍"	"2"	"蚊"	""	""
"uen"	"wə̯ȵ̍"	"2"	"蟁"	""	""
"uen"	"wə̯ȵ̍"	"2"	"玟"	""	""
"uen"	"wə̯ȵ̍"	"2"	"彣"	""	""
"uen"	"wə̯ȵ̍"	"2"	"芠"	""	""
"uen"	"wə̯ȵ̍"	"2"	"雯"	""	""
"uen"	"wə̯ȵ̍"	"2"	"聞"	""	""
"uen"	"wə̯ȵ̍"	"2"	"闻"	""	""
"uen"	"wə̯ȵ̍"	"2"	"閿"	""	""
"uen"	"wə̯ȵ̍"	"2"	"阌"	""	""
"uen"	"wə̯ȵ̍"	"3"	"刎"	""	""
"uen"	"wə̯ȵ̍"	"3"	"歾"	""	""
"uen"	"wə̯ȵ̍"	"3"	"吻"	""	""
"uen"	"wə̯ȵ̍"	"3"	"脗"	""	""
