ID	IPA	simp	trad	detail	piŋyiŋ	调类
	kəɯ⁵³	哥	哥			kəɯ1
	kəɯ⁵³	歌	歌			kəɯ1
	kəɯ⁵³	歌	謌			kəɯ1
	kəɯ⁵³	锅	鍋			kəɯ1
	kəɯ⁵³	戈	戈			kəɯ1
	kəɯ⁴⁵	个	個	～別		kəɯ3
	kəɯ⁴⁵	个	箇	～別		kəɯ3
	kəɯ⁴⁵	果	果			kəɯ3
	kəɯ⁴⁵	果	菓			kəɯ3
	kəɯ⁴⁵	裹	裹			kəɯ3
	kəɯ⁴²³	过	過			kəɯ5
	kʰəɯ⁵³	科	科			kʰəɯ1
	kʰəɯ⁵³	窠	窠			kʰəɯ1
	kʰəɯ⁵³	棵	棵			kʰəɯ1
	kʰəɯ⁵³	蝌	蝌			kʰəɯ1
	kʰəɯ⁵³	颗	顆			kʰəɯ1
	kʰəɯ⁴²³	课	課			kʰəɯ5
	ŋəɯ¹³	娥	娥			ŋəɯ2
	ŋəɯ¹³	蛾	蛾			ŋəɯ2
	ŋəɯ¹³	讹	訛			ŋəɯ2
	ŋəɯ¹³	讹	譌	訛本字		ŋəɯ2
	ŋəɯ¹³	囮	囮			ŋəɯ2
	ŋəɯ¹³	鹅	鵝			ŋəɯ2
	ŋəɯ¹³	鹅	鵞			ŋəɯ2
	ŋəɯ¹³	鹅	䳗			ŋəɯ2
	ŋəɯ¹³	鹅	䳘			ŋəɯ2
	ŋəɯ¹³	俄	俄			ŋəɯ2
	ŋəɯ⁴⁵	我	我			ŋəɯ3
	ŋəɯ²¹³	饿	餓			ŋəɯ6
	ŋəɯ²¹³	卧	臥			ŋəɯ6
	həɯ⁵³	喝	喝	（又音）～個一口：喝一口湯、茶、粥等流質食物		həɯ1
	həɯ⁴⁵	火	火			həɯ3
	həɯ⁴⁵	伙	伙			həɯ3
	həɯ⁴⁵	伙	夥			həɯ3
	həɯ⁴²³	货	貨			həɯ5
	ɦʰəɯ¹³	河	河			ɦʰəɯ2
	ɦʰəɯ¹³	何	何			ɦʰəɯ2
	ɦʰəɯ¹³	菏	菏	～澤（山東地名）		ɦʰəɯ2
	ɦʰəɯ¹³	荷	荷			ɦʰəɯ2
	ɦʰəɯ¹³	和	和	～氣，我～你，～服		ɦʰəɯ2
	ɦʰəɯ¹³	和	龢	～氣		ɦʰəɯ2
	ɦʰəɯ¹³	和	咊	～氣		ɦʰəɯ2
	ɦʰəɯ¹³	龢	龢	翁同～（人名）		ɦʰəɯ2
	ɦʰəɯ¹³	禾	禾			ɦʰəɯ2
	ɦʰəɯ²¹³	贺	賀			ɦʰəɯ6
	ɦʰəɯ²¹³	祸	禍			ɦʰəɯ6
	ɦʰəɯ²¹³	和	和	～泥		ɦʰəɯ6
	əɯ⁵³	倭	倭			əɯ1
	əɯ⁵³	涡	渦			əɯ1
	əɯ⁵³	莴	萵			əɯ1
	əɯ⁵³	蜗	蝸			əɯ1
	əɯ⁵³	窝	窩			əɯ1
	əɯ⁵³	挝	撾	老～		əɯ1
	əɯ⁵³	屙	屙	～,～肚：腹瀉。～屎：大便		əɯ1
	liəɯ⁵³	溜	溜	又		liəɯ1
	liəɯ⁵³	溜	澑	又		liəɯ1
	liəɯ¹³	流	流	又		liəɯ2
	liəɯ¹³	刘	劉	又		liəɯ2
	liəɯ¹³	留	留	又		liəɯ2
	liəɯ¹³	留	畱	又		liəɯ2
	liəɯ¹³	榴	榴	又		liəɯ2
	liəɯ¹³	榴	橊	又		liəɯ2
	liəɯ¹³	硫	硫	又		liəɯ2
	liəɯ¹³	琉	琉	又		liəɯ2
	liəɯ⁴⁵	柳	柳	又		liəɯ3
	liəɯ⁴⁵	柳	桺	又		liəɯ3
	liəɯ²¹³	馏	餾	又		liəɯ6
	liəɯ²¹³	馏	𩞷	又		liəɯ6
	tsiəɯ⁴⁵	酒	酒			tsiəɯ3
	tsiəɯ⁴²³	醉	醉	又		tsiəɯ5
	tsʰiəɯ⁵³	萩	萩			tsʰiəɯ1
	tsʰiəɯ⁵³	秋	秋			tsʰiəɯ1
	tsʰiəɯ⁵³	秋	秌			tsʰiəɯ1
	tsʰiəɯ⁵³	秋	龝			tsʰiəɯ1
	tsʰiəɯ⁵³	秋	鞦	～韆		tsʰiəɯ1
	tsʰiəɯ⁵³	鳅	鰍			tsʰiəɯ1
	ziəɯ²¹³	就	就			ziəɯ6
	siəɯ⁵³	修	修			siəɯ1
	siəɯ⁵³	修	脩			siəɯ1
	siəɯ⁵³	羞	羞			siəɯ1
	siəɯ⁴²³	秀	秀			siəɯ5
	siəɯ⁴²³	宿	宿	星～		siəɯ5
	siəɯ⁴²³	宿	㝛	星～		siəɯ5
	siəɯ⁴²³	绣	繡			siəɯ5
	siəɯ⁴²³	绣	綉			siəɯ5
	siəɯ⁴²³	锈	銹			siəɯ5
	siəɯ⁴²³	锈	鏽			siəɯ5
	ziəɯ¹³	囚	囚			ziəɯ2
	ziəɯ¹³	泅	泅			ziəɯ2
	ziəɯ²¹³	袖	褎			ziəɯ6
	ziəɯ²¹³	袖	褏			ziəɯ6
	ziəɯ²¹³	袖	袖			ziəɯ6
	zei²¹³	袖	袖	衣～管		zei6
	zei²¹³	袖	褎	衣～管		zei6
	zei²¹³	袖	褏	衣～管		zei6
	tɕiəɯ⁵³	揪	揪			tɕiəɯ1
	tɕiəɯ⁵³	鬏	鬏			tɕiəɯ1
	tɕiəɯ⁵³	鸠	鳩			tɕiəɯ1
	tɕiəɯ⁵³	阄	鬮			tɕiəɯ1
	tɕiəɯ⁵³	纠	糾			tɕiəɯ1
	tɕiəɯ⁵³	究	究			tɕiəɯ1
	tɕiəɯ⁴⁵	九	九			tɕiəɯ3
	tɕiəɯ⁴⁵	久	久			tɕiəɯ3
	tɕiəɯ⁴⁵	韭	韭			tɕiəɯ3
	tɕiəɯ⁴⁵	灸	灸			tɕiəɯ3
	tɕiəɯ⁴²³	救	救			tɕiəɯ5
	tɕʰiəɯ⁵³	丘	丘			tɕʰiəɯ1
	tɕʰiəɯ⁵³	蚯	蚯			tɕʰiəɯ1
	tɕʰiəɯ⁴⁵	糗	糗	～死頭：不講理，脾氣不好的人		tɕʰiəɯ3
	dʑiəɯ¹³	求	求			dʑiəɯ2
	dʑiəɯ¹³	球	球			dʑiəɯ2
	dʑiəɯ¹³	仇	仇			dʑiəɯ2
	dʑiəɯ¹³	仇	讐			dʑiəɯ2
	dʑiəɯ¹³	仇	讎			dʑiəɯ2
	dʑiəɯ²¹³	臼	臼			dʑiəɯ6
	dʑiəɯ²¹³	舅	舅			dʑiəɯ6
	dʑiəɯ²¹³	旧	舊			dʑiəɯ6
	dʑiəɯ²¹³	柩	柩			dʑiəɯ6
	ȵiəɯ¹³	牛	牛			ȵiəɯ2
	ȵiəɯ⁴⁵	纽	紐			ȵiəɯ3
	ȵiəɯ⁴⁵	扭	扭			ȵiəɯ3
	ȵiəɯ⁴⁵	钮	鈕			ȵiəɯ3
	ɕiəɯ⁵³	休	休			ɕiəɯ1
	ɕiəɯ⁵³	貅	貅	貔～		ɕiəɯ1
	ɕiəɯ⁴⁵	朽	朽			ɕiəɯ3
	ɕiəɯ⁴²³	嗅	嗅			ɕiəɯ5
	ɦiəɯ¹³	尤	尤			ɦiəɯ2
	ɦiəɯ¹³	邮	郵			ɦiəɯ2
	ɦiəɯ¹³	由	由			ɦiəɯ2
	ɦiəɯ¹³	油	油			ɦiəɯ2
	ɦiəɯ¹³	游	游	～泳		ɦiəɯ2
	ɦiəɯ¹³	游	遊	旅～		ɦiəɯ2
	ɦiəɯ¹³	犹	猶			ɦiəɯ2
	ɦiəɯ²¹³	又	又			ɦiəɯ6
	ɦiəɯ²¹³	右	右			ɦiəɯ6
	ɦiəɯ²¹³	佑	佑			ɦiəɯ6
	ɦiəɯ²¹³	佑	祐			ɦiəɯ6
	ɦiəɯ²¹³	酉	酉			ɦiəɯ6
	ɦiəɯ²¹³	柚	柚			ɦiəɯ6
	ɦiəɯ²¹³	釉	釉			ɦiəɯ6
	iəɯ⁵³	优	優			iəɯ1
	iəɯ⁵³	忧	憂			iəɯ1
	iəɯ⁵³	悠	悠			iəɯ1
	iəɯ⁵³	幽	幽			iəɯ1
	iəɯ⁴⁵	有	有			iəɯ3
	iəɯ⁴⁵	友	友			iəɯ3
	ɦiəɯ²¹³	莠	莠			ɦiəɯ6
	ɦiəɯ²¹³	诱	誘			ɦiəɯ6
	iəɯ⁴²³	幼	幼			iəɯ5
	ɦər¹³	儿	兒	（文）～子，女～	，～童	ɦər2
	ȵi¹³	儿	兒	（白）貓～		ȵi2
	ŋ¹³	儿	兒	（白）兒綴		ŋ2
	ɦər¹³	而	而			ɦər2
	ər⁴⁵	尔	尔	同“𡭗”，即同“爾”		ər3
	ər⁴⁵	尔	爾			ər3
	ər⁴⁵	尔	𡭗	同“爾”		ər3
	ər⁴⁵	尔	尓	同“𡭗”，即同“爾”		ər3
	ər⁴⁵	尔	尒	同“𡭗”，即同“爾”		ər3
	ər⁴⁵	耳	耳	～朵		ər3
	ər⁴⁵	饵	餌			ər3
	ər⁴⁵	尾	尾	～巴		ər3
	ɦər²¹³	二	二	（文）～十		ɦər6
	pæ⁵³	般	般			pæ1
	pæ⁵³	瓣	瓣			pæ1
	pæ⁵³	班	班			pæ1
	pæ⁵³	斑	斑			pæ1
	pæ⁵³	颁	頒			pæ1
	pæ⁵³	扳	扳			pæ1
	pæ⁵³	瘢	瘢			pæ1
	pæ⁵³	掰	掰			pæ1
	pæ⁴⁵	摆	擺			pæ3
	pæ⁴⁵	板	板			pæ3
	pæ⁴⁵	板	闆	老～		pæ3
	pæ⁴⁵	版	版			pæ3
	pæ⁴²³	拜	拜			pæ5
	pæ⁴²³	扮	扮			pæ5
	pæ⁴²³	绊	絆			pæ5
	pʰæ⁵³	攀	攀			pʰæ1
	pʰæ⁴²³	派	派			pʰæ5
	pʰæ⁴²³	盼	盼			pʰæ5
	pʰæ⁴²³	襻	襻	扣住紐扣的套		pʰæ5
	bæ¹³	排	排			bæ2
	bæ¹³	牌	牌			bæ2
	bæ¹³	篺	篺			bæ2
	bæ¹³	爿	爿			bæ2
	bæ²¹³	罢	罷			bæ6
	bæ²¹³	稗	稗			bæ6
	bæ²¹³	败	敗			bæ6
	bæ²¹³	办	辦			bæ6
	mæ¹³	埋	埋			mæ2
	mæ¹³	蛮	蠻			mæ2
	mæ⁴⁵	买	買			mæ3
	mæ²¹³	漫	漫			mæ6
	mæ²¹³	卖	賣			mæ6
	mæ²¹³	迈	邁			mæ6
	mæ²¹³	慢	慢			mæ6
	mæ²¹³	蔓	蔓			mæ6
	mæ²¹³	曼	曼			mæ6
	fæ⁴²³	泛	泛			fæ5
	fæ⁴²³	泛	汎			fæ5
	fæ⁴²³	泛	氾			fæ5
	væ¹³	氾	氾	姓		væ2
	væ¹³	藩	藩			væ2
	fæ⁵³	翻	翻			fæ1
	fæ⁵³	翻	飜			fæ1
	fæ⁵³	翻	繙			fæ1
	væ¹³	𬙆	繙			væ2
	fæ⁵³	番	番	～邦，～茄		fæ1
	fæ⁵³	蕃	蕃	～茄		fæ1
	væ¹³	蕃	蕃	～茂		væ2
	fæ⁴⁵	反	反			fæ3
	fæ⁴⁵	返	返			fæ3
	fæ⁴²³	贩	販			fæ5
	væ¹³	凡	凡			væ2
	væ¹³	帆	帆			væ2
	væ¹³	烦	煩			væ2
	væ¹³	繁	繁			væ2
	væ¹³	矾	礬			væ2
	væ²¹³	范	范	姓		væ6
	væ²¹³	范	範	規～		væ6
	væ²¹³	犯	犯			væ6
	væ²¹³	饭	飯			væ6
	væ²¹³	万	萬			væ6
	tæ⁵³	呆	呆	書～子		tæ1
	tæ⁵³	耽	耽			tæ1
	tæ⁵³	担	擔	承～		tæ1
	tæ⁵³	丹	丹			tæ1
	tæ⁵³	单	單			tæ1
	tæ⁵³	旦	旦			tæ1
	tæ⁴⁵	胆	膽			tæ3
	tæ⁴⁵	掸	撣	雞毛～子		tæ3
	tæ⁴⁵	疸	疸	黃～		tæ3
	tæ⁴²³	带	帶			tæ5
	tæ⁴²³	戴	戴			tæ5
	tæ⁴²³	担	擔	～子		tæ5
	tʰæ⁵³	台	台	～州（浙江地名）		tʰæ1
	tʰæ⁵³	胎	胎			tʰæ1
	tʰæ⁵³	坍	坍			tʰæ1
	tʰæ⁵³	滩	灘			tʰæ1
	tʰæ⁵³	摊	攤			tʰæ1
	tʰæ⁵³	瘫	癱			tʰæ1
	tʰæ⁴⁵	毯	毯			tʰæ3
	tʰæ⁴⁵	坦	坦			tʰæ3
	tʰæ⁴²³	态	態			tʰæ5
	tʰæ⁴²³	太	太			tʰæ5
	tʰæ⁴²³	汰	汰			tʰæ5
	tʰæ⁴²³	泰	泰			tʰæ5
	tʰæ⁴²³	炭	炭			tʰæ5
	tʰæ⁴²³	叹	嘆			tʰæ5
	dæ¹³	台	台	兄～，～山（廣東地名）		dæ2
	dæ¹³	台	臺	～灣		dæ2
	dæ¹³	台	颱	～風		dæ2
	dæ¹³	台	檯	～子：桌子		dæ2
	dæ¹³	苔	苔	～蘚		dæ2
	dæ¹³	薹	薹	菜～，蕓～		dæ2
	dæ¹³	抬	抬			dæ2
	dæ¹³	抬	擡			dæ2
	dæ¹³	谈	談			dæ2
	dæ¹³	痰	痰			dæ2
	dæ¹³	檀	檀			dæ2
	dæ¹³	坛	壇	金～，花～		dæ2
	dæ¹³	弹	彈	～琴		dæ2
	dæ²¹³	贷	貸			dæ6
	dæ²¹³	待	待			dæ6
	dæ²¹³	怠	怠			dæ6
	dæ²¹³	殆	殆			dæ6
	dæ²¹³	代	代			dæ6
	dæ²¹³	袋	袋			dæ6
	dæ²¹³	逮	逮			dæ6
	dæ²¹³	埭	埭	徐家～（江陰地名），黃～（蘇州地名）		dæ6
	dɑ²¹³	埭	埭	趟		dɑ6
	dæ²¹³	大	大	～蒜		dæ6
	dæ²¹³	淡	淡			dæ6
	dæ²¹³	但	但			dæ6
	dæ²¹³	弹	彈	子～		dæ6
	næ¹³	难	難	困～		næ2
	næ⁴⁵	迺	迺	姓～，～子街村（吉林地名）		næ3
	næ⁴⁵	迺	廼	姓～，～子街村（吉林地名）		næ3
	næ⁴⁵	乃	乃			næ3
	næ⁴⁵	奶	奶			næ3
	næ⁴⁵	奶	嬭			næ3
	næ⁴²³	耐	耐			næ5
	næ⁴²³	奈	奈			næ5
	næ⁴²³	难	難	遭～		næ5
	læ¹³	来	來			læ2
	læ¹³	蓝	藍			læ2
	læ¹³	篮	籃			læ2
	læ¹³	阑	闌	～干		læ2
	læ¹³	兰	蘭			læ2
	læ¹³	拦	攔			læ2
	læ¹³	栏	欄	～杆		læ2
	læ⁴⁵	览	覽			læ3
	læ⁴⁵	揽	攬			læ3
	læ⁴⁵	榄	欖	橄～		læ3
	læ⁴⁵	懒	懶			læ3
	læ²¹³	赖	賴			læ6
	læ²¹³	滥	濫			læ6
	læ²¹³	缆	纜			læ6
	læ²¹³	烂	爛			læ6
	næ²¹³	烂	爛	僅“爛泥”一詞		næ6
	tsæ⁵³	簪	簪			tsæ1
	tsæ⁵³	灾	灾	同災		tsæ1
	tsæ⁵³	灾	災			tsæ1
	tsæ⁵³	栽	栽			tsæ1
	tsæ⁵³	斋	齋			tsæ1
	tsæ⁵³	錾	鏨			tsæ1
	tsæ⁴⁵	宰	宰			tsæ3
	tsæ⁴⁵	载	載	年～		tsæ3
	tsæ⁴⁵	崽	崽			tsæ3
	tsæ⁴⁵	斩	斬			tsæ3
	tsæ⁴⁵	盏	盞			tsæ3
	tsæ⁴²³	再	再			tsæ5
	tsæ⁴²³	载	載	～重		tsæ5
	tsæ⁴²³	债	債			tsæ5
	tsæ⁴²³	寨	寨			tsæ5
	dzæ²¹³	寨	寨			dzæ6
	dzæ²¹³	砦	砦			dzæ6
	tsæ⁴²³	淬	淬	～火		tsæ5
	tsæ⁴²³	蘸	蘸			tsæ5
	tsæ⁴²³	赞	贊			tsæ5
	dzæ²¹³	濽	濽	濺水上衣		dzæ6
	dzæ²¹³	灒	灒	濺水上衣		dzæ6
	tsʰæ⁵³	猜	猜			tsʰæ1
	tsʰæ⁵³	搀	攙			tsʰæ1
	tsʰæ⁴⁵	彩	彩			tsʰæ3
	tsʰæ⁴⁵	彩	綵			tsʰæ3
	tsʰæ⁴⁵	采	采	風～		tsʰæ3
	tsʰæ⁴⁵	采	採	～蘑菇		tsʰæ3
	tsʰæ⁴⁵	睬	睬			tsʰæ3
	tsʰæ⁴⁵	踩	踩			tsʰæ3
	tsʰæ⁴⁵	铲	鏟			tsʰæ3
	tsʰæ⁴⁵	铲	剷			tsʰæ3
	tsʰæ⁴⁵	产	產			tsʰæ3
	tsʰæ⁴⁵	产	産			tsʰæ3
	tsʰæ⁴²³	灿	燦			tsʰæ5
	tsʰæ⁴²³	菜	菜			tsʰæ5
	tsʰæ⁴²³	蔡	蔡			tsʰæ5
	tsʰæ⁴²³	忏	懺			tsʰæ5
	dzæ¹³	残	殘			dzæ2
	dzæ¹³	射	射	～尿（sei1）：小便		dzæ2
	dzæ¹³	侪	儕	全		dzæ2
	dzæ¹³	才	才	～能		dzæ2
	dzæ¹³	才	纔	剛～		dzæ2
	dzæ¹³	材	材			dzæ2
	dzæ¹³	财	財			dzæ2
	dzæ¹³	裁	裁			dzæ2
	dzæ¹³	豺	豺			dzæ2
	dzæ¹³	惭	慚			dzæ2
	dzæ²¹³	溅	濺	（俗）同“灒”		dzæ6
	dzæ²¹³	在	在			dzæ6
	dzæ²¹³	暂	暫			dzæ6
	dzæ²¹³	站	站			dzæ6
	dzæ²¹³	赚	賺			dzæ6
	dzæ²¹³	绽	綻			dzæ6
	dzæ²¹³	栈	棧			dzæ6
	sæ⁵³	珊	珊			sæ1
	sæ⁵³	腮	腮			sæ1
	sæ⁵³	鳃	鰓			sæ1
	sæ⁵³	筛	篩			sæ1
	sæ⁵³	衰	衰			sæ1
	sæ⁵³	三	三			sæ1
	sæ⁵³	杉	杉			sæ1
	sæ⁵³	衫	衫			sæ1
	sæ⁵³	山	山			sæ1
	sæ⁵³	删	刪			sæ1
	sæ⁵³	疝	疝			sæ1
	sæ⁵³	闩	閂	又		sæ1
	sæ⁵³	拴	拴	又		sæ1
	sæ⁵³	栓	栓	又		sæ1
	sø⁵³	闩	閂			sø1
	sø⁵³	拴	拴			sø1
	sø⁵³	栓	栓			sø1
	sæ⁵³	栅	柵			sæ1
	saʔ⁵³	栅	柵			saʔ7
	sæ⁴⁵	散	散	鬆～		sæ3
	sæ⁴⁵	伞	傘			sæ3
	sæ⁴⁵	撒	撒	～手		sæ3
	sæ⁴⁵	洒	洒			sæ3
	sæ⁴⁵	洒	灑			sæ3
	sæ⁴²³	散	散	解～		sæ5
	sæ⁴²³	赛	賽			sæ5
	sæ⁴²³	晒	曬			sæ5
	sæ⁴²³	帅	帥			sæ5
	sæ⁴²³	率	率	～領		sæ5
	zæ¹³	柴	柴			zæ2
	zæ¹³	佘	佘	姓		zæ2
	zæ¹³	谗	讒			zæ2
	zæ¹³	馋	饞			zæ2
	kæ⁵³	家	家	～來，～裏，自～：自己		kæ1
	kæ⁵³	该	該			kæ1
	kæ⁵³	阶	階			kæ1
	kæ⁵³	尴	尷	～尬		kæ1
	kɑ⁴²³	尬	尬	尷～		kɑ5
	kæ⁵³	街	街			kæ1
	kæ⁵³	监	監			kæ1
	kæ⁵³	间	間	房～		kæ1
	kæ⁵³	间	閒	房～		kæ1
	kæ⁵³	胛	胛	肩～		kæ1
	kæ⁴⁵	改	改			kæ3
	kæ⁴⁵	解	解			kæ3
	kæ⁴⁵	减	減			kæ3
	kæ⁴⁵	碱	鹼			kæ3
	kæ⁴⁵	碱	礆			kæ3
	kæ⁴⁵	裥	襉	裙褶		kæ3
	kæ⁴⁵	裥	襇	裙褶		kæ3
	kæ⁴⁵	拣	揀			kæ3
	kæ⁴²³	解	解	～樹：鋸樹		kæ5
	kæ⁴²³	概	概			kæ5
	kæ⁴²³	溉	溉			kæ5
	kæ⁴²³	盖	蓋			kæ5
	kæ⁴²³	丐	丐			kæ5
	kæ⁴²³	界	界	一天世～		kæ5
	kæ⁴²³	芥	芥			kæ5
	kæ⁴²³	疥	疥			kæ5
	kæ⁴²³	戒	戒			kæ5
	kæ⁵³	痂	痂	結～		kæ1
	ɦiɪ¹³	铅	鉛	～山縣（江西省）		ɦiɪ2
	kʰæ⁵³	铅	鉛			kʰæ1
	kʰæ⁵³	开	開			kʰæ1
	kʰæ⁵³	楷	楷			kʰæ1
	kʰæ⁵³	揩	揩	動詞，抹：～檯子，～檯布		kʰæ1
	kʰæ⁴⁵	凯	凱			kʰæ3
	kʰæ⁴⁵	恺	愷			kʰæ3
	kʰæ⁴⁵	铠	鎧			kʰæ3
	kʰæ⁴²³	慨	慨			kʰæ5
	kʰæ⁴²³	嵌	嵌			kʰæ5
	kʰæ⁴²³	舰	艦			kʰæ5
	ɡæ²¹³	骱	骱	手～子：手腕關節		ɡæ6
	ɡæ²¹³	戤	戤	倚靠		ɡæ6
	ɡæ²¹³	隑	隑	倚靠		ɡæ6
	ŋæ¹³	呆	呆			ŋæ2
	ŋæ¹³	癌	癌			ŋæ2
	ŋæ¹³	岩	岩			ŋæ2
	ŋæ¹³	岩	巖			ŋæ2
	ŋæ¹³	衔	銜	～頭		ŋæ2
	ŋæ¹³	颜	顏			ŋæ2
	ŋæ¹³	颜	顔			ŋæ2
	ŋæ⁴⁵	眼	眼			ŋæ3
	ŋæ⁴²³	雁	雁			ŋæ5
	ŋæ²¹³	碍	礙			ŋæ6
	ŋæ²¹³	碍	碍	俗礙字		ŋæ6
	ŋæ²¹³	艾	艾			ŋæ6
	ŋæ²¹³	外	外			ŋæ6
	hæ⁴⁵	海	海			hæ3
	hæ⁴⁵	蟹	蟹			hæ3
	hæ⁴²³	喊	喊			hæ5
	hæ⁴²³	苋	莧	～菜		hæ5
	hæ⁴²³	和	和	和：我～你一同去		hæ5
	ɦʰæ¹³	孩	孩			ɦʰæ2
	ɦʰæ¹³	鞋	鞋			ɦʰæ2
	ɦʰæ¹³	衔	銜	用嘴叼		ɦʰæ2
	ɦʰæ¹³	咸	咸			ɦʰæ2
	ɦʰæ¹³	咸	鹹	～菜		ɦʰæ2
	ɦiɪ¹³	闲	閑	休～		ɦiɪ2
	ɦiɪ¹³	闲	閒	休～		ɦiɪ2
	ɦʰæ¹³	闲	閑			ɦʰæ2
	ɦʰæ¹³	闲	閒			ɦʰæ2
	ɦʰæ²¹³	亥	亥			ɦʰæ6
	ɦʰæ²¹³	害	害			ɦʰæ6
	ɦʰæ²¹³	骇	駭			ɦʰæ6
	ɦʰæ²¹³	馅	餡			ɦʰæ6
	ɦʰæ²¹³	陷	陷	～進去		ɦʰæ6
	ɦʰæ²¹³	限	限			ɦʰæ6
	æ⁵³	淹	淹			æ1
	æ⁵³	哀	哀			æ1
	æ⁵³	埃	埃			æ1
	æ⁵³	挨	挨			æ1
	æ⁴⁵	矮	矮			æ3
	æ⁴²³	爱	愛			æ5
	æ⁴²³	爱	㤅	小篆愛字		æ5
	kuæ⁵³	鳏	鰥			kuæ1
	kuæ⁵³	乖	乖			kuæ1
	kuæ⁵³	关	關			kuæ1
	kuæ⁵³	关	関			kuæ1
	kuæ⁴⁵	拐	拐	～杖，誘～		kuæ3
	kuæ⁴⁵	拐	柺	～杖		kuæ3
	kuæ⁴²³	怪	怪			kuæ5
	kuæ⁴²³	怪	恠			kuæ5
	kuæ⁴²³	惯	慣			kuæ5
	kʰuæ⁴²³	筷	筷			kʰuæ5
	kʰuæ⁴²³	快	快			kʰuæ5
	ɡuæ¹³	环	環			ɡuæ2
	ɡuæ¹³	寰	寰			ɡuæ2
	ɡuæ²¹³	掼	摜	用力扔		ɡuæ6
	huæ⁵³	歪	歪	又		huæ1
	huæ⁴²³	甩	甩			huæ5
	ɦuæ¹³	怀	懷			ɦuæ2
	ɦuæ¹³	槐	槐			ɦuæ2
	ɦuæ¹³	淮	淮			ɦuæ2
	ɦuø¹³	顽	頑			ɦuø2
	ɦuæ¹³	还	還	歸～，～有		ɦuæ2
	ɦæ¹³	还	還	（口）～有		ɦæ2
	ɦuæ²¹³	外	外	員～		ɦuæ6
	ɦuæ²¹³	坏	壞			ɦuæ6
	ɦuæ²¹³	幻	幻			ɦuæ6
	ɦuæ²¹³	患	患			ɦuæ6
	ɦuæ²¹³	宦	宦			ɦuæ6
	uæ⁵³	弯	彎			uæ1
	uæ⁵³	湾	灣			uæ1
	uæ⁵³	歪	歪	又		uæ1
	mæ⁴⁵	晚	晚	～娘		mæ3
	uæ⁴⁵	晚	晚	（文）		uæ3
	mæ⁴⁵	晚	晩	～娘		mæ3
	uæ⁴⁵	晚	晩	（文）		uæ3
	uæ⁴⁵	挽	挽			uæ3
	pɑ⁵³	巴	巴	中～車		pɑ1
	pɑ⁴⁵	把	把	動詞，給		pɑ3
	bɑ²¹³	吧	吧			bɑ6
	pɑ⁵³	吧	吧	貼～，酒～		pɑ1
	tɑ⁴⁵	打	打			tɑ3
	tʰɑ⁵³	他	他	第三人稱；其～		tʰɑ1
	tʰɑ⁵³	他	祂	神明的第三人稱		tʰɑ1
	tʰɑ⁵³	它	它	無生物的第三身指稱詞		tʰɑ1
	tʰɑ⁵³	它	牠	動物的第三人稱		tʰɑ1
	tʰɑ⁵³	她	她	女性第三人稱		tʰɑ1
	dɑ²¹³	大	大	～學		dɑ6
	dɑ²¹³	汏	汏	洗：～衣裳，～浴（老派）		dɑ6
	lɑ⁵³	拉	拉			lɑ1
	lɑ¹³	垃	垃	～圾（新）		lɑ2
	si	圾	圾	垃～（新）		si
	tsɑ⁵³	遮	遮			tsɑ1
	tsɑ⁵³	蔗	蔗			tsɑ1
	tsɑ⁵³	抓	抓	（文）		tsɑ1
	tso⁵³	抓	抓	～牌：打牌		tso1
	tsɒ⁵³	抓	抓	～癢		tsɒ1
	tsɑ⁴⁵	赭	赭			tsɑ3
	tsɑ⁴⁵	者	者	記～		tsɑ3
	tsʰæ⁵³	差	差	出～		tsʰæ1
	tsʰɑ⁵³	差	差	～弗多		tsʰɑ1
	tsʰo⁵³	差	差	（又）～弗多		tsʰo1
	tsʰɿ⁵³	差	差	参～		tsʰɿ1
	tsʰɑ⁴⁵	扯	扯			tsʰɑ3
	tsʰɑ⁴⁵	扯	撦			tsʰɑ3
	sɑ⁵³	奢	奢	～侈品		sɑ1
	ɕiɑ⁵³	奢	奢	～遮：能力強		ɕiɑ1
	sɑ⁴⁵	傻	傻			sɑ3
	sɑ⁴⁵	耍	耍			sɑ3
	sɑ⁴⁵	舍	舍	～棄		sɑ3
	sɑ⁴⁵	舍	捨	～棄		sɑ3
	sɑ⁴²³	舍	舍	宿～		sɑ5
	sɑ⁴²³	赦	赦			sɑ5
	sɑ⁴²³	啥	啥			sɑ5
	zɑ¹³	蛇	蛇			zɑ2
	zɑ²¹³	射	射			zɑ6
	zɑ²¹³	麝	麝			zɑ6
	zɑ²¹³	社	社	～會		zɑ6
	zɑ²¹³	惹	惹	～厭：指小孩調皮		zɑ6
	kɑ⁵³	加	加			kɑ1
	kɑ⁵³	嘉	嘉			kɑ1
	kɑ⁵³	家	家	～去，自～：自己		kɑ1
	kɑ⁵³	家	傢	～俱		kɑ1
	kɑ⁴⁵	假	假			kɑ3
	kɑ⁴²³	架	架			kɑ5
	kʰɑ⁵³	揩	揩	～油		kʰɑ1
	kʰɑ⁵³	卡	卡			kʰɑ1
	kʰɑ⁴²³	揢	揢	～胡嚨		kʰɑ5
	ɡɑ¹³	茄	茄	番～		ɡɑ2
	hɑ⁵³	哈	哈			hɑ1
	mɑ⁵³	马	馬	～～虎虎		mɑ1
	mɑ⁵³	妈	媽			hɑ1
