正體	国际音标（丰利）	声调符号	国际音标带调（丰利）	调值	调类	备注
脈	mɔʔ	˧	mɔʔ˧	33	8	
麥	mɔʔ	˧	mɔʔ˧	33	8	
陌	mɔʔ	˧	mɔʔ˧	33	8	
蛨	mɔʔ	˧	mɔʔ˧	33	8	虴~：蚱蜢
墨	mɔʔ	˧	mɔʔ˧	33	8	
默	mɔʔ	˧	mɔʔ˧	33	8	
木	mɔʔ	˧	mɔʔ˧	33	8	
目	mɔʔ	˧	mɔʔ˧	33	8	
沐	mɔʔ	˧	mɔʔ˧	33	8	
苜	mɔʔ	˧	mɔʔ˧	33	8	
牧	mɔʔ	˧	mɔʔ˧	33	8	
睦	mɔʔ	˧	mɔʔ˧	33	8	
媚	məɪ	˦˥	məɪ˦˥	45	5	
玫	məɪ	˨˦	məɪ˨˦	24	2	
枚	məɪ	˨˦	məɪ˨˦	24	2	
莓	məɪ	˨˦	məɪ˨˦	24	2	
梅	məɪ	˨˦	məɪ˨˦	24	2	
媒	məɪ	˨˦	məɪ˨˦	24	2	文讀
煤	məɪ	˨˦	məɪ˨˦	24	2	文讀
霉	məɪ	˨˦	məɪ˨˦	24	2	文讀
謀	məɪ	˨˦	məɪ˨˦	24	2	
茂	məɪ	˧	məɪ˧	33	6	
貿	məɪ	˧	məɪ˧	33	6	
妹	məɪ	˧	məɪ˧	33	6	文讀
昧	məɪ	˧	məɪ˧	33	6	文讀
每	məɪ	˧˨˨	məɪ˧˨˨	322	3	
美	məɪ	˧˨˨	məɪ˧˨˨	322	3	文讀
某	məɪ	˧˨˨	məɪ˧˨˨	322	3	
牡	məɪ	˧˨˨	məɪ˧˨˨	322	3	
畝	məɪ	˧˨˨	məɪ˧˨˨	322	3	
悶	məŋ	˦˥	məŋ˦˥	45	5	～人
門	məŋ	˨˦	məŋ˨˦	24	2	
們	məŋ	˨˦	məŋ˨˦	24	2	
明	məŋ	˨˦	məŋ˨˦	24	2	白讀，～朝
悶	məŋ	˨˩	məŋ˨˩	21	1	
燜	məŋ	˨˩	məŋ˨˩	21	1	
悶	məŋ	˧	məŋ˧	33	6	
燜	məŋ	˧	məŋ˧	33	6	
問	məŋ	˧	məŋ˧	33	6	
璺	məŋ	˧	məŋ˧	33	6	裂缝
沒	məʔ	˧	məʔ˧	33	8	
麽	məʔ	˧	məʔ˧	33	8	
埋	mɛ	˨˦	mɛ˨˦	24	2	
霾	mɛ	˨˦	mɛ˨˦	24	2	
賣	mɛ	˧	mɛ˧	33	6	
邁	mɛ	˧	mɛ˧	33	6	
買	mɛ	˧˨˨	mɛ˧˨˨	322	3	
眠	mĩ	˨˦	mĩ˨˦	24	2	
棉	mĩ	˨˦	mĩ˨˦	24	2	
綿	mĩ	˨˦	mĩ˨˦	24	2	
面	mĩ	˧	mĩ˧	33	6	
麪	mĩ	˧	mĩ˧	33	6	
麵	mĩ	˧	mĩ˧	33	6	
免	mĩ	˧˨˨	mĩ˧˨˨	322	3	
勉	mĩ	˧˨˨	mĩ˧˨˨	322	3	
愐	mĩ	˧˨˨	mĩ˧˨˨	322	3	
緬	mĩ	˧˨˨	mĩ˧˨˨	322	3	
乜	miɑ	˨˩	miɑ˨˩	21	1	
咩	miɑ	˧	miɑ˧	33	6	
乜	miɑ	˧˨˨	miɑ˧˨˨	322	3	窺視
苗	miɔ	˨˦	miɔ˨˦	24	2	
描	miɔ	˨˦	miɔ˨˦	24	2	
瞄	miɔ	˨˦	miɔ˨˦	24	2	
喵	miɔ	˨˩	miɔ˨˩	21	1	
妙	miɔ	˧	miɔ˧	33	6	
廟	miɔ	˧	miɔ˧	33	6	
繆	miɔ	˧	miɔ˧	33	6	姓
秒	miɔ	˧˨˨	miɔ˧˨˨	322	3	
覓	miəʔ	˧	miəʔ˧	33	8	
密	miəʔ	˧	miəʔ˧	33	8	
蜜	miəʔ	˧	miəʔ˧	33	8	
冪	miəʔ	˧	miəʔ˧	33	8	
謐	miəʔ	˧	miəʔ˧	33	8	
眉	mɨᶨ	˨˦	mɨᶨ˨˦	24	2	
媒	mɨᶨ	˨˦	mɨᶨ˨˦	24	2	白讀
煤	mɨᶨ	˨˦	mɨᶨ˨˦	24	2	白讀
霉	mɨᶨ	˨˦	mɨᶨ˨˦	24	2	白讀
黴	mɨᶨ	˨˦	mɨᶨ˨˦	24	2	
咪	mɨᶨ	˨˦	mɨᶨ˨˦	24	2	
迷	mɨᶨ	˨˦	mɨᶨ˨˦	24	2	
謎	mɨᶨ	˨˦	mɨᶨ˨˦	24	2	
糜	mɨᶨ	˨˦	mɨᶨ˨˦	24	2	
彌	mɨᶨ	˨˦	mɨᶨ˨˦	24	2	
獼	mɨᶨ	˨˦	mɨᶨ˨˦	24	2	
瀰	mɨᶨ	˨˦	mɨᶨ˨˦	24	2	
棉	mɨᶨ	˨˦	mɨᶨ˨˦	24	2	
眯	mɨᶨ	˨˩	mɨᶨ˨˩	21	1	
妹	mɨᶨ	˧	mɨᶨ˧	33	6	白讀，～子
昧	mɨᶨ	˧	mɨᶨ˧	33	6	白讀
美	mɨᶨ	˧˨˨	mɨᶨ˧˨˨	322	3	白讀
咪	mɨᶨ	˧˨˨	mɨᶨ˧˨˨	322	3	
眯	mɨᶨ	˧˨˨	mɨᶨ˧˨˨	322	3	
米	mɨᶨ	˧˨˨	mɨᶨ˧˨˨	322	3	
民	miŋ	˨˦	miŋ˨˦	24	2	
名	miŋ	˨˦	miŋ˨˦	24	2	
明	miŋ	˨˦	miŋ˨˦	24	2	文讀，～白
茗	miŋ	˨˦	miŋ˨˦	24	2	
冥	miŋ	˨˦	miŋ˨˦	24	2	
鳴	miŋ	˨˦	miŋ˨˦	24	2	
銘	miŋ	˨˦	miŋ˨˦	24	2	
瞑	miŋ	˨˦	miŋ˨˦	24	2	
命	miŋ	˧	miŋ˧	33	6	
皿	miŋ	˧˨˨	miŋ˧˨˨	322	3	
抿	miŋ	˧˨˨	miŋ˧˨˨	322	3	
敏	miŋ	˧˨˨	miŋ˧˨˨	322	3	
閩	miŋ	˧˨˨	miŋ˧˨˨	322	3	
憫	miŋ	˧˨˨	miŋ˧˨˨	322	3	
謬	miʊ	˦˥	miʊ˦˥	45	5	
滅	miʔ	˧	miʔ˧	33	8	
篾	miʔ	˧	miʔ˧	33	8	
蠻	mʲɛ̃	˨˦	mʲɛ̃˨˦	24	2	
曼	mʲɛ̃	˨˦	mʲɛ̃˨˦	24	2	
嫚	mʲɛ̃	˧	mʲɛ̃˧	33	6	
曼	mʲɛ̃	˧	mʲɛ̃˧	33	6	
漫	mʲɛ̃	˧	mʲɛ̃˧	33	6	文讀
慢	mʲɛ̃	˧	mʲɛ̃˧	33	6	
謾	mʲɛ̃	˧	mʲɛ̃˧	33	6	
抹	mʲɛʔ	˧	mʲɛʔ˧	33	8	
摹	mʊ	˨˦	mʊ˨˦	24	2	
膜	mʊ	˨˦	mʊ˨˦	24	2	
摩	mʊ	˨˦	mʊ˨˦	24	2	
磨	mʊ	˨˦	mʊ˨˦	24	2	
蘑	mʊ	˨˦	mʊ˨˦	24	2	
魔	mʊ	˨˦	mʊ˨˦	24	2	
無	mʊ	˨˦	mʊ˨˦	24	2	
麼	mʊ	˨˩	mʊ˨˩	21	1	
磨	mʊ	˧	mʊ˧	33	6	
墓	mʊ	˧	mʊ˧	33	6	又音
沫	mʊ	˧˨˨	mʊ˧˨˨	322	3	～花
某	mʊ	˧˨˨	mʊ˧˨˨	322	3	又音
母	mʊ	˧˨˨	mʊ˧˨˨	322	3	
拇	mʊ	˧˨˨	mʊ˧˨˨	322	3	
畝	mʊ	˧˨˨	mʊ˧˨˨	322	3	又音
瞞	mʊ̃ᵘ̃	˨˦	mʊ̃ᵘ̃˨˦	24	2	
饅	mʊ̃ᵘ̃	˨˦	mʊ̃ᵘ̃˨˦	24	2	
鰻	mʊ̃ᵘ̃	˨˦	mʊ̃ᵘ̃˨˦	24	2	
蔓	mʊ̃ᵘ̃	˨˦	mʊ̃ᵘ̃˨˦	24	2	
曼	mʊ̃ᵘ̃	˧	mʊ̃ᵘ̃˧	33	6	
蔓	mʊ̃ᵘ̃	˧	mʊ̃ᵘ̃˧	33	6	
幔	mʊ̃ᵘ̃	˧	mʊ̃ᵘ̃˧	33	6	
漫	mʊ̃ᵘ̃	˧	mʊ̃ᵘ̃˧	33	6	白讀
滿	mʊ̃ᵘ̃	˧˨˨	mʊ̃ᵘ̃˧˨˨	322	3	
抹	mʊᵘʔ	˧	mʊᵘʔ˧	33	8	
末	mʊᵘʔ	˧	mʊᵘʔ˧	33	8	
茉	mʊᵘʔ	˧	mʊᵘʔ˧	33	8	
沫	mʊᵘʔ	˧	mʊᵘʔ˧	33	8	
模	mʋ	˨˦	mʋ˨˦	24	2	
募	mʋ	˧	mʋ˧	33	6	
墓	mʋ	˧	mʋ˧	33	6	
慕	mʋ	˧	mʋ˧	33	6	
暮	mʋ	˧	mʋ˧	33	6	
姆	mʋ	˧˨˨	mʋ˧˨˨	322	3	
儾	nã	˦˥	nã˦˥	45	5	下垂
囊	nã	˨˦	nã˨˦	24	2	
那	nɑ	˦˥	nɑ˦˥	45	5	文讀
拿	nɑ	˨˦	nɑ˨˦	24	2	
南	nɑ	˨˩	nɑ˨˩	21	1	
娜	nɑ	˧	nɑ˧	33	6	
哪	nɑ	˧˨˨	nɑ˧˨˨	322	3	文讀
瓤	nã	˨˦	nã˨˦	24	2	
齉	nã	˧	nã˧	33	6	
攮	nã	˧˨˨	nã˧˨˨	322	3	
掿	naʔ	˧	naʔ˧	33	8	握持，揉捏
喏	naʔ	˧	naʔ˧	33	8	語氣詞，提醒別人注意
諾	naʔ	˧	naʔ˧	33	8	
撓	nɔ	˨˦	nɔ˨˦	24	2	
鐃	nɔ	˨˦	nɔ˨˦	24	2	
孬	nɔ	˨˩	nɔ˨˩	21	1	
鬧	nɔ	˧	nɔ˧	33	6	
惱	nɔ	˧˨˨	nɔ˧˨˨	322	3	
瑙	nɔ	˧˨˨	nɔ˧˨˨	322	3	
腦	nɔ	˧˨˨	nɔ˧˨˨	322	3	
農	nɔŋ	˨˦	nɔŋ˨˦	24	2	
濃	nɔŋ	˨˦	nɔŋ˨˦	24	2	
膿	nɔŋ	˨˦	nɔŋ˨˦	24	2	
弄	nɔŋ	˧	nɔŋ˧	33	6	文讀，玩～
内	nəɪ	˧	nəɪ˧	33	6	文讀
能	nəŋ	˨˦	nəŋ˨˦	24	2	
寧	nəŋ	˨˦	nəŋ˨˦	24	2	白讀，～可
嫩	nəŋ	˧	nəŋ˧	33	6	
寧	nəŋ	˧	nəŋ˧	33	6	又音
抐	nəʔ	˧	nəʔ˧	33	8	捏
吶	nɛ	˨˩	nɛ˨˩	21	1	
奈	nɛ	˧	nɛ˧	33	6	
耐	nɛ	˧	nɛ˧	33	6	
乃	nɛ	˧˨˨	nɛ˧˨˨	322	3	
奶	nɛ	˧˨˨	nɛ˧˨˨	322	3	
年	nĩ	˨˦	nĩ˨˦	24	2	
黏	nĩ	˨˦	nĩ˨˦	24	2	
研	nĩ	˨˦	nĩ˨˦	24	2	
嚴	nĩ	˨˦	nĩ˨˦	24	2	
粘	nĩ	˨˦	nĩ˨˦	24	2	
拈	nĩ	˨˩	nĩ˨˩	21	1	撿起
你	ni	˧˨˨	ni˧˨˨	322	3	
妳	ni	˧˨˨	ni˧˨˨	322	3	
念	nĩ	˧	nĩ˧	33	6	
唸	nĩ	˧	nĩ˧	33	6	
捻	nĩ	˧˨˨	nĩ˧˨˨	322	3	
碾	nĩ	˧˨˨	nĩ˧˨˨	322	3	
攆	nĩ	˧˨˨	nĩ˧˨˨	322	3	
兒	ni		ni	0	0	甚～
乜	ȵiɑ	˧	niɑ˧	33	6	
虐	ȵiaʔ	˧	niaʔ˧	33	8	
瘧	ȵiaʔ	˧	niaʔ˧	33	8	
昵	niəʔ	˧	niəʔ˧	33	8	
逆	niəʔ	˧	niəʔ˧	33	8	
匿	niəʔ	˧	niəʔ˧	33	8	
溺	niəʔ	˧	niəʔ˧	33	8	
您	niŋ	˨˦	niŋ˨˦	24	2	
寧	niŋ	˨˦	niŋ˨˦	24	2	文讀，安～
凝	niŋ	˨˦	niŋ˨˦	24	2	
檸	niŋ	˨˦	niŋ˨˦	24	2	
佞	niŋ	˧	niŋ˧	33	6	
捏	niʔ	˧	niʔ˧	33	8	
𥬬	niʔ	˧	niʔ˧	33	8	
聶	niʔ	˧	niʔ˧	33	8	
孽	niʔ	˧	niʔ˧	33	8	
囁	niʔ	˧	niʔ˧	33	8	
鑷	niʔ	˧	niʔ˧	33	8	
喃	nʲɛ̃	˨˦	nʲɛ̃˨˦	24	2	
難	nʲɛ̃	˨˦	nʲɛ̃˨˦	24	2	
難	nʲɛ̃	˧	nʲɛ̃˧	33	6	
赧	nʲɛ̃	˧˨˨	nʲɛ̃˧˨˨	322	3	
吶	nʲɛʔ	˧	nʲɛʔ˧	33	8	
衲	nʲɛʔ	˧	nʲɛʔ˧	33	8	縫補
納	nʲɛʔ	˧	nʲɛʔ˧	33	8	
捺	nʲɛʔ	˧	nʲɛʔ˧	33	8	
那	nʊ	˦˥	nʊ˦˥	45	5	又音
挪	nʊ	˨˦	nʊ˨˦	24	2	
懦	nʊ	˧	nʊ˧	33	6	
糯	nʊ	˧	nʊ˧	33	6	
內	nuəɪ	˧	nuəɪ˧	33	6	白讀
餒	nuəɪ	˧˨˨	nuəɪ˧˨˨	322	3	
男	nʊ̃ᵘ̃	˨˦	nʊ̃ᵘ̃˨˦	24	2	
南	nʊ̃ᵘ̃	˨˦	nʊ̃ᵘ̃˨˦	24	2	
楠	nʊ̃ᵘ̃	˨˦	nʊ̃ᵘ̃˨˦	24	2	
暖	nʊ̃ᵘ̃	˧˨˨	nʊ̃ᵘ̃˧˨˨	322	3	
衲	nʊᵘʔ	˧	nʊᵘʔ˧	33	8	
納	nʊᵘʔ	˧	nʊᵘʔ˧	33	8	
挪	nʊᵘʔ	˧	nʊᵘʔ˧	33	8	
奴	nʋ	˨˦	nʋ˨˦	24	2	
怒	nʋ	˧	nʋ˧	33	6	
努	nʋ	˧˨˨	nʋ˧˨˨	322	3	
娘	ȵiã	˨˦	ȵiã˨˦	24	2	
孃	ȵiã	˨˩	ȵiã˨˩	21	1	～～，父亲的姐妹
釀	ȵiã	˧	ȵiã˧	33	6	
仰	ȵiã	˧˨˨	ȵiã˧˨˨	322	3	白讀
尿	ȵiɔ	˧	ȵiɔ˧	33	6	文讀
鳥	ȵiɔ	˧˨˨	ȵiɔ˧˨˨	322	3	
呢	ȵɨᶨ	˨˦	ȵɨᶨ˨˦	24	2	
尼	ȵɨᶨ	˨˦	ȵɨᶨ˨˦	24	2	
泥	ȵɨᶨ	˨˦	ȵɨᶨ˨˦	24	2	
埿	ȵɨᶨ	˨˦	ȵɨᶨ˨˦	24	2	塗抹
膩	ȵɨᶨ	˧	ȵɨᶨ˧	33	6	
擬	ȵɨᶨ	˧˨˨	ȵɨᶨ˧˨˨	322	3	
拗	ȵiʊ	˦˥	ȵiʊ˦˥	45	5	
牛	ȵiʊ	˨˦	ȵiʊ˨˦	24	2	文讀
妞	ȵiʊ	˨˩	ȵiʊ˨˩	21	1	
扭	ȵiʊ	˧˨˨	ȵiʊ˧˨˨	322	3	
紐	ȵiʊ	˧˨˨	ȵiʊ˧˨˨	322	3	
女	ȵyᶨ	˧˨˨	ȵyᶨ˧˨˨	322	3	
枒	ŋɑ	˧	ŋɑ˧	33	6	量詞，瓣
砑	ŋɑ	˧	ŋɑ˧	33	6	凃壓
掗	ŋɑ	˧	ŋɑ˧	33	6	硬塞
啞	ŋɑ	˧˨˨	ŋɑ˧˨˨	322	3	
盎	ŋã	˦˥	ŋã˦˥	45	5	
昂	ŋã	˨˦	ŋã˨˦	24	2	
肮	ŋã	˨˩	ŋã˨˩	21	1	
堊	ŋɑ	˦˥	ŋɑ˦˥	45	5	施肥
啞	ŋɑ	˦˥	ŋɑ˦˥	45	5	
掗	ŋɑ	˦˥	ŋɑ˦˥	45	5	硬塞
牙	ŋɑ	˨˦	ŋɑ˨˦	24	2	
伢	ŋɑ	˨˦	ŋɑ˨˦	24	2	
芽	ŋɑ	˨˦	ŋɑ˨˦	24	2	
蚜	ŋɑ	˨˦	ŋɑ˨˦	24	2	
吖	ŋɑ	˨˩	ŋɑ˨˩	21	1	
丫	ŋɑ	˨˩	ŋɑ˨˩	21	1	
椏	ŋɑ	˨˩	ŋɑ˨˩	21	1	
鴉	ŋɑ	˨˩	ŋɑ˨˩	21	1	
炴	ŋã	˧˨˨	ŋã˧˨˨	332	3	
噁	ŋaʔ	˦˥	ŋaʔ˦˥	45	7	
惡	ŋaʔ	˦˥	ŋaʔ˦˥	45	7	
鄂	ŋaʔ	˧	ŋaʔ˧	33	8	
鱷	ŋaʔ	˧	ŋaʔ˧	33	8	
拗	ŋɔ	˦˥	ŋɔ˦˥	45	5	
奧	ŋɔ	˦˥	ŋɔ˦˥	45	5	
澳	ŋɔ	˦˥	ŋɔ˦˥	45	5	
懊	ŋɔ	˦˥	ŋɔ˦˥	45	5	
敖	ŋɔ	˨˦	ŋɔ˨˦	24	2	
嗷	ŋɔ	˨˦	ŋɔ˨˦	24	2	
熬	ŋɔ	˨˦	ŋɔ˨˦	24	2	
螯	ŋɔ	˨˦	ŋɔ˨˦	24	2	
鰲	ŋɔ	˨˦	ŋɔ˨˦	24	2	
凹	ŋɔ	˨˩	ŋɔ˨˩	21	1	
爊	ŋɔ	˨˩	ŋɔ˨˩	21	1	小火熬煮，～豝肉
鏖	ŋɔ	˨˩	ŋɔ˨˩	21	1	～糟
坳	ŋɔ	˧	ŋɔ˧	33	6	地名，古～
傲	ŋɔ	˧	ŋɔ˧	33	6	
襖	ŋɔ	˧˨˨	ŋɔ˧˨˨	322	3	
拗	ŋɔ	˧˨˨	ŋɔ˧˨˨	322	3	
咬	ŋɔ	˧˨˨	ŋɔ˧˨˨	322	3	
齩	ŋɔ	˧˨˨	ŋɔ˧˨˨	322	3	
瓮	ŋɔŋ	˦˥	ŋɔŋ˦˥	45	5	白讀
齆	ŋɔŋ	˦˥	ŋɔŋ˦˥	45	5	鼻塞
翁	ŋɔŋ	˨˩	ŋɔŋ˨˩	21	1	白讀
嗡	ŋɔŋ	˨˩	ŋɔŋ˨˩	21	1	白讀
漚	ŋəɪ	˦˥	ŋəɪ˦˥	45	5	水中浸泡
慪	ŋəɪ	˦˥	ŋəɪ˦˥	45	5	
牛	ŋəɪ	˨˦	ŋəɪ˨˦	24	2	白讀
歐	ŋəɪ	˨˩	ŋəɪ˨˩	21	1	
毆	ŋəɪ	˨˩	ŋəɪ˨˩	21	1	
鷗	ŋəɪ	˨˩	ŋəɪ˨˩	21	1	
偶	ŋəɪ	˧˨˨	ŋəɪ˧˨˨	322	3	
嘔	ŋəɪ	˧˨˨	ŋəɪ˧˨˨	322	3	
藕	ŋəɪ	˧˨˨	ŋəɪ˧˨˨	322	3	
摁	ŋəŋ	˦˥	ŋəŋ˦˥	45	5	按壓
摁	ŋəŋ	˨˦	ŋəŋ˨˦	24	2	推
恩	ŋəŋ	˨˩	ŋəŋ˨˩	21	1	
硬	ŋəŋ	˧	ŋəŋ˧	33	6	
厄	ŋəʔ	˦˥	ŋəʔ˦˥	45	7	
扼	ŋəʔ	˦˥	ŋəʔ˦˥	45	7	
額	ŋəʔ	˧	ŋəʔ˧	33	8	
杌	ŋəʔ	˧	ŋəʔ˧	33	8	
隘	ŋɛ	˦˥	ŋɛ˦˥	45	5	
嗌	ŋɛ	˦˥	ŋɛ˦˥	45	5	咽喉窒塞
愛	ŋɛ	˦˥	ŋɛ˦˥	45	5	
噫	ŋɛ	˦˥	ŋɛ˦˥	45	5	打飽嗝
捱	ŋɛ	˨˦	ŋɛ˨˦	24	2	
呆	ŋɛ	˨˦	ŋɛ˨˦	24	2	
崖	ŋɛ	˨˦	ŋɛ˨˦	24	2	
涯	ŋɛ	˨˦	ŋɛ˨˦	24	2	
哀	ŋɛ	˨˩	ŋɛ˨˩	21	1	
埃	ŋɛ	˨˩	ŋɛ˨˩	21	1	
挨	ŋɛ	˨˩	ŋɛ˨˩	21	1	
艾	ŋɛ	˧	ŋɛ˧	33	6	
礙	ŋɛ	˧	ŋɛ˧	33	6	
欸	ŋɛ	˧˨˨	ŋɛ˧˨˨	322	3	
矮	ŋɛ	˧˨˨	ŋɛ˧˨˨	322	3	
藹	ŋɛ	˧˨˨	ŋɛ˧˨˨	322	3	
哎	ŋɛ		ŋɛ	0	0	
晏	ŋʲɛ̃	˦˥	ŋʲɛ̃˦˥	45	5	晚，遲
癌	ŋʲɛ̃	˨˦	ŋʲɛ̃˨˦	24	2	
䶠	ŋʲɛ̃	˨˦	ŋʲɛ̃˨˦	24	2	夾；虾蟹的螯
岩	ŋʲɛ̃	˨˦	ŋʲɛ̃˨˦	24	2	
嵒	ŋʲɛ̃	˨˦	ŋʲɛ̃˨˦	24	2	
顏	ŋʲɛ̃	˨˦	ŋʲɛ̃˨˦	24	2	
淹	ŋʲɛ̃	˨˩	ŋʲɛ̃˨˩	21	1	
雁	ŋʲɛ̃	˧	ŋʲɛ̃˧	33	6	
贗	ŋʲɛ̃	˧	ŋʲɛ̃˧	33	6	
眼	ŋʲɛ̃	˧˨˨	ŋʲɛ̃˧˨˨	322	3	
押	ŋʲɛʔ	˦˥	ŋʲɛʔ˦˥	45	7	
鴨	ŋʲɛʔ	˦˥	ŋʲɛʔ˦˥	45	7	
壓	ŋʲɛʔ	˦˥	ŋʲɛʔ˦˥	45	7	
軋	ŋʲɛʔ	˧	ŋʲɛʔ˧	33	8	
齾	ŋʲɛʔ	˧	ŋʲɛʔ˧	33	8	器物豁口
俄	ŋʊ	˨˦	ŋʊ˨˦	24	2	
娥	ŋʊ	˨˦	ŋʊ˨˦	24	2	
訛	ŋʊ	˨˦	ŋʊ˨˦	24	2	
蛾	ŋʊ	˨˦	ŋʊ˨˦	24	2	
鵝	ŋʊ	˨˦	ŋʊ˨˦	24	2	
餓	ŋʊ	˧	ŋʊ˧	33	6	
臥	ŋʊ	˧	ŋʊ˧	33	6	
我	ŋʊ	˧˨˨	ŋʊ˧˨˨	322	3	
把	pɑ	˧˨˨	pɑ˧˨˨	322	3	
㞎	pɑ	˧˨˨	pɑ˧˨˨	322	3	
靶	pɑ	˧˨˨	pɑ˧˨˨	322	3	
鎊	pã	˦˥	pã˦˥	45	5	
泵	pã	˦˥	pã˦˥	45	5	
邦	pã	˨˩	pã˨˩	21	1	
梆	pã	˨˩	pã˨˩	21	1	
幫	pã	˨˩	pã˨˩	21	1	
傍	pã	˨˩	pã˨˩	21	1	
磅	pã	˨˩	pã˨˩	21	1	
泵	pã	˨˩	pã˨˩	21	1	
爸	pɑ	˦˥	pɑ˦˥	45	5	
霸	pɑ	˦˥	pɑ˦˥	45	5	
壩	pɑ	˦˥	pɑ˦˥	45	5	
欛	pɑ	˦˥	pɑ˦˥	45	5	
巴	pɑ	˨˩	pɑ˨˩	21	1	
扒	pɑ	˨˩	pɑ˨˩	21	1	
叭	pɑ	˨˩	pɑ˨˩	21	1	
芭	pɑ	˨˩	pɑ˨˩	21	1	
疤	pɑ	˨˩	pɑ˨˩	21	1	
笆	pɑ	˨˩	pɑ˨˩	21	1	
粑	pɑ	˨˩	pɑ˨˩	21	1	
吧	pɑ	˨˩	pɑ˨˩	21	1	
綁	pã	˧˨˨	pã˧˨˨	322	3	
榜	pã	˧˨˨	pã˧˨˨	322	3	
膀	pã	˧˨˨	pã˧˨˨	322	3	
吧	pɑ		pɑ	0	0	
柏	paʔ	˦˥	paʔ˦˥	45	7	
剝	paʔ	˦˥	paʔ˦˥	45	7	
博	paʔ	˦˥	paʔ˦˥	45	7	
搏	paʔ	˦˥	paʔ˦˥	45	7	
駁	paʔ	˦˥	paʔ˦˥	45	7	
膊	paʔ	˦˥	paʔ˦˥	45	7	
豹	pɔ	˦˥	pɔ˦˥	45	5	
報	pɔ	˦˥	pɔ˦˥	45	5	
暴	pɔ	˦˥	pɔ˦˥	45	5	
爆	pɔ	˦˥	pɔ˦˥	45	5	
包	pɔ	˨˩	pɔ˨˩	21	1	
苞	pɔ	˨˩	pɔ˨˩	21	1	
孢	pɔ	˨˩	pɔ˨˩	21	1	
胞	pɔ	˨˩	pɔ˨˩	21	1	
煲	pɔ	˨˩	pɔ˨˩	21	1	
保	pɔ	˧˨˨	pɔ˧˨˨	322	3	
堡	pɔ	˧˨˨	pɔ˧˨˨	322	3	
飽	pɔ	˧˨˨	pɔ˧˨˨	322	3	
寳	pɔ	˧˨˨	pɔ˧˨˨	322	3	
寶	pɔ	˧˨˨	pɔ˧˨˨	322	3	
迸	pɔŋ	˦˥	pɔŋ˦˥	45	5	
蹦	pɔŋ	˦˥	pɔŋ˦˥	45	5	
縫	pɔŋ	˦˥	pɔŋ˦˥	45	5	
崩	pɔŋ	˨˩	pɔŋ˨˩	21	1	
繃	pɔŋ	˨˩	pɔŋ˨˩	21	1	
䙀	pɔŋ	˧˨˨	pɔŋ˧˨˨	322	3	～脆的
百	pɔʔ	˦˥	pɔʔ˦˥	45	7	
佰	pɔʔ	˦˥	pɔʔ˦˥	45	7	
柏	pɔʔ	˦˥	pɔʔ˦˥	45	7	
北	pɔʔ	˦˥	pɔʔ˦˥	45	7	
伯	pɔʔ	˦˥	pɔʔ˦˥	45	7	
卜	pɔʔ	˦˥	pɔʔ˦˥	45	7	
貝	pəɪ	˦˥	pəɪ˦˥	45	5	
背	pəɪ	˦˥	pəɪ˦˥	45	5	文讀
倍	pəɪ	˦˥	pəɪ˦˥	45	5	文
輩	pəɪ	˦˥	pəɪ˦˥	45	5	
杯	pəɪ	˨˩	pəɪ˨˩	21	1	
卑	pəɪ	˨˩	pəɪ˨˩	21	1	
盃	pəɪ	˨˩	pəɪ˨˩	21	1	
揹	pəɪ	˨˩	pəɪ˨˩	21	1	
悲	pəɪ	˨˩	pəɪ˨˩	21	1	
碑	pəɪ	˨˩	pəɪ˨˩	21	1	
奔	pəŋ	˦˥	pəŋ˦˥	45	5	
奔	pəŋ	˨˩	pəŋ˨˩	21	1	
栟	pəŋ	˨˩	pəŋ˨˩	21	1	地名，～茶
本	pəŋ	˧˨˨	pəŋ˧˨˨	322	3	
不	pəʔ	˦˥	pəʔ˦˥	45	7	
拜	pɛ	˦˥	pɛ˦˥	45	5	
甭	pɛ	˦˥	pɛ˦˥	45	5	
擺	pɛ	˧˨˨	pɛ˧˨˨	322	3	
唄	pɛ		pɛ	0	0	
帕	pʰɑ	˦˥	pʰɑ˦˥	45	5	
琶	pʰɑ	˨˦	pʰɑ˨˦	24	2	
罷	pʰɑ	˧	pʰɑ˧	33	6	
胖	pʰã	˦˥	pʰã˦˥	45	5	
旁	pʰã	˨˦	pʰã˨˦	24	2	
螃	pʰã	˨˦	pʰã˨˦	24	2	
龐	pʰã	˨˦	pʰã˨˦	24	2	
乓	pʰã	˨˩	pʰã˨˩	21	1	
怕	pʰɑ	˦˥	pʰɑ˦˥	45	5	
扒	pʰɑ	˨˦	pʰɑ˨˦	24	2	
耙	pʰɑ	˨˦	pʰɑ˨˦	24	2	
爬	pʰɑ	˨˦	pʰɑ˨˦	24	2	
趴	pʰɑ	˨˩	pʰɑ˨˩	21	1	
𤆵	pʰɑ	˨˩	pʰɑ˨˩	21	1	爛熟，疲軟
葩	pʰɑ	˨˩	pʰɑ˨˩	21	1	
棒	pʰã	˧	pʰã˧	33	6	
磅	pʰã	˧	pʰã˧	33	6	
髈	pʰã	˧˨˨	pʰã˧˨˨	322	3	大腿
㗘	pʰaʔ	˦˥	pʰaʔ˦˥	45	7	講～
杷	pʰaʔ	˦˥	pʰaʔ˦˥	45	7	枇～
