正體	省写	/IPA/	[IPA]	注释
押	押	ʑa˨˩	ʑᴀ˨˩	
壓	压	ʑa˨˩	ʑᴀ˨˩	~岁
衙	衙	ʑa˨˩	ʑᴀ˨˩	
牙	牙	ʑa˨˩	ʑᴀ˨˩	
伢	伢	ʑa˨˩	ʑᴀ˨˩	
蚜	蚜	ʑa˨˩	ʑᴀ˨˩	
呀	呀	ʑa˨˩	ʑᴀ˨˩	哎~
涯	涯	ʑa˨˩	ʑᴀ˨˩	
爺	爷	ʑa˨˩	ʑᴀ˨˩	老~车
啞	哑	ʑa˦˨	ʑᴀ˦˧	
鴉	鸦	ʑa˦˨	ʑᴀ˦˧	~片烟；~片花
訝	讶	ʑa˦˨	ʑᴀ˦˧	
雅	雅	ʑa˦˨	ʑᴀ˦˧	
夜	夜	ʑa˦˨	ʑᴀ˦˧	~郎
亞	亚	ʑa˦˨	ʑᴀ˦˧	东~
亞	亚	ʑa˩˧	ʑᴀ˨˦	
壓	压	ʑa˩˧	ʑᴀ˨˦	文读
砑	砑	ʑa˩˧	ʑᴀ˨˦	文读
雅	雅	ʑa˩˧	ʑᴀ˨˦	湘~村
抓	抓	tsua˥	tsuᴀ˦˥	
苴	苴	tsua˥	tsuᴀ˦˥	
蚱	蚱	tsua˥	tsuᴀ˦˥	蚂~
吒	吒	tsua˥	tsuᴀ˦˥	哪~
啄	啄	tsua˨˩	tsuᴀ˨˩	
吒	吒	tsua˨˩	tsuᴀ˨˩	
撾	挝	tsua˨˩	tsuᴀ˨˩	外~，即外加、连带
膼	膼	tsua˨˩	tsuᴀ˨˩	用脚踢
蚱	蚱	tsua˨˩	tsuᴀ˨˩	~蜢
砸	砸	tsua˨˩	tsuᴀ˨˩	~药罐；~丢
爪	爪	tsua˦˨	tsuᴀ˦˧	文读
唰	唰	tsʰua˦˨	tsʰuᴀ˦˧	
刷	刷	sua˨˩	suᴀ˨˩	
耍	耍	sua˦˨	suᴀ˦˧	
廈	厦	sua˦˨	suᴀ˦˧	
灑	洒	sua˦˨	suᴀ˦˧	潇~
挼	挼	zua˨˩	zuᴀ˨˩	搓揉
瓜	瓜	kua˥	kuᴀ˦˥	
呱	呱	kua˥	kuᴀ˦˥	
刮	刮	kua˨˩	kuᴀ˨˩	
括	括	kua˨˩	kuᴀ˨˩	
颳	颳	kua˨˩	kuᴀ˨˩	
蝈	蝈	kua˨˩	kuᴀ˨˩	
嘓	啯	kua˨˩	kuᴀ˨˩	
虢	虢	kua˨˩	kuᴀ˨˩	
剮	剐	kua˦˨	kuᴀ˦˧	扒衣服
寡	寡	kua˦˨	kuᴀ˦˧	
拐	拐	kua˦˨	kuᴀ˦˧	左~~，指左撇子；~走
卦	卦	kua˩˧	kuᴀ˨˦	
掛	挂	kua˩˧	kuᴀ˨˦	
褂	褂	kua˩˧	kuᴀ˨˦	
啩	啩	kua˩˧	kuᴀ˨˦	
夸	夸	kʰua˥	kʰuᴀ˦˥	
誇	夸	kʰua˥	kʰuᴀ˦˥	
廓	廓	kʰua˨˩	kʰuᴀ˨˩	
垮	垮	kʰua˦˨	kʰuᴀ˦˧	
掛	挂	kʰua˦˨	kʰuᴀ˦˧	~裤子
侃	侃	kʰua˦˨	kʰuᴀ˦˧	屄~卵~，形容人胡搅蛮缠
髂	髂	kʰua˩˧	kʰuᴀ˨˦	
䯊	䯊	kʰua˩˧	kʰuᴀ˨˦	
跨	跨	kʰua˩˧	kʰuᴀ˨˦	
胯	胯	kʰua˩˧	kʰuᴀ˨˦	文读
绔	绔	kʰua˩˧	kʰuᴀ˨˦	
袴	袴	kʰua˩˧	kʰuᴀ˨˦	
花	花	xua˥	xuᴀ˦˥	
化	化	xua˥	xuᴀ˦˥	叫~子
㩇	㩇	xua˥	xuᴀ˦˥	切割
華	华	xua˨˩	xuᴀ˨˩	
樺	桦	xua˨˩	xuᴀ˨˩	
劃	划	xua˨˩	xuᴀ˨˩	~船
搳	搳	xua˨˩	xuᴀ˨˩	~拳
滑	滑	xua˨˩	xuᴀ˨˩	
猾	猾	xua˨˩	xuᴀ˨˩	
嘩	哗	xua˦˨	xuᴀ˦˧	
華	华	xua˩˧	xuᴀ˨˦	姓氏；~山
畫	画	xua˩˧	xuᴀ˨˦	
劃	划	xua˩˧	xuᴀ˨˦	笔~；~分；~钱
話	话	xua˩˧	xuᴀ˨˦	
化	化	xua˩˧	xuᴀ˨˦	
杹	杹	xua˩˧	xuᴀ˨˦	
蛙	蛙	wa˥	wᴀ˦˥	
哇	哇	wa˥	wᴀ˦˥	夜~子，即猫头鹰幼崽
窪	洼	wa˥	wᴀ˦˥	山~~，即山谷
媧	娲	wa˥	wᴀ˦˥	
挖	挖	wa˥	wᴀ˦˥	
𢰸	𢰸	wa˥	wᴀ˦˥	~亡，指做事过分，毫无底线
娃	娃	wa˨˩	wᴀ˨˩	
襪	袜	wa˨˩	wᴀ˨˩	
瓦	瓦	wa˦˨	wᴀ˦˧	
𣁳	𣁳	wa˦˨	wᴀ˦˧	用瓢~
𦧌	𦧌	wa˦˨	wᴀ˦˧	即“𣁳”
搲	搲	wa˦˨	wᴀ˦˧	
㧚	㧚	wa˦˨	wᴀ˦˧	
碗	碗	wa˦˨	wᴀ˦˧	~儿糕
哇	哇	wa˦˨	wᴀ˦˧	唤牛、马停住声音
窪	洼	wa˩˧	wᴀ˨˦	
哇	哇	wa˩˧	wᴀ˨˦	婴儿啼哭声
鴰	鸹	wa˩˧	wᴀ˨˦	老~，即乌鸦
凹	凹	wa˩˧	wᴀ˨˦	
佤	佤	wa˩˧	wᴀ˨˦	
波	波	po˥	pɔ˦˥	
玻	玻	po˥	pɔ˦˥	
菠	菠	po˥	pɔ˦˥	
啵	啵	po˥	pɔ˦˥	
蕃	蕃	po˥	pɔ˦˥	吐~
鉢	钵	po˨˩	pɔ˨˩	
撥	拨	po˨˩	pɔ˨˩	
潑	泼	po˨˩	pɔ˨˩	活~
鈸	钹	po˨˩	pɔ˨˩	
脖	脖	po˨˩	pɔ˨˩	
博	博	po˨˩	pɔ˨˩	
膊	膊	po˨˩	pɔ˨˩	
縛	缚	po˨˩	pɔ˨˩	
餺	馎	po˨˩	pɔ˨˩	
薄	薄	po˨˩	pɔ˨˩	
剝	剥	po˨˩	pɔ˨˩	
駁	驳	po˨˩	pɔ˨˩	
雹	雹	po˨˩	pɔ˨˩	~子
般	般	po˨˩	pɔ˨˩	~若
簸	簸	po˦˨	pɔ˦˧	
笸	笸	po˦˨	pɔ˦˧	
播	播	po˩˧	pɔ˨˦	
薄	薄	po˩˧	pɔ˨˦	~荷
撥	拨	po˩˧	pɔ˨˦	~款
坡	坡	pʰo˥	pʰɔ˦˥	
岥	岥	pʰo˥	pʰɔ˦˥	
陂	陂	pʰo˥	pʰɔ˦˥	~陀
潑	泼	pʰo˨˩	pʰɔ˨˩	
婆	婆	pʰo˨˩	pʰɔ˨˩	
鄱	鄱	pʰo˨˩	pʰɔ˨˩	
釙	钋	pʰo˨˩	pʰɔ˨˩	
颇	颇	pʰo˦˨	pʰɔ˦˧	
剖	剖	pʰo˦˨	pʰɔ˦˧	文读
叵	叵	pʰo˦˨	pʰɔ˦˧	
破	破	pʰo˩˧	pʰɔ˨˦	
剖	剖	pʰo˩˧	pʰɔ˨˦	白读
磨	磨	mo˥	mᵇɔ˦˥	~时间
摩	摩	mo˥	mᵇɔ˦˥	
摹	摹	mo˥	mᵇɔ˦˥	
摸	摸	mo˥	mᵇɔ˦˥	
模	模	mo˥	mᵇɔ˦˥	~特
麼	么	mo˥	mᵇɔ˦˥	什~；这~
磨	磨	mo˨˩	mᵇɔ˨˩	
蘑	蘑	mo˨˩	mᵇɔ˨˩	
魔	魔	mo˨˩	mᵇɔ˨˩	
末	末	mo˨˩	mᵇɔ˨˩	
沫	沫	mo˨˩	mᵇɔ˨˩	
茉	茉	mo˨˩	mᵇɔ˨˩	
莫	莫	mo˨˩	mᵇɔ˨˩	
模	模	mo˨˩	mᵇɔ˨˩	文读
膜	膜	mo˨˩	mᵇɔ˨˩	
寞	寞	mo˨˩	mᵇɔ˨˩	
牟	牟	mo˨˩	mᵇɔ˨˩	释迦~尼
無	无	mo˨˩	mᵇɔ˨˩	南~，佛教用语
麼	么	mo˨˩	mᵇɔ˨˩	
麼	麽	mo˨˩	mᵇɔ˨˩	
麼	庅	mo˨˩	mᵇɔ˨˩	
嚒	嚒	mo˨˩	mᵇɔ˨˩	
尛	尛	mo˨˩	mᵇɔ˨˩	
抹	抹	mo˦˨	mᵇɔ˦˧	
磨	磨	mo˩˧	mᵇɔ˨˦	推~杠
多	多	to˥	tɔ˦˥	
哆	哆	to˥	tɔ˦˥	
朵	朵	to˥	tɔ˦˥	耳~
奪	夺	to˨˩	tɔ˨˩	
鐸	铎	to˨˩	tɔ˨˩	
度	度	to˨˩	tɔ˨˩	揣~
剟	剟	to˨˩	tɔ˨˩	文读，即“戳”
搠	搠	to˨˩	tɔ˨˩	即“戳”
戳	戳	to˨˩	tɔ˨˩	白读
咄	咄	to˨˩	tɔ˨˩	
矬	矬	to˨˩	tɔ˨˩	矮~~，蔑称，指矮子
朵	朵	to˦˨	tɔ˦˧	量词
躲	躲	to˦˨	tɔ˦˧	
舵	舵	to˩˧	tɔ˨˦	
馱	驮	to˩˧	tɔ˨˦	~起，指安放；一~，量词；~子，即底座
拸	拸	to˩˧	tɔ˨˦	
惰	惰	to˩˧	tɔ˨˦	
墮	堕	to˩˧	tɔ˨˦	
剁	剁	to˩˧	tɔ˨˦	
跺	跺	to˩˧	tɔ˨˦	
拖	拖	tʰo˥	tʰɔ˦˥	
馱	驮	tʰo˨˩	tʰɔ˨˩	
托	托	tʰo˨˩	tʰɔ˨˩	
託	讬	tʰo˨˩	tʰɔ˨˩	
飥	饦	tʰo˨˩	tʰɔ˨˩	
砣	砣	tʰo˨˩	tʰɔ˨˩	
陀	陀	tʰo˨˩	tʰɔ˨˩	
駝	驼	tʰo˨˩	tʰɔ˨˩	
坨	坨	tʰo˨˩	tʰɔ˨˩	
佗	佗	tʰo˨˩	tʰɔ˨˩	
脫	脱	tʰo˨˩	tʰɔ˨˩	
妥	妥	tʰo˦˨	tʰɔ˦˧	
唾	唾	tʰo˦˨	tʰɔ˦˧	
脫	脱	tʰo˦˨	tʰɔ˦˧	~肛
囉	啰	lo˥	lɔ˦˥	
落	落	lo˥	lɔ˦˥	~巴，指最后一名
摞	摞	lo˥	lɔ˦˥	一窝~，指一大堆
螺	螺	lo˥	lɔ˦˥	圆~~；~~转，指晕头转向；蛤~，即陀螺
搙	搙	lo˥	lɔ˦˥	睡~~
喏	喏	lo˥	lɔ˦˥	即“搙”
挪	挪	lo˥	lɔ˦˥	~动
咯	咯	lo˥	lɔ˦˥	~嘛，疑问句句尾，相当于“吗”
羅	罗	lo˨˩	lɔ˨˩	
鑼	锣	lo˨˩	lɔ˨˩	
籮	箩	lo˨˩	lɔ˨˩	
蘿	萝	lo˨˩	lɔ˨˩	
騾	骡	lo˨˩	lɔ˨˩	
螺	螺	lo˨˩	lɔ˨˩	
腡	脶	lo˨˩	lɔ˨˩	
洛	洛	lo˨˩	lɔ˨˩	
落	落	lo˨˩	lɔ˨˩	
駱	骆	lo˨˩	lɔ˨˩	
酪	酪	lo˨˩	lɔ˨˩	
絡	络	lo˨˩	lɔ˨˩	
烙	烙	lo˨˩	lɔ˨˩	
咯	咯	lo˨˩	lɔ˨˩	句末语气词
樂	乐	lo˨˩	lɔ˨˩	
諾	诺	lo˨˩	lɔ˨˩	~贝尔；~苏
喏	喏	lo˨˩	lɔ˨˩	
挪	挪	lo˨˩	lɔ˨˩	
儺	傩	lo˨˩	lɔ˨˩	
難	难	lo˨˩	lɔ˨˩	阿~
倮	倮	lo˦˨	lɔ˦˧	
裸	裸	lo˦˨	lɔ˦˧	
謱	謱	lo˦˨	lɔ˦˧	~謰，指说话啰嗦或做事裹搅
糯	糯	lo˩˧	lɔ˨˦	
摞	摞	lo˩˧	lɔ˨˦	
諾	诺	lo˩˧	lɔ˨˦	
做	做	tso˨˩	tsɔ˨˩	~爱
作	作	tso˨˩	tsɔ˨˩	
昨	昨	tso˨˩	tsɔ˨˩	
著	着	tso˨˩	tsɔ˨˩	文读
桌	桌	tso˨˩	tsɔ˨˩	
卓	卓	tso˨˩	tsɔ˨˩	
茁	茁	tso˨˩	tsɔ˨˩	~壮
琢	琢	tso˨˩	tsɔ˨˩	
捉	捉	tso˨˩	tsɔ˨˩	
鐲	镯	tso˨˩	tsɔ˨˩	
濯	濯	tso˨˩	tsɔ˨˩	
酌	酌	tso˨˩	tsɔ˨˩	
左	左	tso˦˨	tsɔ˦˧	
佐	佐	tso˦˨	tsɔ˦˧	
這	这	tso˦˨	tsɔ˦˧	“这个”合音
坐	坐	tso˩˧	tsɔ˨˦	
座	座	tso˩˧	tsɔ˨˦	
佐	佐	tso˩˧	tsɔ˨˦	扎~
搓	搓	tsʰo˥	tsʰɔ˦˥	
蹉	蹉	tsʰo˥	tsʰɔ˦˥	
初	初	tsʰo˥	tsʰɔ˦˥	~~，指刚开始的时候
撮	撮	tsʰo˨˩	tsʰɔ˨˩	
拙	拙	tsʰo˨˩	tsʰɔ˨˩	~笨
涰	涰	tsʰo˨˩	tsʰɔ˨˩	
啜	啜	tsʰo˨˩	tsʰɔ˨˩	
戳	戳	tsʰo˨˩	tsʰɔ˨˩	文读
綽	绰	tsʰo˨˩	tsʰɔ˨˩	
踔	踔	tsʰo˨˩	tsʰɔ˨˩	闲逛
促	促	tsʰo˨˩	tsʰɔ˨˩	白读
齪	龊	tsʰo˨˩	tsʰɔ˨˩	
踀	踀	tsʰo˨˩	tsʰɔ˨˩	
濁	浊	tsʰo˨˩	tsʰɔ˨˩	霉~，即倒霉；瞎~~
昨	昨	tsʰo˨˩	tsʰɔ˨˩	~天
鑿	凿	tsʰo˨˩	tsʰɔ˨˩	
嗾	嗾	tsʰo˦˨	tsʰɔ˦˧	~狗
挫	挫	tsʰo˦˨	tsʰɔ˦˧	~折
挫	挫	tsʰo˩˧	tsʰɔ˨˦	
銼	锉	tsʰo˩˧	tsʰɔ˨˦	
矬	矬	tsʰo˩˧	tsʰɔ˨˦	
脞	脞	tsʰo˩˧	tsʰɔ˨˦	
唑	唑	tsʰo˩˧	tsʰɔ˨˦	
錯	错	tsʰo˩˧	tsʰɔ˨˦	
措	措	tsʰo˩˧	tsʰɔ˨˦	
鑿	凿	tsʰo˩˧	tsʰɔ˨˦	~子
蓑	蓑	so˥	sɔ˦˥	
簑	簑	so˥	sɔ˦˥	
梭	梭	so˥	sɔ˦˥	
唆	唆	so˥	sɔ˦˥	
嗦	嗦	so˥	sɔ˦˥	
掇	掇	so˥	sɔ˦˥	撺~，指唆使
趖	趖	so˥	sɔ˦˥	
窣	窣	so˥	sɔ˦˥	
說	说	so˨˩	sɔ˨˩	
率	率	so˨˩	sɔ˨˩	
蟀	蟀	so˨˩	sɔ˨˩	
索	索	so˨˩	sɔ˨˩	
朔	朔	so˨˩	sɔ˨˩	
溯	溯	so˨˩	sɔ˨˩	追本~源
𣷥	𣷥	so˨˩	sɔ˨˩	
碩	硕	so˨˩	sɔ˨˩	
勺	勺	so˨˩	sɔ˨˩	
芍	芍	so˨˩	sɔ˨˩	
縮	缩	so˨˩	sɔ˨˩	
鎖	锁	so˦˨	sɔ˦˧	
瑣	琐	so˦˨	sɔ˦˧	
叒	叒	zo˨˩	zɔ˨˩	
若	若	zo˨˩	zɔ˨˩	
楉	楉	zo˨˩	zɔ˨˩	
箬	箬	zo˨˩	zɔ˨˩	
弱	弱	zo˨˩	zɔ˨˩	
篛	篛	zo˨˩	zɔ˨˩	
偌	偌	zo˦˨	zɔ˦˧	
歌	歌	ko˥	kɔ˦˥	
哥	哥	ko˥	kɔ˦˥	
牁	牁	ko˥	kɔ˦˥	
牱	牱	ko˥	kɔ˦˥	
鍋	锅	ko˥	kɔ˦˥	
戈	戈	ko˥	kɔ˦˥	
鴿	鸽	ko˨˩	kɔ˨˩	
割	割	ko˨˩	kɔ˨˩	
葛	葛	ko˨˩	kɔ˨˩	
佮	佮	ko˨˩	kɔ˨˩	相處
合	合	ko˨˩	kɔ˨˩	体积单位，一合相当于一百毫升
各	各	ko˨˩	kɔ˨˩	
閣	阁	ko˨˩	kɔ˨˩	
擱	搁	ko˨˩	kɔ˨˩	
硌	硌	ko˨˩	kɔ˨˩	
咯	咯	ko˨˩	kɔ˨˩	文读
郭	郭	ko˨˩	kɔ˨˩	
椁	椁	ko˨˩	kɔ˨˩	
槨	槨	ko˨˩	kɔ˨˩	
箇	个	ko˨˩	kɔ˨˩	~人；~旧
角	角	ko˨˩	kɔ˨˩	㮟㮟~~；三~形；牛~；~逆
覺	觉	ko˨˩	kɔ˨˩	不警不~
腳	脚	ko˨˩	kɔ˨˩	吊~楼
果	果	ko˨˩	kɔ˨˩	毛辣~，即番茄
果	果	ko˦˨	kɔ˦˧	
裹	裹	ko˦˨	kɔ˦˧	
個	个	ko˩˧	kɔ˨˦	
箇	个	ko˩˧	kɔ˨˦	
過	过	ko˩˧	kɔ˨˦	
咯	咯	ko˩˧	kɔ˨˦	鸡~~
軻	轲	kʰo˥	kʰɔ˦˥	
柯	柯	kʰo˥	kʰɔ˦˥	
苛	苛	kʰo˥	kʰɔ˦˥	
科	科	kʰo˥	kʰɔ˦˥	
棵	棵	kʰo˥	kʰɔ˦˥	
顆	颗	kʰo˥	kʰɔ˦˥	白读
窠	窠	kʰo˥	kʰɔ˦˥	
擱	搁	kʰo˥	kʰɔ˦˥	放下
毃	毃	kʰo˥	kʰɔ˦˥	白读
磕	磕	kʰo˨˩	kʰɔ˨˩	
瞌	瞌	kʰo˨˩	kʰɔ˨˩	
嗑	嗑	kʰo˨˩	kʰɔ˨˩	侃天~地
喝	喝	kʰo˨˩	kʰɔ˨˩	鬼声~气
渴	渴	kʰo˨˩	kʰɔ˨˩	
殼	壳	kʰo˨˩	kʰɔ˨˩	
確	确	kʰo˨˩	kʰɔ˨˩	~得定，表示能完成；~不定，表示不能完成
榷	榷	kʰo˨˩	kʰɔ˨˩	
搉	搉	kʰo˨˩	kʰɔ˨˩	
傕	傕	kʰo˨˩	kʰɔ˨˩	
毃	毃	kʰo˨˩	kʰɔ˨˩	文读
塙	塙	kʰo˨˩	kʰɔ˨˩	
恪	恪	kʰo˨˩	kʰɔ˨˩	
可	可	kʰo˦˨	kʰɔ˨˩	
坷	坷	kʰo˦˨	kʰɔ˨˩	
棵	棵	kʰo˦˨	kʰɔ˦˧	草~
顆	颗	kʰo˦˨	kʰɔ˦˧	文读
課	课	kʰo˩˧	kʰɔ˨˦	
騍	骒	kʰo˩˧	kʰɔ˨˦	
擱	搁	kʰo˩˧	kʰɔ˨˦	长时间放置
咯	咯	kʰo˩˧	kʰɔ˨˦	呛
惡	恶	ŋo˨˩	ŋᶢɔ˨˩	
歺	歺	ŋo˨˩	ŋᶢɔ˨˩	及“歹”
我	我	ŋo˦˨	ŋᶢɔ˦˧	
個	个	ŋo˩˧	ŋᶢɔ˨˦	这~，程度副词，表示“这么”
喝	喝	xo˥	xɔ˦˥	~鼾
呼	呼	xo˥	xɔ˦˥	呜~
呵	呵	xo˥	xɔ˦˥	文读
和	和	xo˥	xɔ˦˥	即“乎”
乎	乎	xo˥	xɔ˦˥	热~
蠚	蠚	xo˥	xɔ˦˥	~人，指细小的针或毛发残留在皮肤上导致奇痒或刺痛；欺骗
河	河	xo˨˩	xɔ˨˩	
何	何	xo˨˩	xɔ˨˩	
荷	荷	xo˨˩	xɔ˨˩	
和	和	xo˨˩	xɔ˨˩	
禾	禾	xo˨˩	xɔ˨˩	
合	合	xo˨˩	xɔ˨˩	
盒	盒	xo˨˩	xɔ˨˩	
喝	喝	xo˨˩	xɔ˨˩	
活	活	xo˨˩	xɔ˨˩	
壑	壑	xo˨˩	xɔ˨˩	
貉	貉	xo˨˩	xɔ˨˩	
鶴	鹤	xo˨˩	xɔ˨˩	
霍	霍	xo˨˩	xɔ˨˩	
藿	藿	xo˨˩	xɔ˨˩	
豁	豁	xo˨˩	xɔ˨˩	
蠚	蠚	xo˨˩	xɔ˨˩	~麻，即荨麻
郝	郝	xo˨˩	xɔ˨˩	
火	火	xo˦˨	xɔ˦˧	
夥	伙	xo˦˨	xɔ˦˧	
呵	呵	xo˦˨	xɔ˦˧	白读
吁	吁	xo˦˨	xɔ˦˧	语气词，表示不屑一顾
賀	贺	xo˩˧	xɔ˨˦	
貨	货	xo˩˧	xɔ˨˦	
禍	祸	xo˩˧	xɔ˨˦	
和	和	xo˩˧	xɔ˨˦	加~；~面
荷	荷	xo˩˧	xɔ˨˦	
阿	阿	ɣo˥	ɣɔ˦˥	~胶；~弥陀佛；~房宫；~难
屙	屙	ɣo˥	ɣɔ˦˥	
倭	倭	ɣo˥	ɣɔ˦˥	
窩	窝	ɣo˥	ɣɔ˦˥	
喔	喔	ɣo˥	ɣɔ˦˥	
撾	挝	ɣo˥	ɣɔ˦˥	老~
凹	凹	ɣo˥	ɣɔ˦˥	~进去
鋨	锇	ɣo˨˩	ɣɔ˨˩	
蛾	蛾	ɣo˨˩	ɣɔ˨˩	
峨	峨	ɣo˨˩	ɣɔ˨˩	
俄	俄	ɣo˨˩	ɣɔ˨˩	
娥	娥	ɣo˨˩	ɣɔ˨˩	
鵝	鹅	ɣo˨˩	ɣɔ˨˩	
訛	讹	ɣo˨˩	ɣɔ˨˩	
惡	恶	ɣo˨˩	ɣɔ˨˩	~心
噁	噁	ɣo˨˩	ɣɔ˨˩	
噁		ɣo˨˩	ɣɔ˨˩	
咹	咹	ɣo˨˩	ɣɔ˨˩	
斡	斡	ɣo˨˩	ɣɔ˨˩	
鄂	鄂	ɣo˨˩	ɣɔ˨˩	
腭	腭	ɣo˨˩	ɣɔ˨˩	
噩	噩	ɣo˨˩	ɣɔ˨˩	
鱷	鳄	ɣo˨˩	ɣɔ˨˩	
握	握	ɣo˨˩	ɣɔ˨˩	
齷	龌	ɣo˨˩	ɣɔ˨˩	
沃	沃	ɣo˨˩	ɣɔ˨˩	
肟	肟	ɣo˨˩	ɣɔ˨˩	
遏	遏	ɣo˨˩	ɣɔ˨˩	
罯	罯	ɣo˨˩	ɣɔ˨˩	密封不透气
餓	饿	ɣo˩˧	ɣɔ˨˦	
臥	卧	ɣo˩˧	ɣɔ˨˦	
哦	哦	Øo˥	Øɔ˦˥	句末语气词，表示提醒或警告
噢	噢	Øo˥	Øɔ˦˥	
嗚	呜	Øo˨˩	Øɔ˨˩	~呼
哦	哦	Øo˨˩	Øɔ˨˩	~呵，即“呜呼”，表示感叹
哦	哦	Øo˦˨	Øɔ˦˧	应答语，表示“知道了”
噢	噢	Øo˦˨	Øɔ˦˧	
吘	吘	Øo˩˧	Øɔ˨˦	
了	了	Øo˩˧	Øɔ˨˦	白读二
略	略	nio˨˩	nᵈiɔ˨˩	
掠	掠	nio˨˩	nᵈiɔ˨˩	
虐	虐	nio˨˩	nᵈiɔ˨˩	
瘧	疟	nio˨˩	nᵈiɔ˨˩	
爵	爵	tɕio˨˩	tɕiɔ˨˩	
腳	脚	tɕio˨˩	tɕiɔ˨˩	
攪	搅	tɕio˨˩	tɕiɔ˨˩	王大妈裹~又臭又长，形容说话或行文啰嗦，通“裹脚”
覺	觉	tɕio˨˩	tɕiɔ˨˩	~得；发~；~悟
角	角	tɕio˨˩	tɕiɔ˨˩	一~钱、~色
噱	噱	tɕio˨˩	tɕiɔ˨˩	
矍	矍	tɕio˨˩	tɕiɔ˨˩	
攫	攫	tɕio˨˩	tɕiɔ˨˩	
珏	珏	tɕio˨˩	tɕiɔ˨˩	
雀	雀	tɕʰio˥	tɕʰiɔ˦˥	~巴，指最后一名；麻~，指男性生殖器
悄	悄	tɕʰio˥	tɕʰiɔ˦˥	~~眯眯；喑~~；~起，指不吭声
矁	矁	tɕʰio˥	tɕʰiɔ˦˥	~一眼
雀	雀	tɕʰio˨˩	tɕʰiɔ˨˩	
鵲	鹊	tɕʰio˨˩	tɕʰiɔ˨˩	
卻	却	tɕʰio˨˩	tɕʰiɔ˨˩	
確	确	tɕʰio˨˩	tɕʰiɔ˨˩	
埆	埆	tɕʰio˨˩	tɕʰiɔ˨˩	
芍	芍	tɕʰio˨˩	tɕʰiɔ˨˩	~陂
削	削	ɕio˨˩	ɕiɔ˨˩	白读
學	学	ɕio˨˩	ɕiɔ˨˩	
謔	谑	ɕio˨˩	ɕiɔ˨˩	
跩	跩	ɕio˦˨	ɕiɔ˦˧	白读
投	投	ɕio˦˨	ɕiɔ˦˧	白读，投篮时的语气词
喲	哟	ʑo˨˩	ʑɔ˨˩	哎~，表示惊讶
樂	乐	ʑo˨˩	ʑɔ˨˩	
藥	药	ʑo˨˩	ʑɔ˨˩	
約	约	ʑo˨˩	ʑɔ˨˩	
喲	哟	ʑo˨˩	ʑɔ˨˩	唉~，表示无奈；哎~，表示疼痛
岳	岳	ʑo˨˩	ʑɔ˨˩	
嶽	岳	ʑo˨˩	ʑɔ˨˩	
躍	跃	ʑo˨˩	ʑɔ˨˩	文读
鑰	钥	ʑo˨˩	ʑɔ˨˩	
喲	哟	ʑo˦˨	ʑɔ˦˧	文读
呗	呗	pe˥	pɛ˦˥	白读
北	北	pe˨˩	pɛ˨˩	
白	白	pe˨˩	pɛ˨˩	
伯	伯	pe˨˩	pɛ˨˩	
柏	柏	pe˨˩	pɛ˨˩	
粕	粕	pe˨˩	pɛ˨˩	
迫	迫	pe˨˩	pɛ˨˩	~击炮
泊	泊	pe˨˩	pɛ˨˩	
珀	珀	pe˨˩	pɛ˨˩	
鉑	铂	pe˨˩	pɛ˨˩	
百	百	pe˨˩	pɛ˨˩	
帛	帛	pe˨˩	pɛ˨˩	
叭	叭	pe˨˩	pɛ˨˩	六字真言读音
拍	拍	pʰe˨˩	pʰɛ˨˩	
迫	迫	pʰe˨˩	pʰɛ˨˩	
泊	泊	pʰe˨˩	pʰɛ˨˩	停~
舶	舶	pʰe˨˩	pʰɛ˨˩	
艊	艊	pʰe˨˩	pʰɛ˨˩	
魄	魄	pʰe˨˩	pʰɛ˨˩	
麼	么	me˥	mᵇɛ˦˥	那~，相当于“……的话”
陌	陌	me˨˩	mᵇɛ˨˩	
貊	貊	me˨˩	mᵇɛ˨˩	
貉	貉	me˨˩	mᵇɛ˨˩	
麥	麦	me˨˩	mᵇɛ˨˩	
脈	脉	me˨˩	mᵇɛ˨˩	
万	万	me˨˩	mᵇɛ˨˩	~俟，少数民族复姓
墨	墨	me˨˩	mᵇɛ˨˩	
嚜	嚜	me˨˩	mᵇɛ˨˩	
默	默	me˨˩	mᵇɛ˨˩	
嘿	嘿	me˨˩	mᵇɛ˨˩	
蠛	蠛	me˨˩	mᵇɛ˨˩	~~蚊
䘊	䘊	me˨˩	mᵇɛ˨˩	
螞	蚂	me˨˩	mᵇɛ˨˩	~蚱
沒	没	me˦˨	mᵇɛ˦˧	“没得”合音
朆	朆	me˦˨	mᵇɛ˦˧	即“没得”
得	得	te˨˩	tɛ˨˩	
德	德	te˨˩	tɛ˨˩	
仡	仡	te˨˩	tɛ˨˩	~佬族
點	点	te˦˨	tɛ˦˧	这~；那~；哪~，“点儿”合音
特	特	tʰe˨˩	tʰɛ˨˩	
忑	忑	tʰe˨˩	tʰɛ˨˩	
呢	呢	le˥	lɛ˦˥	疑问语气词
嘞	嘞	le˥	lɛ˦˥	即“的”
來	来	le˨˩	lɛ˨˩	白读
勒	勒	le˨˩	lɛ˨˩	
嘞	嘞	le˨˩	lɛ˨˩	文读
呢	呢	le˦˨	lɛ˦˧	语气助词，表示惊讶
唻	唻	le˦˨	lɛ˦˧	即“呢”
嘞	嘞	le˦˨	lɛ˦˧	即“呢”
