id	ini	fn	pt	单字	IPA	注释	
1207	p	au	25	鮑	pau25	鲍鱼	
1208	pʰ	au	41	鉋	pʰau41	刨子，瓜刨	
1209	m	au	41	茅	mau41	茅草	
1210	m	iɛu	25	貓	miɛu25	花猫	
1211	m	iu	41	錨	miu41	抛锚	
1212	m	au	21	卯	mau21	子丑寅卯	
1213	m	au	53	貌	mau53	礼貌	
1214	n	au	53	鬧	nau53	热闹	
1215	ts	au	25	罩	tsau25	灯罩	
1216	ts	au	21	抓	tsau21	抓牌	
1217	ts	au	21	爪	tsau21	脚爪	
1218	ts	au	21	找	tsau21	找东西	
1220	tsʰ	au	33	抄	tsʰau33	抄书	
1221	tsʰ	au	25	鈔	tsʰau25	钞票	
1222	tsʰ	au	21	炒	tsʰau21	炒股	
1223	tsʰ	au	21	吵	tsʰau21	吵架	
1224	tsʰ	au	41	巢	tsʰau41	雀巢	
1225	s	au	21	梢	sau21	树梢	
1226	s	au	21	稍	sau21	稍等	
1227	s	au	25	潲	sau25	猪食	
1228	s	au	25	哨	sau25	口哨	
1229	k	au	33	交	kau33	交通	
1230	k	au	33	郊	kau33	郊区	
1231	k	au	33	膠	kau33	胶水	
1232	k	au	25	教	kau25	教书	
1233	k	au	33	茭	kau33	茭笋，茭白	
1234	k	au	21	絞	kau21	绞毛巾	
1235	k	au	21	狡	kau21	狡猾	
1236	k	au	25	鉸	kau25	铰剪	
1237	k	au	21	攪	kau21	搅拌	
1238	k	au	21	搞	kau21	搞好	
1239	k	au	25	教	kau25	教育	
1240	k	au	25	校	kau25	上校	
1241	k	au	25	較	kau25	比较	
1242	h	au	25	酵	hau25	发酵	
1243	k	au	25	窖	kau25	地窖	
1244	k	au	25	覺	kau25	睡觉	
1245	h	au	33	敲	hau33	敲门	
1246	h	au	21	巧	hau21	碰巧	
1247	ŋ	au	21	咬	ŋau21	咬人	
1248	h	au	25	哮	hau25	哮喘	
1249	h	au	25	孝	hau25	孝顺	
1250	ŋ	au	41	肴	ŋau41	佳肴	
1251	ŋ	au	41	淆	ŋau41	混淆	
1252	h	au	53	效	hau53	效果	
1253	k	au	25	校	kau25	校对	
1254	h	au	53	校	hau53	学校	
1255		au	25	坳	au25	山坳	
1257	p	iu	33	標	piu33	标志	
1258	p	iu	21	表	piu21	表示	
1259	p	iu	33	錶	piu33	手表	
1260	pʰ	iu	33	飄	pʰiu33	飘扬	
1261	pʰ	iu	25	漂	pʰiu25	漂白	
1262	pʰ	iu	25	票	pʰiu25	车票	
1263	pʰ	iu	33	漂	pʰiu33	漂亮	
1264	pʰ	iɛu	41	嫖	pʰiɛu41	嫖妓	
1266	m	iu	41	苗	miu41	火苗	
1267	m	iu	41	描	miu41	描写	
1268	m	iɛu	25	貓	miɛu25	猫咪	
1269	m	iu	21	藐	miu21	藐视	
1270	m	iu	21	渺	miu21	渺小	
1271	m	iu	21	秒	miu21	一分一秒	
1272	m	iu	53	廟	miu53	庙会	
1273	m	iu	53	妙	miu53	妙计	
1274	l	iu	41	燎	liu41	火烧火燎	
1275	l	iu	41	燎	liu41	燎原	
1276	l	iu	41	療	liu41	治疗	
1277	ts	iu	33	焦	tsiu33	焦作	
1278	ts	iu	33	蕉	tsiu33	香蕉	
1279	ts	iu	33	椒	tsiu33	辣椒	
1280	ts	iɛu	21	剿	tsiɛu21	围剿	
1283	tsʰ	iu	21	悄	tsʰiu21	静悄悄	
1284	tsʰ	iu	25	俏	tsʰiu25	娇俏	
1285	ts	iu	33	樵	tsiu33	打樵，樵夫	
1287	ɬ	iu	33	消	ɬiu33	消化	
1288	ɬ	iu	33	宵	ɬiu33	良宵	
1289	ɬ	iu	33	霄	ɬiu33	云霄	
1290	ɬ	iu	33	硝	ɬiu33	硝酸	
1291	ɬ	iu	33	銷	ɬiu33	供销社	
1292	ɬ	iu	21	小	ɬiu21	大小	
1293	ɬ	iu	25	笑	ɬiu25	笑话	
1294	tsʰ	iu	25	肖	tsʰiu25	生肖	
1295	ts	iu	33	朝	tsiu33	今朝	
1296	tsʰ	iu	33	超	tsʰiu33	超过	
1297	tsʰ	iu	41	朝	tsʰiu41	朝代	
1298	tsʰ	iu	41	潮	tsʰiu41	潮水	
1299	ts	iu	53	趙	tsiu53	赵国；姓	
1300	s	iu	53	兆	siu53	人名用字；预兆	
1301	ts	iu	53	召	tsiu53	号召	
1302	ts	iu	33	昭	tsiu33	王昭君	
1303	ts	iu	33	招	tsiu33	招手	
1304	tsʰ	iu	41	沼	tsʰiu41	沼气	
1305	ts	iu	25	照	tsiu25	照明	
1306	s	iu	33	燒	siu33	发烧	
1307	s	iu	21	少	siu21	多少	
1308	s	iu	25	少	siu25	少年，少爷	
1309	s	iu	41	韶	siu41	韶关	
1310	s	iu	53	紹	siu53	介绍	
1311	s	iu	53	邵	siu53	姓	
1312	j	iu	41	饒	jiu41	求饶	
1313	j	iu	21	擾	jiu21	打扰	
1314	j	iu	21	繞	jiu21	绕线团	
1315	j	iu	21	繞	jiu21	围绕	
1316	k	iu	33	驕	kiu33	骄傲	
1317	k	iu	33	嬌	kiu33	撒娇	
1318	k	iu	21	矯	kiu21	矫正	
1319	kʰ	iu	41	喬	kʰiu41	姓	
1320	kʰ	iu	41	僑	kʰiu41	华侨	
1321	kʰ	iu	41	橋	kʰiu41	桥梁	
1322	kʰ	iu	41	蕎	kʰiu41	荞麦	
1323	k	iu	53	轎	kiu53	抬轿	
1324	h	iu	33	囂	hiu33	嚣张	
1325	j	iu	33	妖	jiu33	妖怪	
1326	j	iu	33	邀	jiu33	邀请	
1327	j	iu	33	腰	jiu33	腰疼	
1328	j	iu	33	要	jiu33	要求	
1329	j	iu	25	要	jiu25	重要	
1330	j	iu	41	摇	jiu41	摇篮	
1331	j	iu	41	謡	jiu41	民谣	
1332	j	iu	41	窑	jiu41	官窑	
1333	j	iu	41	姚	jiu41	姓	
1334	j	iu	21	舀	jiu21	舀水	
1335	j	iu	53	耀	jiu53	照耀	
1336	j	iu	53	鷂	jiu53	纸鹞	
1337	t	iu	33	刁	tiu33	嘴刁	
1338	t	iu	33	貂	tiu33	貂皮	
1339	t	iu	33	雕	tiu33	雕塑；座山雕	
1340	n	iu	21	鳥	niu21	小鸟	
1341	t	iu	25	釣	tiu25	钓鱼	
1342	t	iu	25	吊	tiu25	上吊	
1343	tʰ	iu	33	挑	tʰiu33	挑选	
1344	tʰ	iu	25	跳	tʰiu25	跳高，跳起来	
1345	tʰ	iu	25	糶	tʰiu25	粜米（卖米）	
1346	tʰ	iu	41	條	tʰiu41	条件	
1347	tʰ	iu	41	調	tʰiu41	调和	
1348	t	iu	53	掉	tiu53	走掉	
1349	t	iu	53	調	tiu53	调动	
1350	t	iu	53	調	tiu53	音调，高调	
1351	n	iu	53	尿	niu53	撒尿	
1352	l	iu	41	聊	liu41	聊天	
1353	l	iu	41	遼	liu41	辽宁	
1354	l	iu	41	撩	liu41	撩起来	
1355	l	iu	41	寮	liu41	竹寮，茶寮	
1356	l	iu	21	了	liu21	了结	
1357	l	iu	41	瞭	liu41	瞭望	
1358	l	iu	53	料	liu53	肥料	
1359	ɬ	iu	33	蕭	ɬiu33	姓	
1360	ɬ	iu	33	簫	ɬiu33	吹箫	
1361	h	iu	33	澆	hiu33	浇花	
1362	k	iu	21	繳	kiu21	上缴	
1363	h	iu	33	僥	hiu33	侥幸	
1364	k	iu	25	叫	kiu25	大叫	
1365	kʰ	iu	25	竅	kʰiu25	窍门	
1366	j	iu	41	堯	jiu41	尧舜禹	
1367	h	iu	21	曉	hiu21	晓得	
1368	m	iu	21	杳	miu21	杳无音讯	
1369	pʰ	ɐu	21	剖	pʰɐu21	解剖	
1370	m	ɐu	21	某	mɐu21	某人	
1371	m	ɐu	21	畝	mɐu21	一亩田	
1372	m	au	21	牡	mau21	牡丹	
1373	m	ou	21	母	mou21	母亲	
1374	m	ou	21	拇	mou21	拇指	
1375	m	ɐu	53	戊	mɐu53	戊戌变法	
1376	m	ɐu	53	茂	mɐu53	茂盛	
1377	m	ɐu	53	貿	mɐu53	外贸	
1378	t	ɐu	33	兜	tɐu33	兜风	
1379	t	ɐu	21	斗	tɐu21	十升为斗	
1380	t	ɐu	21	抖	tɐu21	发抖	
1381	t	ɐu	21	陡	tɐu21	陡峭	
1382	t	ɐu	25	鬥	tɐu25	斗争	
1383	tʰ	ɐu	33	偷	tʰɐu33	偷东西	
1384	tʰ	ɐu	21	敨	tʰɐu21	敨开，敨气	
1385	tʰ	ɐu	25	透	tʰɐu25	透明	
1386	tʰ	ɐu	41	頭	tʰɐu41	头发	
1387	tʰ	ɐu	41	投	tʰɐu41	投降	
1388	t	ɐu	53	豆	tɐu53	豆芽	
1389	t	ɐu	53	逗	tɐu53	逗号	
1390	t	ɐu	53	痘	tɐu53	水痘	
1391	l	ɐu	41	樓	lɐu41	上楼	
1394	l	ɐu	53	漏	lɐu53	漏雨	
1395	l	ɐu	53	陋	lɐu53	简陋	
1396	ts	ɐu	21	走	tsɐu21	行走	
1397	ts	ɐu	25	奏	tsɐu25	节奏	
1398	tsʰ	ɐu	25	凑	tsʰɐu25	凑数	
1400	ɬ	ɐu	25	嗽	ɬɐu25	咳嗽	
1401	k	ɐu	33	勾	kɐu33	勾当	
1402	ŋ	ɐu	33	鉤	ŋɐu33	鱼钩	
1403	k	ɐu	33	溝	kɐu33	沟通	
1404	k	ɐu	21	狗	kɐu21	小狗	
1405	k	ɐu	21	苟	kɐu21	苟且偷生	
1406	k	ɐu	25	够	kɐu25	足够	
1407	kʰ	ɐu	25	構	kʰɐu25	结构	
1408	kʰ	ɐu	25	購	kʰɐu25	购买	
1409	ŋ	ɐu	33	勾	ŋɐu33	勾引	
1411	h	ɐu	21	口	hɐu21	门口	
1412	kʰ	ɐu	25	叩	kʰɐu25	叩头	
1413	kʰ	ɐu	25	扣	kʰɐu25	扣钱	
1414	kʰ	ɐu	25	寇	kʰɐu25	倭寇	
1415	ŋ	ɐu	21	藕	ŋɐu21	莲藕	
1416	ŋ	ɐu	21	偶	ŋɐu21	偶然	
1417	ŋ	ɐu	21	偶	ŋɐu21	配偶	
1418	h	ɐu	41	侯	hɐu41	诸侯	
1419	h	ɐu	41	喉	hɐu41	喉咙	
1420	h	ɐu	41	猴	hɐu41	猴子	
1421	h	ɐu	53	後	hɐu53	后来	
1422	h	ɐu	53	厚	hɐu53	忠厚	
1423	h	ɐu	53	后	hɐu53	皇后	
1424	h	ɐu	53	候	hɐu53	等候	
1425		ɐu	33	歐	ɐu33	欧洲	
1426		ɐu	33	甌	ɐu33	瓯江	
1427		ɐu	21	嘔	ɐu21	呕吐	
1428		ɐu	21	毆	ɐu21	殴打	
1429		ɐu	25	漚	ɐu25	久浸水中（沤肥）	
1430		ɐu	25	慪	ɐu25	怄气	
1431	f	ɐu	21	否	fɐu21	否定	
1432	f	u	25	富	fu25	富贵	
1433	f	u	25	副	fu25	正副（副省长）	
1434	f	ɐu	41	浮	fɐu41	浮动；轻浮	
1435	f	u	53	婦	fu53	妇女	
1436	f	u	53	負	fu53	负担	
1437	f	uk	053	復	fuk53	复兴	
1438	m	ɐu	41	謀	mɐu41	阴谋	
1439	m	au	41	矛	mau41	矛盾	
1440	n	ɐu	21	紐	nɐu21	纽扣	
1441	n	ɐu	21	扭	nɐu21	扭动	
1442	l	ɐu	41	流	lɐu41	流动	
1443	l	ɐu	41	劉	lɐu41	姓	
1444	l	ɐu	41	留	lɐu41	留下	
1445	l	ɐu	41	榴	lɐu41	石榴	
1446	l	ɐu	41	硫	lɐu41	硫磺	
1447	l	ɐu	41	琉	lɐu41	琉璃	
1448	l	ɐu	21	柳	lɐu21	柳树	
1449	l	ɐu	53	溜	lɐu53	溜走	
1450	l	ɐu	53	餾	lɐu53	蒸馏水	
1451	l	iu	53	廖	liu53	姓	
1452	tsʰ	ɐu	33	揪	tsʰɐu33	揪头发	
1453	ts	ɐu	21	酒	tsɐu21	酒精	
1454	tsʰ	ɐu	33	秋	tsʰɐu33	秋千	
1455	tsʰ	ɐu	33	秋	tsʰɐu33	秋天	
1456	tsʰ	ɐu	33	鰍	tsʰɐu33	泥鳅	
1457	ts	ɐu	53	就	tsɐu53	成就	
1458	ɬ	ɐu	33	修	ɬɐu33	修理	
1459	ɬ	ɐu	33	羞	ɬɐu33	害羞	
1460	ɬ	ɐu	25	秀	ɬɐu25	清秀	
1461	ɬ	ɐu	25	繡	ɬɐu25	绣花	
1462	ɬ	uk	024	宿	ɬuk24	宿舍	
1463	ɬ	ɐu	25	銹	ɬɐu25	生锈	
1464	tsʰ	ɐu	41	囚	tsʰɐu41	囚犯	
1465	ts	ɐu	53	袖	tsɐu53	领袖	
1467	ts	ɐu	25	晝	tsɐu25	日昼	
1468	tsʰ	ɐu	33	抽	tsʰɐu33	抽出	
1469	tsʰ	ɐu	21	丑	tsʰɐu21	子丑寅卯	
1470	tsʰ	ɐu	41	綢	tsʰɐu41	丝绸	
1471	tsʰ	ɐu	41	稠	tsʰɐu41	稠密	
1472	tsʰ	ɐu	41	籌	tsʰɐu41	筹备	
1473	ts	ɐu	25	宙	tsɐu25	宇宙	
1474	ts	ɐu	33	鄒	tsɐu33	姓	
1475	j	ɐu	25	皺	jɐu25	皱纹	
1476	s	ɐu	41	愁	sɐu41	发愁	
1477	ts	au	53	驟	tsau53	步骤；暴风骤雨	
1478	ɬ	ɐu	21	搜	ɬɐu21	搜查，搜身	
1479	s	ɐu	33	餿	sɐu33	饭馊了	
1480	ɬ	ɐu	21	蒐	ɬɐu21	搜集	
1481	s	ɐu	25	瘦	sɐu25	瘦小	
1482	ts	ɐu	33	周	tsɐu33	姓；周围	
1483	ts	ɐu	33	舟	tsɐu33	舟山	
1484	ts	ɐu	33	州	tsɐu33	杭州	
1485	ts	ɐu	33	洲	tsɐu33	亚洲	
1487	ts	ɐu	25	咒	tsɐu25	咒人	
1488	tsʰ	ɐu	21	醜	tsʰɐu21	丑陋	
1489	tsʰ	ɐu	25	臭	tsʰɐu25	香臭	
1490	s	ɐu	33	收	sɐu33	秋收，收集	
1491	s	ɐu	21	手	sɐu21	手段	
1492	s	ɐu	21	首	sɐu21	首都	
1493	s	ɐu	21	守	sɐu21	保守	
1494	s	ɐu	25	獸	sɐu25	野兽	
1495	s	ɐu	41	仇	sɐu41	报仇	
1496	tsʰ	ɐu	41	酬	tsʰɐu41	报酬	
1497	s	ɐu	53	受	sɐu53	接受	
1498	s	ɐu	53	壽	sɐu53	寿星	
1499	s	ɐu	53	授	sɐu53	教授	
1500	s	ɐu	53	售	sɐu53	出售	
1501	j	ɐu	41	柔	jɐu41	温柔	
1502	j	ɐu	41	揉	jɐu41	揉眼睛，揉面团	
1503	k	ɐu	33	鳩	kɐu33	斑鸠	
1504	kʰ	ɐu	33	鬮	kʰɐu33	抓阄	
1505	t	ɐu	21	糾	tɐu21	纠缠	
1506	k	iɛu	21	九	kiɛu21	第九	
1507	k	iɛu	21	久	kiɛu21	长久	
1508	kʰ	iu	21	韭	kʰiu21	韭菜	
1509	k	iɛu	25	灸	kiɛu25	针灸	
1510	k	iɛu	25	救	kiɛu25	救命	
1511	k	iɛu	25	究	kiɛu25	研究	
1512	j	ɐu	33	丘	jɐu33	姓；山丘	
1513	kʰ	iɛu	41	求	kʰiɛu41	要求	
1514	kʰ	iɛu	41	球	kʰiɛu41	地球	
1515	s	ɐu	41	仇	sɐu41	姓	
1516	k	iɛu	53	臼	kiɛu53	脱臼	
1517	kʰ	iɛu	21	舅	kʰiɛu21	舅舅，舅父	
1518	k	iɛu	53	舊	kiɛu53	新旧	
1520	ŋ	ɐu	41	牛	ŋɐu41	吹牛	
1521	j	ɐu	33	休	jɐu33	休息	
1522	h	au	21	朽	hau21	腐朽	
1523	ts	ɐu	25	嗅	tsɐu25	嗅觉	
1524	j	ɐu	33	憂	jɐu33	担忧	
1525	j	ɐu	33	優	jɐu33	优秀	
1526	j	ɐu	41	尤	jɐu41	尤其	
1527	j	ɐu	41	郵	jɐu41	邮票	
1528	j	ɐu	21	有	jɐu21	有无	
1529	j	ɐu	21	友	jɐu21	朋友	
1530	j	ɐu	53	又	jɐu53	又一次	
1531	j	ɐu	53	右	jɐu53	左右	
1532	j	ɐu	53	佑	jɐu53	保佑	
1533	j	ɐu	41	由	jɐu41	理由	
1534	j	ɐu	41	油	jɐu41	花生油	
1535	j	ɐu	41	游	jɐu41	旅游	
1536	j	ɐu	41	猶	jɐu41	犹豫	
1537	j	ɐu	41	悠	jɐu41	悠闲	
1538	j	ɐu	21	酉	jɐu21	地支第十	
1539	j	ɐu	21	誘	jɐu21	引诱	
1540	j	ɐu	21	柚	jɐu21	柚子	
1541	j	ɐu	41	釉	jɐu41	釉彩	
1542	p	iu	33	彪	piu33	林彪	
1543	m	ɐu	53	謬	mɐu53	谬论	
1544	t	iu	33	丢	tiu33	丢失	
1545	t	ɐu	21	糾	tɐu21	纠正	
1546	j	ɐu	33	幽	jɐu33	幽默	
1547	j	ɐu	25	幼	jɐu25	幼稚	
1548	t	am	33	耽	tam33	耽误	
1549	t	ap	021	答	tap21	回答	
1550	t	ap	021	搭	tap21	搭车，衣服搭在肩上	
1551	tʰ	am	33	貪	tʰam33	贪心	
1552	tʰ	am	25	探	tʰam25	探路	
1553	t	ap	053	踏	tap53	脚踏	
1554	tʰ	am	41	潭	tʰam41	湘潭	
1555	tʰ	am	41	譚	tʰam41	姓	
1556	tʰ	ap	053	沓	tʰap53	一沓纸	
1557	n	am	41	南	nam41	南方	
1558	n	am	41	男	nam41	男人	
1559	n	ap	053	納	nap53	出纳	
1560	l	ai	33	拉	lai33	拖拉	
1561	ts	am	33	簪	tsam33	发簪	
1562	tsʰ	am	33	參	tsʰam33	参加	
1563	tsʰ	am	21	慘	tsʰam21	悲惨	
1564	tsʰ	am	41	蠶	tsʰam41	蚕丝	
1565	ts	ap	053	雜	tsap53	复杂	
1566	k	am	21	感	kam21	感谢	
1567	h	ɐp	053	合	hɐp53	合作	
1568	k	ɐp	024	蛤	kɐp24	蛤蜊，花蛤	
1569	k	ap	021	鴿	kap21	鸽子	
1570	h	ɐm	33	堪	hɐm33	难堪	
1571	h	ɐm	41	龕	hɐm41	神龛	
1572	h	ɐm	25	坎	hɐm25	坎坷；坎头	
1573	h	ɐm	21	砍	hɐm21	砍柴	
1574	h	ɐm	25	勘	hɐm25	勘探	
1575	h	ɔt	021	喝	hɔt21	喝彩	
1576	h	ɐm	41	含	hɐm41	包含	
1577	h	ɐm	41	函	hɐm41	信函	
1578	h	ɐm	53	撼	hɐm53	震撼	
1579	h	ɐm	53	憾	hɐm53	遗憾	
1580	h	ɐp	053	合	hɐp53	十合一升	
1581	h	ɐp	053	盒	hɐp53	盒子	
1582		ɐm	33	庵	ɐm33	尼姑庵	
1583		ɐm	21	揞	ɐm21	揞住	
1584		ɐm	25	暗	ɐm25	黑暗	
1585	t	am	33	擔	tam33	担任（动）	
1586	t	am	21	膽	tam21	胆小	
1587	t	am	25	擔	tam25	挑担（名）	
1588	t	am	33	坍	tam33	坍塌	
1589	tʰ	an	21	毯	tʰan21	毛毯	
1590	tʰ	ap	021	塔	tʰap21	一座塔	
1591	tʰ	at	021	遢	tʰat21	邋遢	
1592	tʰ	at	021	塌	tʰat21	倒塌	
1593	tʰ	am	41	談	tʰam41	谈话	
1594	tʰ	am	41	痰	tʰam41	吐痰	
1595	tʰ	am	21	淡	tʰam21	咸淡；浓淡	
1596	l	am	41	藍	lam41	蓝色	
1597	l	am	41	籃	lam41	篮子	
1598	l	am	21	覽	lam21	阅览	
1599	l	am	21	攬	lam21	包揽	
1600	l	am	21	欖	lam21	橄榄	
1601	l	an	53	濫	lan53	泛滥	
1602	l	am	53	纜	lam53	缆绳，缆车	
1603	l	ap	053	臘	lap53	腊肉	
1604	l	ap	053	蠟	lap53	蜡烛	
1605	tsʰ	am	41	慚	tsʰam41	惭愧	
1606	ts	am	53	暫	tsam53	暂时	
1607	ɬ	am	33	三	ɬam33	第三	
1608	k	am	33	甘	kam33	甘蔗	
1609	k	am	33	柑	kam33	芦柑	
1610	k	am	21	敢	kam21	勇敢	
1611	k	am	33	橄	kam33	橄榄	
1612	h	am	25	喊	ham25	叫喊	
1613	ts	am	53	站	tsam53	站立	
1614	ts	ɐt	053	劄	tsɐt53	针扎	
1615	ts	an	53	賺	tsan53	赚钱	
1616	ts	am	53	站	tsam53	车站	
1617	ts	am	21	斬	tsam21	刀斩	
1619	ts	am	21	眨	tsam21	眨眼	
1620	tsʰ	ap	021	插	tsʰap21	插秧	
1622	ts	ap	053	閘	tsap53	闸门	
1623	s	ap	053	煠	sap53	把食物放入沸水或沸油里弄熟	
1624	tsʰ	am	25	杉	tsʰam25	杉树	
1625	k	am	25	尷	kam25	尴尬	
1626	k	am	21	减	kam21	加减	
1627	k	an	21	鹼	kan21	发酵用	
1628	k	ap	053	夾	kap53	夹子；夹东西	
1629	h	ip	053	裌	hip53	夹衣，夹袄	
1630	ts	ip	053	恰	tsip53	恰当	
1631	h	am	53	掐	ham53	掐虱子，掐脖子，用手指掐	
1632	h	am	41	咸	ham41	咸丰	
1633	h	am	41	鹹	ham41	咸淡	
1634	h	am	53	陷	ham53	陷井	
1635	h	ɐm	53	餡	hɐm53	饺子馅	
1636	h	ip	053	狹	hip53	狭窄	
1637	h	ip	053	峽	hip53	三峡	
1638	h	ɐp	024	洽	hɐp24	洽谈	
1639	s	am	33	衫	sam33	衬衫	
1640	k	am	33	監	kam33	监视，监牢	
1641	k	am	25	鑒	kam25	鉴定	
1642	k	am	25	監	kam25	国子监；太监	
1643	k	ap	021	甲	kap21	天干第一	
1644	k	ap	021	胛	kap21	肩胛	
1645	h	am	25	嵌	ham25	镶嵌	
1646	ŋ	am	41	巖	ŋam41	岩石，石灰岩	
1647	h	ɐm	41	銜	hɐm41	军衔	
1648	l	ɐm	53	艦	lɐm53	军舰	
1649	k	ɐp	053	匣	kɐp53	匣子	
1650		ap	021	鴨	ap21	鸭子	
1651		at	021	押	at21	押送	
1652		at	021	壓	at21	压力	
1653	p	iɛn	21	貶	piɛn21	贬值	
1654	n	im	41	黏	nim41	黏米，黏合剂	
1655	n	ip	021	聶	nip21	姓	
1656	n	ip	021	鑷	nip21	镊子	
1657	l	im	41	廉	lim41	廉洁	
1658	l	im	41	鐮	lim41	镰刀	
1659	l	im	41	簾	lim41	窗帘	
1660	l	im	21	斂	lim21	收敛	
1662	l	iɛp	053	獵	liɛp53	打猎	
1663	ts	im	33	尖	tsim33	尖刀	
1664	tsʰ	im	33	殲	tsʰim33	歼灭	
1665	ts	ip	021	接	tsip21	接待	
1666	tsʰ	im	33	籤	tsʰim33	牙签	
1667	tsʰ	im	33	簽	tsʰim33	签名	
1668	tsʰ	ip	021	妾	tsʰip21	妻妾	
1669	tsʰ	im	41	潛	tsʰim41	潜水	
1670	ts	im	53	漸	tsim53	逐渐	
1671	ts	ip	053	捷	tsip53	捷报	
1672	n	im	33	沾	nim33	沾湿	
1673	n	im	33	粘	nim33	粘贴	
1674	ts	im	33	占	tsim33	占卜	
1675	ts	im	25	佔	tsim25	占有，占地方	
1676	ts	ip	021	摺	tsip21	折被子，折纸	
1677	s	im	21	陝	sim21	陕西	
1678	s	ip	021	閃	sip21	闪电	
1679	n	ip	021	攝	nip21	摄影	
1680	s	im	41	蟾	sim41	蟾蜍，蟾酥	
1681	s	ip	053	涉	sip53	干涉	
1682	j	im	21	染	jim21	污染	
1683	k	im	21	檢	kim21	检查	
1684	l	im	21	臉	lim21	脸色	
1685	kʰ	ɛm	41	鉗	kʰɛm41	钳子	
1686	k	im	53	儉	kim53	节俭	
1687	ŋ	im	53	驗	ŋim53	试验	
1688	h	im	21	險	him21	危险	
1689	j	im	21	淹	jim21	淹没	
1690	j	im	21	閹	jim21	阉割	
1691	j	im	21	掩	jim21	掩护	
1692	j	im	25	厭	jim25	讨厌	
1693	j	im	41	炎	jim41	炎热	
1694	j	im	41	鹽	jim41	食盐(名）	
1695	#$0235	im	41	閻	ȵim41	阎王	
1696	s	im	41	檐	sim41	屋檐	
1697	#$0235	im	53	艷	ȵim53	鲜艳	
1698	#$0235	im	53	焰	ȵim53	火焰	
1699	j	im	41	鹽	jim41	腌制（动）	
1700	j	ip	053	葉	jip53	树叶	
1701	j	ip	053	頁	jip53	一页	
1702	k	im	25	劍	kim25	宝剑	
1703	k	ip	021	劫	kip21	抢劫	
1704	h	im	25	欠	him25	欠债	
1705	h	ip	021	怯	hip21	胆怯	
1706	j	im	41	嚴	jim41	严格	
1707	j	ip	053	業	jip53	事业	
1708	h	ip	053	脅	hip53	威胁	
1709	j	ip	021	腌	jip21	腌制	
1710	t	im	25	掂	tim25	掂分量	
1711	t	im	21	點	tim21	点头	
1712	t	im	25	店	tim25	商店	
1713	t	im	33	踮	tim33	踮脚尖	
1714	t	it	021	跌	tit21	跌打损伤	
1715	tʰ	im	33	添	tʰim33	添加	
1717	tʰ	ip	021	帖	tʰip21	请帖	
1718	tʰ	ip	021	貼	tʰip21	张贴	
1719	tʰ	im	41	甜	tʰim41	甜蜜	
1720	tʰ	ip	053	疊	tʰip53	折叠	
1721	t	ip	053	碟	tip53	碟子	
1722	t	ip	053	牒	tip53	通牒	
1723	t	ip	053	蝶	tip53	蝴蝶	
1724	t	ip	053	諜	tip53	间谍	
1725	n	im	33	拈	nim33	拈花惹草	
1726	n	im	53	念	nim53	想念	
1727	kʰ	im	33	兼	kʰim33	兼职	
1728	k	ap	053	挾	kap53	挟菜	
1729	h	im	33	謙	him33	谦虚	
1730	h	ip	021	歉	hip21	道歉	
1731	j	im	41	嫌	jim41	嫌弃	
1732	h	ip	053	協	hip53	协作	
1733	h	ip	053	俠	hip53	侠义，大侠	
1734	f	at	021	法	fat21	办法	
1735	f	an	25	泛	fan25	广泛	
1736	f	an	41	凡	fan41	凡是	
1737	f	an	41	帆	fan41	船帆	
1738	f	an	53	范	fan53	姓	
1739	f	an	53	範	fan53	规范	
1740	f	an	53	犯	fan53	犯法	
1741	f	at	053	乏	fat53	乏力	
1742	p	ɐn	21	禀	pɐn21	禀报	
1743	p	ɐn	21	品	pɐn21	品德	
1744	ŋ	ɐm	53	賃	ŋɐm53	租赁	
1745	l	ɐm	41	林	lɐm41	树林	
1746	l	ɐm	41	淋	lɐm41	淋雨	
1747	l	ɐm	41	臨	lɐm41	临时	
1748	l	ɐp	053	立	lɐp53	立正	
1749	l	ɐp	024	笠	lɐp24	斗笠	
1750	n	ɐp	024	粒	nɐp24	颗粒	
1751	ts	ɐm	25	浸	tsɐm25	浸水	
1752	tsʰ	ɐm	33	侵	tsʰɐm33	侵略	
1753	tsʰ	ɐm	21	寢	tsʰɐm21	寝室	
1754	ts	ɐp	053	集	tsɐp53	集体	
1755	ts	ɐp	024	輯	tsɐp24	编辑	
1756	ɬ	ɐm	33	心	ɬɐm33	心思	
1757	tsʰ	ɐm	41	尋	tsʰɐm41	寻找	
1758	ts	ɐp	053	習	tsɐp53	学习	
1759	ts	ɐp	053	襲	tsɐp53	袭击	
1760	ts	ɐm	33	砧	tsɐm33	砧板	
1761	tsʰ	ɐm	41	沉	tsʰɐm41	沉浮	
1762	ts	ek	053	蟄	tsek53	惊蛰	
1763	ts	am	33	簪	tsam33	发簪	
1764	s	ɐm	41	岑	sɐm41	姓	
1765	s	ɐm	33	森	sɐm33	森林	
1766	tsʰ	am	33	參	tsʰam33	人参	
1767	tsʰ	am	21	滲	tsʰam21	渗水	
1768	k	ip	021	澀	kip21	羞涩	
1769	ts	ɐm	33	針	tsɐm33	针对	
1770	ts	ɐm	33	斟	tsɐm33	斟酒	
1771	ts	ɐm	21	枕	tsɐm21	枕头（名）	
1772	ts	ɐm	21	枕	tsɐm21	枕枕头（动）	
1773	ts	ɐp	024	執	tsɐp24	执行	
