單字	粵拼	聲母_定	韻母_定	聲調_定	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定	備註
苙		l	ap	7A		l	aep	6		l	ɐp	35		l	ɐp	35	
律		l	at	8		l	aet	8		l	ɐt	31		l	ɐt	31	效率
栗		l	at	8		l	aet	8		l	ɐt	31		l	ɐt	31	
慄		l	at	8		l	aet	8		l	ɐt	31		l	ɐt	31	
甩		l	at	7A		l	aet	6		l	ɐt	35		l	ɐt	35	
壘		l	at	8		l	aet	8		l	ɐt	31		l	ɐt	31	神荼鬱壘
率		l	at	8		l	aet	8		l	ɐt	31		l	ɐt	31	
留		l	au	4		l	aeu	2		l	ɐu	22		l	ɐu	22	
流		l	au	4		l	aeu	2		l	ɐu	22		l	ɐu	22	
硫		l	au	4		l	aeu	2		l	ɐu	22		l	ɐu	22	
榴		l	au	4		l	aeu	2		l	ɐu	22		l	ɐu	22	
劉		l	au	4		l	aeu	2		l	ɐu	22		l	ɐu	22	
瘤		l	au	4		l	aeu	2		l	ɐu	22		l	ɐu	22	
瀏		l	au	4		l	aeu	2		l	ɐu	22		l	ɐu	22	
柳		l	au	5		l	aeu	2		l	ɐu	21		l	ɐu	21	
溜		l	au	6		l	aeu	4		l	ɐu	31		l	ɐu	31	
琉		l	au	4		l	aeu	2		l	ɐu	22		l	ɐu	22	
摟		l	au	2		l	aeu	3		l	ɐu	35		l	ɐu	35	
瀝		l	iaak	8		l	iak	8		l	iak	31		l	ɪᴀk	31	大瀝，地名
掠		l	iaak	8		l	iak	8		l	iak	31		l	ɪᴀk	31	
略		l	iaak	8		l	iak	8		l	iak	31		l	ɪᴀk	31	
斂		l	iaam	1		l	iam	1		l	iam	23		l	ɪᴀm	23	
廉		l	iaam	4		l	iam	2		l	iam	22		l	ɪᴀm	22	
簾		l	iaam	4		l	iam	2		l	iam	22		l	ɪᴀm	22	
鐮		l	iaam	4		l	iam	2		l	iam	22		l	ɪᴀm	22	
殮		l	iaam	6		l	iam	4		l	iam	31		l	ɪᴀm	31	
臉		l	iaam	1		l	iam	1		l	iam	23		l	ɪᴀm	23	
靈		l	iaang	4		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	
領		l	iaang	5		l	iang	2		l	iaŋ	21		l	ɪᴀŋ	21	白領
嶺		l	iaang	5		l	iang	2		l	iaŋ	21		l	ɪᴀŋ	21	南嶺
兩		l	iaang	2		l	iang	3		l	iaŋ	35		l	ɪᴀŋ	35	
良		l	iaang	4		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	
涼		l	iaang	4		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	
梁		l	iaang	4		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	
粱		l	iaang	4		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	
糧		l	iaang	4		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	
量		l	iaang	4		l	iang	2		l	iaŋ	22		l	ɪᴀŋ	22	測量
亮		l	iaang	6		l	iang	4		l	iaŋ	31		l	ɪᴀŋ	31	
量		l	iaang	6		l	iang	4		l	iaŋ	31		l	ɪᴀŋ	31	重量
諒		l	iaang	6		l	iang	4		l	iaŋ	31		l	ɪᴀŋ	31	
倆		l	iaang	2		l	iang	3		l	iaŋ	35		l	ɪᴀŋ	35	
輛		l	iaang	6		l	iang	4		l	iaŋ	31		l	ɪᴀŋ	31	
獵		l	iaap	8		l	iap	8		l	iap	31		l	ɪᴀp	31	
撩		l	iaau	2		l	iau	3		l	iau	35		l	ɪᴀw	35	撩開
了		l	iaau	1		l	iau	1		l	iau	23		l	ɪᴀw	23	了結
撩		l	iaau	4		l	iau	2		l	iau	22		l	ɪᴀw	22	撩動
聊		l	iaau	4		l	iau	2		l	iau	22		l	ɪᴀw	22	
僚		l	iaau	4		l	iau	2		l	iau	22		l	ɪᴀw	22	
寥		l	iaau	4		l	iau	2		l	iau	22		l	ɪᴀw	22	
遼		l	iaau	4		l	iau	2		l	iau	22		l	ɪᴀw	22	
嘹		l	iaau	4		l	iau	2		l	iau	22		l	ɪᴀw	22	
寮		l	iaau	4		l	iau	2		l	iau	22		l	ɪᴀw	22	
繚		l	iaau	4		l	iau	2		l	iau	22		l	ɪᴀw	22	
了		l	iaau	5		l	iau	2		l	iau	21		l	ɪᴀw	21	了解
瞭		l	iaau	5		l	iau	2		l	iau	21		l	ɪᴀw	21	瞭解
料		l	iaau	6		l	iau	4		l	iau	31		l	ɪᴀw	31	
廖		l	iaau	6		l	iau	4		l	iau	31		l	ɪᴀw	31	
瞭		l	iaau	6		l	iau	4		l	iau	31		l	ɪᴀw	31	瞭望
瞭		l	iaau	6		l	iau	4		l	iau	31		l	ɪᴀw	31	明瞭
燎		l	iaau	4		l	iau	2		l	iau	22		l	ɪᴀw	22	
療		l	iaau	4		l	iau	2		l	iau	22		l	ɪᴀw	22	
潦		l	iaau	5		l	iau	2		l	iau	21		l	ɪᴀw	21	
瀝		l	iak	7B		l	iak	7		l	iɐk	23		l	iɐk	23	瀝乾
李		l	ie	2		l	ie	3		l	iɛ	35		l	iɘ	35	
狸		l	ie	4		l	ie	2		l	iɛ	22		l	iɘ	22	
釐		l	ie	4		l	ie	2		l	iɛ	22		l	iɘ	22	釐定
里		l	ie	5		l	ie	2		l	iɛ	21		l	iɘ	21	
理		l	ie	5		l	ie	2		l	iɛ	21		l	iɘ	21	
裏		l	ie	5		l	ie	2		l	iɛ	21		l	iɘ	21	衣裏
鯉		l	ie	5		l	ie	2		l	iɛ	21		l	iɘ	21	
吏		l	ie	6		l	ie	4		l	iɛ	31		l	iɘ	31	
璃		l	ie	1		l	ie	1		l	iɛ	23		l	iɘ	23	玻璃
漓		l	ie	4		l	ie	2		l	iɛ	22		l	iɘ	22	
璃		l	ie	4		l	ie	2		l	iɛ	22		l	iɘ	22	琉璃
罹		l	ie	4		l	ie	2		l	iɛ	22		l	iɘ	22	
離		l	ie	4		l	ie	2		l	iɛ	22		l	iɘ	22	
籬		l	ie	4		l	ie	2		l	iɛ	22		l	iɘ	22	
驪		l	ie	4		l	ie	2		l	iɛ	22		l	iɘ	22	
鸝		l	ie	4		l	ie	2		l	iɛ	22		l	iɘ	22	
梨		l	ie	4		l	ie	2		l	iɛ	22		l	iɘ	22	
利		l	ie	6		l	ie	4		l	iɛ	31		l	iɘ	31	
痢		l	ie	6		l	ie	4		l	iɛ	31		l	iɘ	31	
莉		l	ie	6		l	ie	4		l	iɛ	31		l	iɘ	31	
哩		l	ie	4		l	ie	2		l	iɛ	22		l	iɘ	22	
厘		l	ie	4		l	ie	2		l	iɛ	22		l	iɘ	22	
嚟		l	ie	4		l	ie	2		l	iɛ	22		l	iɘ	22	
俐		l	ie	6		l	ie	4		l	iɛ	31		l	iɘ	31	
哩		l	ie	1		l	ie	1		l	iɛ	23		l	iɘ	23	哩嚕
裡		l	ie	5		l	ie	2		l	iɛ	21		l	iɘ	21	衣裡
歷		l	ik	8		l	ik	8		l	ɪk	31		l	ɪk	31	
曆		l	ik	8		l	ik	8		l	ɪk	31		l	ɪk	31	
瀝		l	ik	8		l	ik	8		l	ɪk	31		l	ɪk	31	瀝乾
礫		l	ik	7A		l	ik	6		l	ɪk	35		l	ɪk	35	
靂		l	ik	7A		l	ik	6		l	ɪk	35		l	ɪk	35	
力		l	ik	8		l	ik	8		l	ɪk	31		l	ɪk	31	
蓮		l	in	4		l	in	2		l	in	22		l	in	22	
憐		l	in	4		l	in	2		l	in	22		l	in	22	
練		l	in	6		l	in	4		l	in	31		l	in	31	
鍊		l	in	6		l	in	4		l	in	31		l	in	31	
戀		l	in	2		l	in	3		l	in	35		l	in	35	
連		l	in	4		l	in	2		l	in	22		l	in	22	
漣		l	in	4		l	in	2		l	in	22		l	in	22	
鏈		l	in	6		l	in	4		l	in	31		l	in	31	
聯		l	in	4		l	in	2		l	in	22		l	in	22	
煉		l	in	6		l	in	4		l	in	31		l	in	31	
拎		l	ing	1		l	ing	1		l	ɪŋ	23		l	ɛeŋ	23	
伶		l	ing	4		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
玲		l	ing	4		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
聆		l	ing	4		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
蛉		l	ing	4		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
羚		l	ing	4		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
鈴		l	ing	4		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
齡		l	ing	4		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
靈		l	ing	4		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
令		l	ing	4		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	令狐
零		l	ing	4		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
領		l	ing	1		l	ing	1		l	ɪŋ	23		l	ɛeŋ	23	領會
嶺		l	ing	1		l	ing	1		l	ɪŋ	23		l	ɛeŋ	23	嶺澳
領		l	ing	5		l	ing	2		l	ɪŋ	21		l	ɛeŋ	21	領導
嶺		l	ing	5		l	ing	2		l	ɪŋ	21		l	ɛeŋ	21	嶺南
令		l	ing	6		l	ing	4		l	ɪŋ	31		l	ɛeŋ	31	命令
凌		l	ing	4		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
陵		l	ing	4		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
菱		l	ing	4		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
楞		l	ing	4		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	楞角
稜		l	ing	4		l	ing	2		l	ɪŋ	22		l	ɛeŋ	22	
愣		l	ing	6		l	ing	4		l	ɪŋ	31		l	ɛeŋ	31	
另		l	ing	6		l	ing	4		l	ɪŋ	31		l	ɛeŋ	31	
令		l	ing	1		l	ing	1		l	ɪŋ	23		l	ɛeŋ	23	一令紙
楞		l	ing	6		l	ing	4		l	ɪŋ	31		l	ɛeŋ	31	發楞
捩		l	it	8		l	it	8		l	it	31		l	it	31	捩手
劣		l	it	8		l	it	8		l	it	31		l	it	31	
冽		l	it	8		l	it	8		l	it	31		l	it	31	
烈		l	it	8		l	it	8		l	it	31		l	it	31	
裂		l	it	8		l	it	8		l	it	31		l	it	31	
列		l	it	8		l	it	8		l	it	31		l	it	31	
裸		l	o	2		l	o	3		l	ɔ	35		l	ɔ	35	
螺		l	o	4		l	o	2		l	ɔ	22		l	ɔ	22	
騾		l	o	4		l	o	2		l	ɔ	22		l	ɔ	22	
囉		l	o	1		l	o	1		l	ɔ	23		l	ɔ	23	囉嗦
羅		l	o	4		l	o	2		l	ɔ	22		l	ɔ	22	
儸		l	o	4		l	o	2		l	ɔ	22		l	ɔ	22	
蘿		l	o	4		l	o	2		l	ɔ	22		l	ɔ	22	
籮		l	o	4		l	o	2		l	ɔ	22		l	ɔ	22	
鑼		l	o	4		l	o	2		l	ɔ	22		l	ɔ	22	
邏		l	o	4		l	o	2		l	ɔ	22		l	ɔ	22	
咯		l	o	1		l	o	1		l	ɔ	23		l	ɔ	23	
囉		l	o	4		l	o	2		l	ɔ	22		l	ɔ	22	嘍囉
豊		l	oi	1		l	oi	1		l	ɔi	23		l	ɔj	23	
禮		l	oi	1		l	oi	1		l	ɔi	23		l	ɔj	23	
犁		l	oi	4		l	oi	2		l	ɔi	22		l	ɔj	22	
黎		l	oi	4		l	oi	2		l	ɔi	22		l	ɔj	22	
捩		l	oi	6		l	oi	4		l	ɔi	31		l	ɔj	31	
例		l	oi	6		l	oi	4		l	ɔi	31		l	ɔj	31	
厲		l	oi	6		l	oi	4		l	ɔi	31		l	ɔj	31	
勵		l	oi	6		l	oi	4		l	ɔi	31		l	ɔj	31	
蠣		l	oi	6		l	oi	4		l	ɔi	31		l	ɔj	31	
吏		l	oi	6		l	oi	4		l	ɔi	31		l	ɔj	31	
驪		l	oi	4		l	oi	2		l	ɔi	22		l	ɔj	22	
鸝		l	oi	4		l	oi	2		l	ɔi	22		l	ɔj	22	
麗		l	oi	6		l	oi	4		l	ɔi	31		l	ɔj	31	
邐		l	oi	6		l	oi	4		l	ɔi	31		l	ɔj	31	
利		l	oi	6		l	oi	4		l	ɔi	31		l	ɔj	31	
痢		l	oi	6		l	oi	4		l	ɔi	31		l	ɔj	31	
莉		l	oi	6		l	oi	4		l	ɔi	31		l	ɔj	31	
嚟		l	oi	4		l	oi	2		l	ɔi	22		l	ɔj	22	
嚟		l	oi	4		l	oi	2		l	ɔi	22		l	ɔj	22	
俐		l	oi	6		l	oi	4		l	ɔi	31		l	ɔj	31	
來		l	oi	4		l	oi	2		l	ɔi	22		l	ɔj	22	
萊		l	oi	4		l	oi	2		l	ɔi	22		l	ɔj	22	
睞		l	oi	6		l	oi	4		l	ɔi	31		l	ɔj	31	
落		l	ok	7A		l	ok	6		l	ɔk	35		l	ɔk	35	角落
酪		l	ok	8		l	ok	8		l	ɔk	31		l	ɔk	31	乳酪
落		l	ok	8		l	ok	8		l	ɔk	31		l	ɔk	31	落下
樂		l	ok	8		l	ok	8		l	ɔk	31		l	ɔk	31	快樂
駱		l	ok	7B		l	ok	7		l	ɔk	23		l	ɔk	23	
烙		l	ok	7B		l	ok	7		l	ɔk	23		l	ɔk	23	
洛		l	ok	7B		l	ok	7		l	ɔk	23		l	ɔk	23	
絡		l	ok	7B		l	ok	7		l	ɔk	23		l	ɔk	23	
蜋		l	ong	4		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
郎		l	ong	4		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
狼		l	ong	4		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
琅		l	ong	4		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
廊		l	ong	4		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
瑯		l	ong	4		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
榔		l	ong	4		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
浪		l	ong	4		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	滄浪
朗		l	ong	5		l	ong	2		l	ɔŋ	21		l	ɔŋ	21	
螂		l	ong	4		l	ong	2		l	ɔŋ	22		l	ɔŋ	22	
晾		l	ong	6		l	ong	4		l	ɔŋ	31		l	ɔŋ	31	
摟		l	ou	4		l	ou	2		l	ou	22		l	ou	22	摟抱
鏤		l	ou	6		l	ou	4		l	ou	31		l	ou	31	
嘍		l	ou	4		l	ou	2		l	ou	22		l	ou	22	
樓		l	ou	4		l	ou	2		l	ou	22		l	ou	22	
髏		l	ou	4		l	ou	2		l	ou	22		l	ou	22	
簍		l	ou	4		l	ou	2		l	ou	22		l	ou	22	
陋		l	ou	6		l	ou	4		l	ou	31		l	ou	31	
漏		l	ou	6		l	ou	4		l	ou	31		l	ou	31	
卵		l	uaan	2		l	uan	3		l	uan	35		l	ʊᴀn	35	
卵		l	uaan	2		l	uan	3		l	uan	35		l	ʊᴀn	35	
巒		l	uaan	4		l	uan	2		l	uan	22		l	ʊᴀn	22	
亂		l	uaan	6		l	uan	4		l	uan	31		l	ʊᴀn	31	
戾		l	ui	6		l	ui	4		l	ui	31		l	uj	31	
裏		l	ui	5		l	ui	2		l	ui	21		l	uj	21	夜裏
累		l	ui	6		l	ui	4		l	ui	31		l	uj	31	累積
累		l	ui	4		l	ui	2		l	ui	22		l	uj	22	果實累累，同“纍”
耒		l	ui	5		l	ui	2		l	ui	21		l	uj	21	
壘		l	ui	5		l	ui	2		l	ui	21		l	uj	21	堡壘
纍		l	ui	6		l	ui	4		l	ui	31		l	uj	31	
淚		l	ui	6		l	ui	4		l	ui	31		l	uj	31	
類		l	ui	6		l	ui	4		l	ui	31		l	uj	31	
履		l	ui	5		l	ui	2		l	ui	21		l	uj	21	
呂		l	ui	2		l	ui	3		l	ui	35		l	uj	35	
櫚		l	ui	4		l	ui	2		l	ui	22		l	uj	22	
呂		l	ui	5		l	ui	2		l	ui	21		l	uj	21	
侶		l	ui	5		l	ui	2		l	ui	21		l	uj	21	
旅		l	ui	5		l	ui	2		l	ui	21		l	uj	21	
慮		l	ui	6		l	ui	4		l	ui	31		l	uj	31	
屢		l	ui	1		l	ui	1		l	ui	23		l	uj	23	
縷		l	ui	1		l	ui	1		l	ui	23		l	uj	23	
裏		l	ui	2		l	ui	3		l	ui	35		l	uj	35	裏村，地名
儡		l	ui	1		l	ui	1		l	ui	23		l	uj	23	
雷		l	ui	4		l	ui	2		l	ui	22		l	uj	22	
鐳		l	ui	4		l	ui	2		l	ui	22		l	uj	22	
蕾		l	ui	5		l	ui	2		l	ui	21		l	uj	21	
裡		l	ui	2		l	ui	3		l	ui	35		l	uj	35	裡村，地名
擂		l	ui	4		l	ui	2		l	ui	22		l	uj	22	
裡		l	ui	5		l	ui	2		l	ui	21		l	uj	21	夜裡
鋁		l	ui	5		l	ui	2		l	ui	21		l	uj	21	
濾		l	ui	6		l	ui	4		l	ui	31		l	uj	31	
六		l	uk	8		l	uk	8		l	ʊk	31		l	ʊk	31	
陸		l	uk	8		l	uk	8		l	ʊk	31		l	ʊk	31	
錄		l	uk	8		l	uk	8		l	ʊk	31		l	ʊk	31	
綠		l	uk	8		l	uk	8		l	ʊk	31		l	ʊk	31	
谷		l	uk	8		l	uk	8		l	ʊk	31		l	ʊk	31	谷蠡王
鹿		l	uk	8		l	uk	8		l	ʊk	31		l	ʊk	31	
祿		l	uk	8		l	uk	8		l	ʊk	31		l	ʊk	31	
碌		l	uk	7A		l	uk	6		l	ʊk	35		l	ʊk	35	
漉		l	uk	7A		l	uk	6		l	ʊk	35		l	ʊk	35	
麓		l	uk	7A		l	uk	6		l	ʊk	35		l	ʊk	35	
氯		l	uk	8		l	uk	8		l	ʊk	31		l	ʊk	31	
窿		l	ung	1		l	ung	1		l	ʊŋ	23		l	ɔoŋ	23	
隆		l	ung	4		l	ung	2		l	ʊŋ	22		l	ɔoŋ	22	
龍		l	ung	4		l	ung	2		l	ʊŋ	22		l	ɔoŋ	22	
隴		l	ung	5		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21	
嚨		l	ung	4		l	ung	2		l	ʊŋ	22		l	ɔoŋ	22	
瓏		l	ung	4		l	ung	2		l	ʊŋ	22		l	ɔoŋ	22	
朧		l	ung	4		l	ung	2		l	ʊŋ	22		l	ɔoŋ	22	
籠		l	ung	4		l	ung	2		l	ʊŋ	22		l	ɔoŋ	22	
聾		l	ung	4		l	ung	2		l	ʊŋ	22		l	ɔoŋ	22	
攏		l	ung	5		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21	
弄		l	ung	6		l	ung	4		l	ʊŋ	31		l	ɔoŋ	31	
壟		l	ung	5		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21	
蘆		l	uo	4		l	uo	2		l	uɔ	22		l	uɵ	22	
廬		l	uo	4		l	uo	2		l	uɔ	22		l	uɵ	22	
驢		l	uo	4		l	uo	2		l	uɔ	22		l	uɵ	22	
虜		l	uo	1		l	uo	1		l	uɔ	23		l	uɵ	23	
滷		l	uo	1		l	uo	1		l	uɔ	23		l	uɵ	23	
魯		l	uo	1		l	uo	1		l	uɔ	23		l	uɵ	23	
擄		l	uo	1		l	uo	1		l	uɔ	23		l	uɵ	23	
櫓		l	uo	1		l	uo	1		l	uɔ	23		l	uɵ	23	
盧		l	uo	4		l	uo	2		l	uɔ	22		l	uɵ	22	
爐		l	uo	4		l	uo	2		l	uɔ	22		l	uɵ	22	
顱		l	uo	4		l	uo	2		l	uɔ	22		l	uɵ	22	
賂		l	uo	6		l	uo	4		l	uɔ	31		l	uɵ	31	
路		l	uo	6		l	uo	4		l	uɔ	31		l	uɵ	31	
露		l	uo	6		l	uo	4		l	uɔ	31		l	uɵ	31	
鷺		l	uo	6		l	uo	4		l	uɔ	31		l	uɵ	31	
嚕		l	uo	1		l	uo	1		l	uɔ	23		l	uɵ	23	
五		m		2		m		3		m		35		m		35	
午		m		2		m		3		m		35		m		35	
伍		m		2		m		3		m		35		m		35	
蜈		m		4		m		2		m		22		m		22	
吾		m		4		m		2		m		22		m		22	
吳		m		4		m		2		m		22		m		22	
梧		m		4		m		2		m		22		m		22	
悟		m		6		m		4		m		31		m		31	
晤		m		6		m		4		m		31		m		31	
誤		m		6		m		4		m		31		m		31	
寤		m		6		m		4		m		31		m		31	
嗯		m		1		m		1		m		23		m		23	
嗯		m		2		m		3		m		35		m		35	
唔		m		5		m		2		m		21		m		21	
麻		m	aa	4		m	a	2		m	a	22		m	ᴀ	22	
痲		m	aa	4		m	a	2		m	a	22		m	ᴀ	22	
蟆		m	aa	4		m	a	2		m	a	22		m	ᴀ	22	
馬		m	aa	5		m	a	2		m	a	21		m	ᴀ	21	喇嘛
碼		m	aa	5		m	a	2		m	a	21		m	ᴀ	21	
罵		m	aa	6		m	a	4		m	a	31		m	ᴀ	31	
媽		m	aa	1		m	a	1		m	a	23		m	ᴀ	23	
媽		m	aa	2		m	a	3		m	a	35		m	ᴀ	35	
嗎		m	aa	1		m	a	1		m	a	23		m	ᴀ	23	是嗎
瑪		m	aa	1		m	a	1		m	a	23		m	ᴀ	23	
嬤		m	aa	1		m	a	1		m	a	23		m	ᴀ	23	
螞		m	aa	2		m	a	3		m	a	35		m	ᴀ	35	螞蟻
嘛		m	aa	5		m	a	2		m	a	21		m	ᴀ	21	嗎啡
螞		m	aa	1		m	a	1		m	a	23		m	ᴀ	23	螞螂
嗎		m	aa	5		m	a	2		m	a	21		m	ᴀ	21	
螞		m	aa	6		m	a	4		m	a	31		m	ᴀ	31	螞蚱
邁		m	aai	6		m	ai	4		m	ai	31		m	ᴀj	31	
買		m	aai	1		m	ai	1		m	ai	23		m	ᴀj	23	
買		m	aai	5		m	ai	2		m	ai	21		m	ᴀj	21	
賣		m	aai	6		m	ai	4		m	ai	31		m	ᴀj	31	
埋		m	aai	4		m	ai	2		m	ai	22		m	ᴀj	22	
霾		m	aai	4		m	ai	2		m	ai	22		m	ᴀj	22	
晚		m	aan	5		m	an	2		m	an	21		m	ᴀn	21	
蔓		m	aan	6		m	an	4		m	an	31		m	ᴀn	31	藤蔓
萬		m	aan	6		m	an	4		m	an	31		m	ᴀn	31	
蠻		m	aan	4		m	an	2		m	an	22		m	ᴀn	22	
慢		m	aan	6		m	an	4		m	an	31		m	ᴀn	31	
蔓		m	aan	4		m	an	2		m	an	22		m	ᴀn	22	蔓菁
饅		m	aan	6		m	an	4		m	an	31		m	ᴀn	31	
鰻		m	aan	6		m	an	4		m	an	31		m	ᴀn	31	
曼		m	aan	6		m	an	4		m	an	31		m	ᴀn	31	
幔		m	aan	6		m	an	4		m	an	31		m	ᴀn	31	
漫		m	aan	6		m	an	4		m	an	31		m	ᴀn	31	
抹		m	aat	7B		m	at	7		m	at	23		m	ᴀt	23	抹檯
矛		m	aau	4		m	au	2		m	au	22		m	ᴀw	22	
卯		m	aau	1		m	au	1		m	au	23		m	ᴀw	23	
茅		m	aau	4		m	au	2		m	au	22		m	ᴀw	22	
貌		m	aau	6		m	au	4		m	au	31		m	ᴀw	31	
牡		m	aau	5		m	au	2		m	au	21		m	ᴀw	21	
錨		m	aau	4		m	au	2		m	au	22		m	ᴀw	22	
毛		m	aau	4		m	au	2		m	au	22		m	ᴀw	22	
髦		m	aau	4		m	au	2		m	au	22		m	ᴀw	22	
冒		m	aau	6		m	au	4		m	au	31		m	ᴀw	31	冒犯
帽		m	aau	6		m	au	4		m	au	31		m	ᴀw	31	
陌		m	ak	8		m	aek	8		m	ɐk	31		m	ɐk	31	
驀		m	ak	8		m	aek	8		m	ɐk	31		m	ɐk	31	
脈		m	ak	8		m	aek	8		m	ɐk	31		m	ɐk	31	
麥		m	ak	8		m	aek	8		m	ɐk	31		m	ɐk	31	
冒		m	ak	8		m	aek	8		m	ɐk	31		m	ɐk	31	冒頓
墨		m	ak	8		m	aek	8		m	ɐk	31		m	ɐk	31	
默		m	ak	8		m	aek	8		m	ɐk	31		m	ɐk	31	
嘿		m	ak	8		m	aek	8		m	ɐk	31		m	ɐk	31	通「默」
民		m	an	4		m	aen	2		m	ɐn	22		m	ɐn	22	
閩		m	an	1		m	aen	1		m	ɐn	23		m	ɐn	23	
敏		m	an	1		m	aen	1		m	ɐn	23		m	ɐn	23	
憫		m	an	1		m	aen	1		m	ɐn	23		m	ɐn	23	
憫		m	an	2		m	aen	3		m	ɐn	35		m	ɐn	35	
岷		m	an	4		m	aen	2		m	ɐn	22		m	ɐn	22	
蚊		m	an	1		m	aen	1		m	ɐn	23		m	ɐn	23	
紊		m	an	1		m	aen	1		m	ɐn	23		m	ɐn	23	
刎		m	an	1		m	aen	1		m	ɐn	23		m	ɐn	23	
吻		m	an	1		m	aen	1		m	ɐn	23		m	ɐn	23	
文		m	an	4		m	aen	2		m	ɐn	22		m	ɐn	22	
蚊		m	an	4		m	aen	2		m	ɐn	22		m	ɐn	22	
紋		m	an	4		m	aen	2		m	ɐn	22		m	ɐn	22	
聞		m	an	4		m	aen	2		m	ɐn	22		m	ɐn	22	
問		m	an	6		m	aen	4		m	ɐn	31		m	ɐn	31	
緡		m	an	5		m	aen	2		m	ɐn	21		m	ɐn	21	
盟		m	ang	4		m	aeng	2		m	ɐŋ	22		m	ɐŋ	22	
猛		m	ang	2		m	aeng	3		m	ɐŋ	35		m	ɐŋ	35	
盲		m	ang	4		m	aeng	2		m	ɐŋ	22		m	ɐŋ	22	
猛		m	ang	5		m	aeng	2		m	ɐŋ	21		m	ɐŋ	21	
蜢		m	ang	5		m	aeng	2		m	ɐŋ	21		m	ɐŋ	21	
艋		m	ang	5		m	aeng	2		m	ɐŋ	21		m	ɐŋ	21	
孟		m	ang	6		m	aeng	4		m	ɐŋ	31		m	ɐŋ	31	
萌		m	ang	4		m	aeng	2		m	ɐŋ	22		m	ɐŋ	22	
錳		m	ang	5		m	aeng	2		m	ɐŋ	21		m	ɐŋ	21	
蜜		m	at	8		m	aet	8		m	ɐt	31		m	ɐt	31	
謐		m	at	8		m	aet	8		m	ɐt	31		m	ɐt	31	
密		m	at	8		m	aet	8		m	ɐt	31		m	ɐt	31	
勿		m	at	8		m	aet	8		m	ɐt	31		m	ɐt	31	
物		m	at	8		m	aet	8		m	ɐt	31		m	ɐt	31	
襪		m	at	8		m	aet	8		m	ɐt	31		m	ɐt	31	
繆		m	au	6		m	aeu	4		m	ɐu	31		m	ɐu	31	繆論
謬		m	au	6		m	aeu	4		m	ɐu	31		m	ɐu	31	
繆		m	au	4		m	aeu	2		m	ɐu	22		m	ɐu	22	未雨綢繆
哞		m	au	4		m	aeu	2		m	ɐu	22		m	ɐu	22	
咩		m	iaa	1		m	ia	1		m	ia	23		m	ɪᴀ	23	
命		m	iaang	6		m	iang	4		m	iaŋ	31		m	ɪᴀŋ	31	一條命
名		m	iaang	2		m	iang	3		m	iaŋ	35		m	ɪᴀŋ	35	你叫乜名？
名		m	iaang	4		m	iang	2		m	iaŋ	22		m	ɪᴀŋ	22	名聲
貓		m	iaau	1		m	iau	1		m	iau	23		m	ɪᴀw	23	
杳		m	iaau	1		m	iau	1		m	iau	23		m	ɪᴀw	23	
眇		m	iaau	5		m	iau	2		m	iau	21		m	ɪᴀw	21	
秒		m	iaau	5		m	iau	2		m	iau	21		m	ɪᴀw	21	
渺		m	iaau	5		m	iau	2		m	iau	21		m	ɪᴀw	21	
妙		m	iaau	6		m	iau	4		m	iau	31		m	ɪᴀw	31	
苗		m	iaau	4		m	iau	2		m	iau	22		m	ɪᴀw	22	
描		m	iaau	4		m	iau	2		m	iau	22		m	ɪᴀw	22	
廟		m	iaau	6		m	iau	4		m	iau	31		m	ɪᴀw	31	
