num	聲	呼	等	韻	調	組	攝	字	茶山茶山	茶山塘角(大部头)	茶山塘角(莞语探源)	長安	常平	大朗	道滘	東城	東坑	高埗	莞城	莞城字匯	莞城老男(語保)	莞城青男(語保)	橫瀝	洪梅	厚街	虎門	黃江	寮步	麻湧	南城	企石	橋頭	沙田	石碣	石龙1890原版	石龙1890粤拼版	石龍	石排	塘廈	萬江	望牛墩	謝崗	中堂		大嶺山	鳳崗	清溪	樟木頭
2874	透	合	一	寒	平	端	山	湍																											t′an	tan												
2875	透	開	一	寒	平	端	山	嘆	tʰæŋ¹³																																							
2876	透	開	一	寒	平	端	山	攤	tʰæŋ³¹		tʰan1									tʰɛŋ²³																												
2877	透	開	一	寒	平	端	山	灘	tʰæŋ³¹		tʰan1									tʰɛŋ²³																												
2878	透	開	一	寒	上	端	山	坦	tʰæŋ¹³		tʰan2									tʰɛŋ³⁵																												
2879	透	合	一	寒	上	端	山	瘓			vən6																																					
2880	透	開	一	寒	去	端	山	歎			tʰan3									tʰɛŋ⁴⁴³																												
2881	透	開	一	寒	去	端	山	炭	tʰæŋ¹³	tʰaŋ³⁴	tʰan3	tʰiaŋ⁴⁴³	tʰɛŋ³⁴	tʰaŋ²³	tʰɛŋ⁴⁴	tʰaŋ³⁴	tʰɛŋ²⁴	tʰɛŋ³⁴	tʰɛη443	tʰɛŋ⁴⁴³	thɛŋ44	thɛŋ44	tʰaŋ²⁴	tʰɛŋ³⁴	tʰɛŋ³³	tʰɛŋ⁴⁴³	tʰẽ³⁴	tʰaŋ²⁴	tʰaŋ⁴⁴	tʰɛŋ⁴³	tʰæŋ²³	tʰaŋ³⁵	tʰaŋ⁴³	tʰaŋ²³	t′án	taan	tʰaŋ²³	tʰaŋ²³	tʰiaŋ³⁴	tʰɛŋ³⁴	tʰɛŋ³⁴	tʰan³⁵	tʰɛŋ³⁴		tʰan⁵¹	tʰan⁵¹	tʰan⁵²	tʰan⁵¹
2882	透	開	一	寒	入	端	山	達	tæʔ0⁴³	tak³	taʔ9	tiak³	tɛk²	tak³	tɛʔ³	tak³	tɛk³	tɛk³	tɛk3	tɛk³	tɛk3	tɛk3	tak³|tak³⁴	tek³	tɛk³	tɛk³	tʰeʔ³	tak³	tak³	teʔ³	tæk²	tʰak³	tak³	tak²			tak³	tak³	tiak³	tɛk³	tɛʔ³	tʰat³	tɛk³		tʰat⁵	tʰat⁵	tʰat⁵	tʰat⁵
2883	透	開	一	寒	入	端	山	獺	tsʰaʔ0¹³																																							
2884	透	合	一	寒	上	端	山	疃																																								
2885	清	開	一	寒	平	精	山	餐	tsʰæŋ⁵⁵		tʃʰan1									ʧʰɛŋ²³																												
2886	清	開	一	寒	去	精	山	璨																																								
2887	清	開	一	寒	去	精	山	燦	tsʰæŋ¹³		tʃʰan3									ʧʰɛŋ⁴⁴³																												
2888	清	合	一	寒	去	精	山	竄			ʧʰin2									ʧʰɵn³⁵																												
2889	滂	開	一	寒	平	幫	山	拌	pəŋ⁴³											pun⁴⁴³																												
2890	滂	開	一	寒	平	幫	山	潘	pʰəŋ³¹		pʰən1									pʰun²³																												
2891	滂	開	一	寒	去	幫	山	判	pʰəŋ¹³	pʰɤŋ³⁴	pʰən3	pʰoŋ⁴⁴³	pʰəŋ³⁴	pʰəŋ²³	pʰun⁴⁴	pʰəŋ³⁴	pʰɤŋ²⁴	pʰoŋ³⁴	pᵇun443	pʰun⁴⁴³	phun44	phun44	pʰəŋ²⁴	pʰon³⁴	pʰin³³	pʰoŋ⁴⁴³	pʰun³⁴	pʰɤk²⁴	pʰuŋ⁴⁴	pʰun⁴³	pʰəŋ²³	pʰoŋ⁴⁴	pʰun⁴³	pʰoŋ²³			pʰoŋ²³	pʰəŋ²³	pʰun³⁴	pʰun³⁴	pʰun³⁴	pʰun⁴⁴	pʰun³⁴		pʰan⁵¹	pʰan³¹	pʰan³¹	pʰan⁴¹
2892	滂	開	一	寒	去	幫	山	胖	pʰəŋ²¹	pʰɤŋ³⁴		poŋ³³²	pəŋ³³	pəŋ³³	pʰun³⁴	pəŋ³⁴	pɤŋ⁴³	poŋ³³	pun443▲	pun⁴⁴³	pun44	pun44	pʰəŋ²⁴	pon⁴⁴³	pin³³	poŋ⁴⁴³	pun³³	pɤŋ⁴²	puŋ⁴¹	pun⁴³	pəŋ⁴³	pʰoŋ³⁴	pun⁴³	pʰoŋ²³			pʰoŋ²³	pəŋ⁴⁴	pun³³	pun⁴⁴³	pun³³	pʰun⁴⁴	pun³²		pʰan⁵¹	pʰan³¹	pʰaŋ⁵²	pʰan⁴¹
2893	滂	開	一	寒	去	幫	山	胖	pʰəŋ²¹	pʰɤŋ³⁴		poŋ³³²	pəŋ³³	pəŋ³³	pʰun³⁴	pəŋ³⁴	pɤŋ⁴³	poŋ³³	pun443▲	pun⁴⁴³	pun44	pun44	pʰəŋ²⁴	pon⁴⁴³	pin³³	poŋ⁴⁴³	pun³³	pɤŋ⁴²	puŋ⁴¹	pun⁴³	pəŋ⁴³	pʰoŋ³⁴	pun⁴³	pʰoŋ²³			pʰoŋ²³	pəŋ⁴⁴	pun³³	pun⁴⁴³	pun³³	pʰun⁴⁴	pun³²		pʰan⁵¹	pʰan³¹	pʰaŋ⁵²	pʰan⁴¹
2894	泥	開	一	寒	平	端	山	難	næŋ²¹|næŋ⁴³	naŋ²¹	lan4	liaŋ²¹	nɛŋ²¹	naŋ²¹	nɛŋ²¹	daŋ²²	nɛŋ²¹	nɛŋ²¹	nɛŋ31	nɛŋ³¹|nɛŋ⁴⁴³	nɛŋ31	lɛŋ31	daŋ²¹	dɛŋ³¹	dɛŋ³¹	lɛŋ²¹	dẽ²¹	naŋ²¹	laŋ²²¹	nɛŋ³¹	dæŋ²¹	naŋ²¹	daŋ²¹	naŋ²¹	nán	naan	naŋ²¹	daŋ²¹	diaŋ²¹	nɛŋ²¹	dɛŋ²¹	dan²¹	nɛŋ²¹		lan²¹	lan²¹	lan²¹	dan²²
2895	泥	開	一	寒	去	端	山	難	næŋ²¹|næŋ⁴³	naŋ²¹	lan4	liaŋ²¹	nɛŋ²¹	naŋ²¹	nɛŋ²¹	daŋ²²	nɛŋ²¹	nɛŋ²¹	nɛŋ31	nɛŋ³¹|nɛŋ⁴⁴³	nɛŋ31	lɛŋ31	daŋ²¹	dɛŋ³¹	dɛŋ³¹	lɛŋ²¹	dẽ²¹	naŋ²¹	laŋ²²¹	nɛŋ³¹	dæŋ²¹	naŋ²¹	daŋ²¹	naŋ²¹	nán	naan	naŋ²¹	daŋ²¹	diaŋ²¹	nɛŋ²¹	dɛŋ²¹	dan²¹	nɛŋ²¹		lan²¹	lan²¹	lan²¹	dan²²
2896	泥	合	一	寒	上	端	山	暖	lin¹³	nin³⁴	lin3	lyn³⁴	neŋ³⁴	nin²³	nun³⁴	din³⁴	nɪŋ²⁴	noŋ³⁴	non34	nɵn³⁴	nɵn34	lɵn34	deŋ³²|deŋ²⁴	don³⁴	din²³	lyn³⁴	din³⁴	nin²⁴	lyŋ²³	nun³⁴	din²³	nyn²²|nyn³⁴	dyn²³	nyn²³	nün	nyun	nɵn²³	diŋ²³	din³⁴	nun³⁴	don³⁴	dyn³⁴	nun³⁴		lɔn²³	lɔn²³	lɔn³⁴	dɔn³⁴
2897	泥	開	一	寒	入	端	山	捺	naʔ0⁴³		laʔ9									nɛk³															nát	naat												
2898	明	開	一	寒	平	幫	山	饅	mæŋ⁴³		man6																																					
2899	明	開	一	寒	平	幫	山	蔓	mæŋ⁴³		man6									mɛŋ⁴⁴³																												
2900	明	開	一	寒	平	幫	山	鰻																																								
2901	明	開	一	寒	平	幫	山	瞞	bəŋ³¹		mən4									mun³¹																												
2902	明	開	一	寒	平	幫	山	曼			man6																																					
2903	明	開	一	寒	上	幫	山	滿	bəŋ¹³	mɤŋ³⁴	mən5	boŋ³⁴	məŋ³⁴	məŋ²³	mun³⁴	bəŋ³⁴	mɤŋ²⁴	moŋ³⁴	mun34	mun³⁴	mun34	mun34	bəŋ²⁴	bon³⁴	bin²³	moŋ³⁴	bun³⁴	mɤŋ²⁴	muŋ²³	mun³⁴	bəŋ²³	moŋ³⁴	bun²³	moŋ²³			moŋ²³	bəŋ²³	bun³⁴	mun³⁴	bun³⁴	bun³⁴	mun³⁴		ban²³	man²³	man³⁴	ban³⁴
2904	明	開	一	寒	去	幫	山	漫	mæŋ⁴³		man6									mɛŋ⁴⁴³																												
2905	明	開	一	寒	去	幫	山	幔			man6									mɛŋ⁴⁴³																												
2906	明	開	一	寒	入	幫	山	末	bək0⁴³	mɤk³	məʔ9	bok³	mək²	mək³	mut³	bək³	mɤk³	mok³	mut3	mut³	mut3	mut3	bək³	boit³	bit³	mok³	but³	mɤk³	muk³	mut³	bək²	mok³	but³	mok²	mút	mut	mok³	bək³	but³	mut³	buiʔ³	but³	mut³		bat⁵	mat⁵	mat⁵	bat⁵
2907	明	開	一	寒	入	幫	山	抹	maʔ0¹³		məʔ8									mɛ³⁴															mát	maat												
2908	來	開	一	寒	平	來	山	闌																																								
2909	來	合	一	寒	平	來	山	巒			lin4																																					
2910	來	開	一	寒	平	來	山	蘭	læŋ²¹	laŋ²¹	lan4	liaŋ²¹	lɛŋ²¹	laŋ²¹	ŋɛŋ²¹	laŋ²²	lɛŋ²¹	lɛŋ²¹	lɛŋ31	lɛŋ³¹	ŋɛŋ31	lɛŋ31	laŋ²¹	gɛŋ³¹	lɛŋ³¹	lɛŋ²¹	lẽ²¹	laŋ²¹	laŋ²²¹	lɛŋ³¹	læŋ²¹	laŋ²¹	laŋ²¹	laŋ²¹			laŋ²¹	laŋ²¹	liaŋ²¹	ŋɛŋ²¹	gɛŋ²¹	lan²¹	lɛŋ²¹		lan²¹	lan²¹	lan²¹	dan²²
2911	來	開	一	寒	平	來	山	瀾			lan4																																					
2912	來	開	一	寒	平	來	山	攔	læŋ²¹		lan4									lɛŋ³¹																												
2913	來	開	一	寒	平	來	山	欄	læŋ²¹		lan4									lɛŋ³¹															lán	laan												
2914	來	開	一	寒	上	來	山	懶	læŋ¹³	laŋ³⁴	lan3	liaŋ³⁴	lɛŋ³⁴	laŋ²³	ŋɛŋ³⁴	laŋ³⁴	lɛŋ²⁴	lɛŋ³⁴	1ɛŋ34	lɛŋ³⁵	ŋɛŋ34	lɛŋ34	laŋ³²	gɛŋ³⁴	lɛŋ²³	lɛŋ³⁴	lɔ̃³⁴	laŋ²⁴	laŋ²³	lɛŋ³⁴	læŋ²³	laŋ²²|laŋ³⁴	laŋ²³	laŋ²³			laŋ²³	laŋ²³	liaŋ³⁴	ŋɛŋ³⁴	gɛŋ³⁴	lan³⁴	ŋɛŋ³⁴		lan²³	lan²³	lan³⁴	dan³⁴
2915	來	合	一	寒	上	來	山	卵	tsʰɐn³¹		lin2									lɵn³⁴																												
2916	來	合	一	寒	去	來	山	亂	lin⁴³	lin⁴⁴	lin6	lyn³³²	leŋ³³	lin³³	ŋun⁴⁴	lin⁴⁴	lɪŋ⁴³	loŋ³³	1on443	lɵn⁴⁴³|ʃak⁵	ŋɵn44	lɵn44	leŋ³³	gon⁴⁴³	lin³³	lyn⁴⁴³	lin³³	lin⁴²	lyŋ⁴¹	lun⁴³	lin⁴³	lyn⁴⁴	lyn⁴³	lyn³³			lɵn⁴¹	liŋ⁴⁴	lin³³	ŋun⁴⁴³	gon³³	lyn⁴⁴	lun³²		lɔn⁵¹	lɔn³¹	lɔn³¹	dɔn⁴¹
2917	來	開	一	寒	去	來	山	爛	læŋ⁴³	laŋ⁴⁴	lan6	liaŋ³³²	lɛŋ³³	laŋ³³	ŋɛŋ⁴⁴	laŋ⁴⁴	lɛŋ⁴³	lɛŋ³³	lɛŋ443	lɛŋ⁴⁴³	ŋɛŋ44	lɛŋ44	laŋ³³	gɛŋ⁴⁴³	lɛŋ³³	lɛŋ⁴⁴³	lɔ̃³³	laŋ⁴²	laŋ⁴¹	lɛŋ⁴³	læŋ⁴³	laŋ⁴⁴	laŋ⁴³	laŋ³³			laŋ⁴¹	laŋ⁴⁴	liaŋ³³	ŋɛŋ⁴⁴³	gɛŋ³³	lan⁴⁴	ŋɛŋ³²		lan⁵¹	lan³¹	lan³¹	dan⁴¹
2918	來	合	一	寒	平	來	山	鸞	lin²¹											lɵn³¹																												
2919	來	合	一	寒	入	來	山	捋	lit0⁴³|None																																							
2920	來	開	一	寒	入	來	山	剌																																								
2921	來	開	一	寒	入	來	山	瘌																											ts′ek	cek												
2922	精	合	一	寒	平	精	山	鑽	tsin¹³|tsin¹³		ʧin3									ʧɵn⁴⁴³|ʧɵn⁴⁴³																												
2923	精	開	一	寒	去	精	山	讚																											tsán	zaan												
2924	精	開	一	寒	去	精	山	贊	tsæŋ¹³		tʃan3									ʧɛŋ⁴⁴³																												
2925	精	合	一	寒	入	精	山	撮	tsʰaʔ0⁴³		tʃʰiʔ7									ʧɵt³															ts′üt	cyut												
2926	精	開	一	寒	去	精	山	灒																																								
2927	精	合	一	寒	上	精	山	纂																																								
2928	見	合	一	寒	平	見	山	棺	kəŋ³¹											kwun²³																												
2929	見	開	一	寒	平	見	山	奸	kæŋ³¹	kaŋ³³	kan1	kiaŋ³⁴	kɛŋ³²	kaŋ³¹	kɛŋ²³	kaŋ³³	kɛŋ³²	kɛŋ²³	kɛŋ23		kɛŋ23	kɛŋ23	kaŋ³²	kɛŋ²³	kɛŋ²³	kɛŋ⁵⁵	kẽ³²	kaŋ³¹	kaŋ⁵⁵³	kɛŋ²³	kæŋ³²	kaŋ²²	kaŋ⁵³	kaŋ²²			kaŋ³¹	kaŋ³²	kiaŋ³²	kɛŋ²³	kɛŋ²³	kan²²	kɛŋ²³		kan²³	kan²³	kan³⁴	kan³⁴
2930	見	開	一	寒	平	見	山	肝	kəŋ³¹	kɤŋ³³	kən1	koŋ³⁴|koŋ⁵⁵⁴	kəŋ³²	kəŋ³¹	kwun²³	kwəŋ³³	kɤŋ³²	kwoŋ²³	kwun23	kwun²³	kun23	kun23	kəŋ³²	kwon²³	kwin²³	kwoŋ²³|kwoŋ⁵⁵	kun³²	kwɤŋ³¹	kwuŋ⁵⁵³	kwun²³	kəŋ³²	koŋ²²	kwun⁵³|kɔn⁵⁵	kwoŋ²²			kwoŋ³¹	kəŋ³²	kun³²	kwun²³	kwun²³	kun²²	kwun²³		kɔn²³	kɔn²³	kɔn³⁴	kɔn³⁴
2931	見	開	一	寒	平	見	山	竿			kən1									kwun²³																												
2932	見	合	一	寒	平	見	山	觀	kuəŋ¹³|kəŋ³¹		kən1;kən3									kwun²³|kwun²³																												
2933	見	合	一	寒	去	見	山	觀	kuəŋ¹³|kəŋ³¹		kən1;kən3									kwun²³|kwun²³																												
2934	見	合	一	寒	平	見	山	冠	kuəŋ¹³|kəŋ³¹		kən3									kwun²³|kwun⁴⁴³																												
2935	見	合	一	寒	去	見	山	冠	kuəŋ¹³|kəŋ³¹		kən3									kwun²³|kwun⁴⁴³																												
2936	見	合	一	寒	平	見	山	官	kəŋ³¹	kɤŋ³³	kən1	koŋ⁵⁵⁴	kəŋ³²	kəŋ³¹	kwun²³	kwəŋ³³	kɤŋ³²	kwoŋ²³	kwun23	kwun²³	kun23	kun23	kəŋ³²	kwon²³	kwin²³	kwoŋ⁵⁵	kun³²	kwɤŋ³¹	kwuŋ⁵⁵³	kwun²³	kəŋ³²	koŋ²²	kwun⁵³	kwoŋ²²	kwún	gwun	kwoŋ³¹	kəŋ³²	kun³²	kwun²³	kwun²³	kun²²	kwun²³		kɔn²³	kɔn²³	kɔn³⁴	kɔn³⁴
2937	見	合	一	寒	平	見	山	貫	kuəŋ¹³		kən3									kwun⁴⁴³																												
2938	見	合	一	寒	平	見	山	倌																																								
2939	見	開	一	寒	平	見	山	乾	kʰin²¹		kʰin4									kʰɵn³¹															k′ün	kyun												
2940	見	開	一	寒	平	見	山	干	kəŋ³¹																										kwún	gwun												
2941	見	合	一	寒	上	見	山	管	kuəŋ³⁵		kən2									kwun³⁵																												
2942	見	開	一	寒	上	見	山	稈	kəŋ³⁵		kən2																																					
2943	見	合	一	寒	去	見	山	鸛																																								
2944	見	開	一	寒	去	見	山	杆			kən1									kwun³⁵|kwun³⁵																												
2945	見	合	一	寒	去	見	山	罐	kuəŋ¹³		kən3									kwun⁴⁴³																												
2946	見	合	一	寒	去	見	山	館	kuəŋ³⁵		kən2									kwun³⁵																												
2947	見	合	一	寒	去	見	山	灌	kuəŋ¹³		kən3									kwun⁴⁴³																												
2948	見	開	一	寒	去	見	山	幹	kəŋ¹³		kən1;kən3									ʧau²³|kwun²³|kwun²³|kwun⁴⁴³																												
2949	見	合	一	寒	入	見	山	聒																																								
2950	見	開	一	寒	入	見	山	割	kuək0¹³	kɤk³⁴	kəʔ8	kok²³	kək²³	kək²³	kwut³	kwui³⁴	kɤk²⁴	kwok³	kwut3	kwut³	kut3	kut3	kək⁵|kək³⁴	kwoit³	kwui³³|kwit³	kok³	kwut⁵|kwut³⁴	kwɤk³⁴	kwuk²³	kwut³	kək²	kok³	kwut³|kɔt³	kwok²³	k′wút	kwut	kwok³⁴	kək³	kut³	kwut³	kwuiʔ³	kut⁵	kwut³		kɔt³	kɔt³	kɔt³	kɔt³
2951	見	合	一	寒	入	見	山	活	uək0⁴³	vɤk³	vɔʔ9	wok³	vək²	vək³	wut³	wək³	vɤk³	wok³	wut3	wut³	wut3	wut3	wək³	woit³	wit³	wok³	wut³	vɤk³	wuk³	wut³	wək²	wok³	wut³	wok²	wút, or út	wut, or ut	wok³	wək³	wut³	wut³	wuiʔ³	wut³	wut³		fat⁵	fat⁵	fat⁵	fat⁵
2952	見	合	一	寒	入	見	山	括	kʰuək0¹³		khəʔ8									kwut³															k′wút	kwut												
2953	見	開	一	寒	入	見	山	葛	kuək0¹³		kəʔ8									kwut³																												
2954	見	開		寒	上	見	山	擀																																								
2955	見	合	一	寒	平	見	山	莞																																								
2956	端	合	一	寒	平	端	山	端	tin³¹	tin³³	tin1	tyn³⁴|tyn⁵⁵⁴	teŋ³²	tin³¹	tun²³	tin³³	tɪŋ³²	toŋ²³	ton23	tɵn²³	tɵn23	tɵn23	teŋ³²	ton²³	tin²³	tyn⁵⁵	tin³²	tin³¹	tyŋ⁵⁵³	tun²³	tin³²	tyn²²	tyn⁵³	tyn²²	tün	dyun	tɵn³¹	tiŋ³²	tin³²	tun²³	ton²³	tyn²²	tun²³		tɔn²³	tɔn²³	tɔn³⁴	tɔn³⁴
2957	端	開	一	寒	平	端	山	單	sin¹³|tæŋ³¹	taŋ³³	tan1	tiaŋ⁵⁵⁴	tɛŋ³²	taŋ³¹	tɛŋ²³	taŋ³³	tɛŋ³²	tɛŋ²³	tɛŋ23	ʃin⁴⁴³|tɛŋ²³	tɛŋ23	tɛŋ23	taŋ³²	tɛŋ²³	tɛŋ²³	tɛŋ⁵⁵	tẽ³²	taŋ³¹	taŋ⁵⁵³|taŋ⁵⁵	tɛŋ²³	tæŋ³²	taŋ²²	taŋ⁵³	taŋ²²			taŋ³¹	taŋ³²	tiaŋ³²	tɛŋ²³	tɛŋ²³	tan²²	tɛŋ²³		tan²³	tan²³	tan³⁴	tan³⁴
2958	端	開	一	寒	平	端	山	殫																																								
2959	端	開	一	寒	平	端	山	丹	tæŋ⁵⁵		tan1									tɛŋ²³															tán	daan												
2960	端	合	一	寒	上	端	山	斷	tin⁴³|tʰin¹³|tin³¹	tʰin³⁴|tin⁴⁴	tin6;tʰin3	tʰyn³⁴|tyn³³²	tʰeŋ³⁴|teŋ³³	tʰin²³|tin³³	tʰun³⁴|tun⁴⁴	tʰin³⁴|tin⁴⁴	tʰɪŋ²⁴	tʰoŋ³⁴|toŋ³³	tʰon34ton443	tɵn⁴⁴³|tʰɵn³⁴	thɵn34	thɵn34	tʰeŋ³²|tʰeŋ²⁴|teŋ³³	tʰon³⁴|ton⁴⁴³	tʰin²³|tin³³	tʰyn³⁴|tyn⁴⁴³	tʰin³⁴	tʰin²⁴|tin⁴²	tʰyŋ²³|tyŋ⁴¹	tʰun³⁴|tun⁴³	tʰin²³	tʰyn²²|tyn⁴⁴	tʰyn²³|tyn⁴³	tʰyn²³|tyn³³			tʰɵn²³|tɵn⁴¹	tʰiŋ²³|tiŋ⁴⁴	tʰin³⁴	tʰun³⁴|tun⁴⁴³	tʰon³⁴|ton³³	tʰyn³⁴	tʰun³⁴|tun³²		tʰɔn²³	tʰɔn²³|tɔn⁵¹	tʰɔn³⁴	tʰɔn³⁴|tɔn⁵¹
2961	端	合	一	寒	去	端	山	斷	tin⁴³|tʰin¹³|tin³¹	tʰin³⁴|tin⁴⁴	tin6;tʰin3	tʰyn³⁴|tyn³³²	tʰeŋ³⁴|teŋ³³	tʰin²³|tin³³	tʰun³⁴|tun⁴⁴	tʰin³⁴|tin⁴⁴	tʰɪŋ²⁴	tʰoŋ³⁴|toŋ³³	tʰon34ton443	tɵn⁴⁴³|tʰɵn³⁴	thɵn34	thɵn34	tʰeŋ³²|tʰeŋ²⁴|teŋ³³	tʰon³⁴|ton⁴⁴³	tʰin²³|tin³³	tʰyn³⁴|tyn⁴⁴³	tʰin³⁴	tʰin²⁴|tin⁴²	tʰyŋ²³|tyŋ⁴¹	tʰun³⁴|tun⁴³	tʰin²³	tʰyn²²|tyn⁴⁴	tʰyn²³|tyn⁴³	tʰyn²³|tyn³³			tʰɵn²³|tɵn⁴¹	tʰiŋ²³|tiŋ⁴⁴	tʰin³⁴	tʰun³⁴|tun⁴⁴³	tʰon³⁴|ton³³	tʰyn³⁴	tʰun³⁴|tun³²		tʰɔn²³	tʰɔn²³|tɔn⁵¹	tʰɔn³⁴	tʰɔn³⁴|tɔn⁵¹
2962	端	合	一	寒	上	端	山	短	tin³⁵	tin³⁵	tin2	tyn³⁵	teŋ⁵⁵	tin⁵⁵	tun³⁵	tin³⁵	tɪŋ⁴⁵	toŋ³⁵	ton35	tɵn³⁵	tɵn35	tɵn35	teŋ⁵⁵	ton³⁵	tin³⁵	tyn³⁵	tin⁵⁵	tin³⁵	tyŋ³⁵	tun³⁵	tin⁵⁵	tyn⁵⁵	tyn³⁵	tyn³⁵			tɵn³⁵	tiŋ³⁵	tin⁵⁵	tun³⁵	ton³⁵	tyn⁵⁵	tun³⁵		tɔn⁴¹	tɔn³¹	tɔn³¹	tɔn⁴¹
2963	端	開	一	寒	去	端	山	旦	tæŋ¹³		tan6									tɛŋ⁴⁴³																												
2964	端	開	一	寒	去	端	山	旦	tæŋ¹³		tan6									tɛŋ⁴⁴³																												
2965	端	合	一	寒	去	端	山	鍛	tin⁴³		tin6									tɵn⁴⁴³|tɵn⁴⁴³																												
2966	端	合		寒	入	端	山	掇	tok0⁴³																																							
2967	端	開	一	寒	平	端	山	鄲																																								
2968	定	合	一	寒	平	端	山	團	tʰin²¹		tʰin4									tʰɵn³¹|tʰɵn³¹															t′ün	tyun												
2969	定	開	一	寒	平	端	山	壇	tʰæŋ²¹		tʰan4									tʰɛŋ³¹																												
2970	定	開	一	寒	平	端	山	檀	tʰæŋ²¹		tʰan4									tʰɛŋ³¹																												
2971	定	開	一	寒	平	端	山	彈	tæŋ⁴³|tʰæŋ²¹	tʰaŋ²¹	tan6;tʰan4	tʰiaŋ²¹	tʰɛŋ²¹	tʰaŋ²¹	tʰɛŋ²¹	tʰaŋ²²	tʰɛŋ²¹	tʰɛŋ²¹	tʰɛŋ31	tɛŋ[9]小稱變調³⁵|tʰɛŋ³¹	thɛŋ31	thɛŋ31	tʰaŋ²¹	tʰɛŋ³¹	tʰɛŋ³¹	tʰɛŋ²¹	tʰẽ²¹	tʰaŋ²¹	tʰaŋ²²¹	tʰɛŋ³¹	tʰæŋ²¹	tʰaŋ²¹	tʰaŋ²¹	tʰaŋ²¹			tʰaŋ²¹	tʰaŋ²¹	tʰiaŋ²¹	tʰɛŋ²¹	tʰɛŋ²¹	tʰan²¹	tʰɛŋ²¹		tʰan²¹	tʰan²¹	tʰan²¹	tʰan²²
2972	定	開	一	寒	去	端	山	彈	tæŋ⁴³|tʰæŋ²¹	tʰaŋ²¹	tan6;tʰan4	tʰiaŋ²¹	tʰɛŋ²¹	tʰaŋ²¹	tʰɛŋ²¹	tʰaŋ²²	tʰɛŋ²¹	tʰɛŋ²¹	tʰɛŋ31	tɛŋ[9]小稱變調³⁵|tʰɛŋ³¹	thɛŋ31	thɛŋ31	tʰaŋ²¹	tʰɛŋ³¹	tʰɛŋ³¹	tʰɛŋ²¹	tʰẽ²¹	tʰaŋ²¹	tʰaŋ²²¹	tʰɛŋ³¹	tʰæŋ²¹	tʰaŋ²¹	tʰaŋ²¹	tʰaŋ²¹			tʰaŋ²¹	tʰaŋ²¹	tʰiaŋ²¹	tʰɛŋ²¹	tʰɛŋ²¹	tʰan²¹	tʰɛŋ²¹		tʰan²¹	tʰan²¹	tʰan²¹	tʰan²²
2973	定	開	一	寒	平	端	山	但	tæŋ⁴³		tan6									tɛŋ⁴⁴³																												
2974	定	合	一	寒	上	端	山	斷	tin⁴³|tʰin¹³|tin³¹	tʰin³⁴|tin⁴⁴	tin6;tʰin3	tʰyn³⁴|tyn³³²	tʰeŋ³⁴|teŋ³³	tʰin²³|tin³³	tʰun³⁴|tun⁴⁴	tʰin³⁴|tin⁴⁴	tʰɪŋ²⁴	tʰoŋ³⁴|toŋ³³	tʰon34ton443	tɵn⁴⁴³|tʰɵn³⁴	thɵn34	thɵn34	tʰeŋ³²|tʰeŋ²⁴|teŋ³³	tʰon³⁴|ton⁴⁴³	tʰin²³|tin³³	tʰyn³⁴|tyn⁴⁴³	tʰin³⁴	tʰin²⁴|tin⁴²	tʰyŋ²³|tyŋ⁴¹	tʰun³⁴|tun⁴³	tʰin²³	tʰyn²²|tyn⁴⁴	tʰyn²³|tyn⁴³	tʰyn²³|tyn³³			tʰɵn²³|tɵn⁴¹	tʰiŋ²³|tiŋ⁴⁴	tʰin³⁴	tʰun³⁴|tun⁴⁴³	tʰon³⁴|ton³³	tʰyn³⁴	tʰun³⁴|tun³²		tʰɔn²³	tʰɔn²³|tɔn⁵¹	tʰɔn³⁴	tʰɔn³⁴|tɔn⁵¹
2975	定	開	一	寒	上	端	山	誕	tæŋ¹³		tan3									tɛŋ⁴⁴³																												
2976	定	開	一	寒	上	端	山	袒			tʰan2																																					
2977	定	合	一	寒	上	端	山	緞	tin⁴³		tin6									tɵn⁴⁴³																												
2978	定	開	一	寒	去	端	山	憚																																								
2979	定	合	一	寒	去	端	山	段	tin⁴³		tin6									tɵn⁴⁴³																												
2980	定	合	一	寒	入	端	山	奪	tit0⁴³	tit³	tiʔ9	tyt³	tek²	tit³	tut³	tit³	tɪk³	tok³	tot3	tɵt³	tɵt3	tɵt3	tek³	toit³	tit³	tyt³	tit³	tit³	tyk³	tut³	tit²	tyt³	tyt³	tyt²	tüt	dyut	tɵt³	tik³	tit³	tut³	toiʔ³	tyt³	tut³		tʰɔt⁵	tʰɔt⁵	tʰɔt⁵	tʰɔt⁵
2981	定	合	一	寒	入	端	山	脫	tʰit0¹³	tʰit³⁴	thiʔ8	tʰyt²³	tʰek²³	tʰit²³	tʰut³	tʰit³⁴	tʰɪk²⁴	tʰok³	tʰot3	tʰɵt³	thɵt3	thɵt3	tʰek⁵|tʰek³⁴	tʰoit³	tʰit³	tʰyt³	tʰit³⁴	tʰit³⁴	tʰyk²³	tʰut³	tʰit²	tʰyt⁵	tʰyt³	tʰyt²³	t′üt	tyut	tʰɵt³⁴	tʰik³	tʰit²³	tʰut³	tʰoiʔ³	tʰyt³	tʰut³		tʰɔt³	tʰɔt³	tʰɔt³	tʰɔt³
2982	定	開	一	寒	上	端	山	膻																																								
2983	定	合	一	寒	去	端	山	椴																																								
