序號	詞目	詞性	詞目索引	音讀	方言點	釋義	例句	相似詞	相反詞	對應音檔名稱
8847	海南島			hoi31 nam113 do31		島名。位於廣東省南部，處南海中，隔瓊州海峽與雷州半島相望，面積三萬二千一百九十八平方公里。為大陸地區第一大島，南控南洋群島，形勢重要。也稱為「瓊州島」。				hk0000005581-1-3
8848	亥	名		hoi53		2.時辰名。約為晚上九點至十一點。　1.地支名。排在第十二順位，後多用來當作排列次序的用字。　3.姓。	例：亥時。			hk0000005582-1-3
8849	害	動		hoi53		1.災禍、損壞。　2.無益的、不利人的。與「益」相對。　3.殺、傷。　4.妨礙、不利。　5.使人受害。	例：蟲害。 例：害子害孫。 例：殺害。 例：妨害。 例：害死人。			hk0000005583-1-3
8850	害死人	動		hoi53 si31 ngin113		1.把人害死。　2.把人害得很慘。	例：本成想愛分佢一點教訓定定，無想著會出人命，正經係害死人了。(（當初只想給他點教訓而已，沒想到會出人命，真的害死人了。）) 例：正經無想著，佢會為著錢同𠊎出賣，實在係害死人！(（真沒想到，他會為了錢把我出賣，簡直害死人！）)			hk0000005584-1-3
8851	駭			hoi53		1.吃驚、懼怕。　2.令人吃驚、可怕的。	例：驚駭。 例：驚世駭俗。			hk0000005585-1-3
8852	旱	名　形　動		hon33		1.久不下雨的情形。　2.乾的、缺水的。　3.排放。	例：做天旱（鬧旱災）、天大旱(（久沒降雨）) 例：旱坑(（旱溪）) 例：旱水（放水）、旱雷（打雷）、旱油(（催油門）)			hk0000005586-1-3
8853	旱菸	名		hon33 rhen33		臺灣早期吸菸的方法有二。一為旱菸，一為水菸。旱菸指將菸草碎末、菸絲或菸葉置於菸桿或旱菸筒中點火吸食。	例：姐公還在該下當好用旱菸筒哺菸。(（外公在世時很喜歡用旱煙筒抽菸。）)			hk0000005587-1-3
8854	旱塘			hon33 tong113		1.乾涸的池塘。　2.把池塘的水放掉。	例：這個旱塘頭擺有畜魚，這下既經廢撇咧。(（這個乾涸的池塘以前有養魚，現在已經廢掉了。）) 例：佢為著愛弇魚，喊阿哥去旱塘，水放較減兜。(（他為了要抓魚，叫哥哥去把池塘裡的水放掉一點。）)			hk0000005590-1-3
8855	旱災	名		hon33 zai33		因長期雨水不足所造成的災害。常影響農作物正常的生長，而導致糧食供應不足。	例：天空落雨係解除旱災最好个方法。(（天空下雨是解除旱災的最好方法。）)	天旱	水災	hk0000005591-1-3
8856	旱水			hon33 shui31		放水。開啟水口或閘門，使蓄水處的水排出或流至他處。	例：田肚無水該下，斯愛準備去陂塘旱水咧。(（田裡沒水時，就要準備去池塘放水了。）)	放水		hk0000005592-1-3
8857	旱塘涵	動		hon33 tong113 ham113		在水道上用以控制流量的一種設備。昔日需以人潛入開啟閘門，今則用洩水閘控制即可。	例：落大雨个時節，就愛注意旱塘涵了。(（下大雨的時候，就要注意調節閘門的水量了。）)			hk0000005593-1-3
8858	寒	形　動		hon113		1.形容氣溫低。　2.戰慄、恐懼。　3.毛細孔收縮的樣子。	例：寒流、寒天。 例：心寒膽顫。 例：皮寒。			hk0000005594-1-3
8859	寒流			hon113 liu113		從高緯度地區向低緯度地區流動的冷空氣。	例：寒流吂到，靠天食飯个農家人斯開始愁便咧！(（寒流還沒到達，靠天吃飯的農民就開始發愁啦！）)			hk0000005596-1-3
8860	寒露			hon113 lu53		二十四節氣之一。在國曆十月八日或九日。此時入秋，露氣寒冷，為秋收秋種之時。				hk0000005597-1-3
8861	寒舍	名		hon113 sha53		謙稱自己所居住的屋舍。	例：有閒歡迎你兜來寒舍坐尞。(（有空歡迎你們到我家坐坐。）)			hk0000005599-1-3
8862	寒酸	形		hon113 son33		原指出身低微讀書人的窮苦姿態，後用來形容人儀態不大方的樣子。	例：人客來尞該下，阿姆雖然正煮幾項便菜飯仔，毋過乜毋會分人試著忒寒酸。(（客人來訪，媽媽雖然只做些家常菜，但也不會讓人覺得寒酸。）)	見笑落魄貧寒小氣	大方	hk0000005600-1-3
8863	寒心	動		hon113 sim33		1.因畏懼而感到害怕。　2.因失望而感到灰心、痛心。	例：子女不孝爺哀个新聞，看了正經分人寒心。(（子女不孝順父母親的新聞，看了真讓人寒心。）) 例：佢嗄青瞑無目珠在該亂講話，正經分人寒心。(（他竟然能睜眼說瞎話，真令人寒心。）)	灰心侷心絕傷心		hk0000005602-1-3
8864	寒毛菇			hon113 mo33 gu33　小稱變調讀hon113 mo33 gu35		雞皮疙瘩。皮膚因遇冷或受其他刺激，而呈點狀突起的生理現象。	例：今晡日天時恁寒，害𠊎寒都歸身寒毛菇膨膨起。(（今天天氣很冷，害我冷得全身都起雞皮疙瘩。）)	雞嫲皮		
8865	寒熱表	名		hon113 ngied54 biau31		用來測量冷熱程度的一種儀器。	例：人在作燒該下，都係用寒熱表來量體溫。(（人在發燒時，通常都用溫度計來量體溫。）)	寒熱針溫度計		hk0000005604-1-3
8866	漢			hon53		1.種族名。　2.漢語的簡稱。　3.朝代名。　4.銀河、天河。　5.河川名。　6.漢口或武漢的簡稱。　7.男子的泛稱。	例：漢族。 例：漢文。 例：漢朝。 例：天漢。 例：漢水。 例：京漢鐵路。 例：羅漢腳。			hk0000005605-1-3
8867	漢堡	名		hon53 bo31		2.為英語「Hamburger」的音譯。一種在圓形麵包內夾碎牛肉、雞肉、豬肉餅的三明治。　1.為英語「Hamburg」的音譯。城市名。位於德國北部易北河下游的城市，是德國的第一大商港。	例：這間賣早點个店仔，佢兜自家做个雞肉漢堡盡有名。(（這家早餐店，他們自己做的雞肉漢堡很有名。）)			hk0000005606-1-3
8868	漢族	名		hon53 cug54		以華夏為主幹的族稱，為我國五大民族之一。	例：中華民族係漢族、滿族、蒙族、回族、藏族這五個民族个人互相融合起來个。(（中華民族是由漢族、滿族、蒙族、回族、藏族這五大民族的人民相互融合而成的。）)			hk0000005607-1-3
8869	漢奸	名		hon53 gien33		為一己的私利而甘心出賣國家、民族的人。	例：做人愛講忠孝仁義，做毋得做漢奸，出賣自家个國家。(（做人要講忠孝仁義，不可以做漢奸，出賣自己的國家。）)			hk0000005608-1-3
8870	漢語			hon53 ngi33		屬漢藏語系中的一支。通常再分為北方話、吳語、湘語、贛語、客語、粵語、閩語等七種主要方言。是世界上使用人數最多的一種語言。				hk0000005609-1-3
8871	漢人	名		hon53 ngin113		1.泛指漢族人。　2.專指漢代的人。　3.元代時，蒙古人稱契丹、高麗、女真等民族的人為「漢人」。	例：漢人在中華民族裡背係最多个。(（漢人在中華民族中占最多數的。）) 例：漢人劉邦係中國歷史上个頭一個平民皇帝。(（漢人劉邦是中國歷史上的第一位平民皇帝。）) 例：元朝該下社會階級分明，漢人、南人个地位最低，盡分人看毋起。(（元朝時社會階級分明，漢人、南人的地位最低，最被人看不起。）)			hk0000005610-1-3
8872	翰			hon53		古時以羽翰為筆，故凡用筆所書者皆稱之為「翰」。	例：翰墨。			hk0000005613-1-3
8873	翰墨	名		hon53 med54		本指筆墨，後用以比喻文章、書法。	例：阿公對翰墨盡有興趣，所以送阿哥一本《翰墨志》做禮物。(（爺爺對書法很有興趣，所以送哥哥一本《翰墨志》當禮物。）)			hk0000005614-1-3
8874	汗	名		hon53		從動物皮膚的毛細孔所排泄出來的液體。	例：汗流脈落。			hk0000005615-1-3
8875	汗斑	名		hon53 ban33		產生於皮膚上的淡黃或棕黑色的斑點，因皮膚色素增多及受日光的刺激而形成。	例：一到熱天，阿姊个身項就會出現當多汗斑。(（每到夏天，姊姊的身上就會出現很多汗斑。）)			hk0000005616-1-3
8876	汗水	名		hon53 shui31		通常用來指流量較多的汗液。	例：雖然日頭恁大，汗水流毋停，毋過大家還係盡煞猛練球，就係為著愛得冠軍。(（雖然太陽很大，汗水流不停，但大家仍努力的練球，只為了得到冠軍。）)	汗珠		hk0000005617-1-3
8877	汗腺			hon53 sien53		位於皮內，用來分泌汗液的彎曲管狀腺體。	例：汗腺有調節體溫同排汗个功能。(（汗腺具有調節體溫和排汗的功能。）)			hk0000005618-1-3
8878	汗珠	名		hon53 zhu33		呈現水滴狀的汗液。	例：耕種人無論天時仰般熱，還係流等汗珠，在田肚辛苦做事。(（農夫不管天氣多麼炎熱，仍舊揮灑著汗珠，在田裡辛勤的工作。）)	汗水		hk0000005619-1-3
8879	汗流脈落			特hon53 liu113 mag54 log54		汗流浹背。	例：球場項，大家為著該頭名个光彩，拚都汗流脈落。(（球場上，大家為了那第一名的光輝，拚得汗流浹背。）)	汗水澹汀大汗披身		
8880	銲	動		hon53		將玻璃、金屬等局部加熱、熔化，或用熔點較低的玻璃、金屬等來修補接縫處，使彼此能互相連接。	例：銲接。			hk0000005621-1-3
8881	銲接	動		hon53 ziab21		用熔點低的金屬為焊料，以接合金屬。	例：銲接電路板該下愛當細義，將來正毋會使電線短路。(（銲接電路板時要很仔細，將來才不會導致電線短路。）)			hk0000005622-1-3
8882	糠	名		kong33　小稱變調讀kong35		米糠。	例：阿爸同糠攪入飯肚拿去餵雞。(（爸爸將米糠和在飯裡拿去餵雞。）)			hk0000005623-1-3　hk0000005624-2-3-1
8883	行貨			hong113 fo53		1.本指大量生產的貨品，後引申為品質不良。　2.劣質品。	例：阿姆正買个鑊實在當行貨，用無兩擺斯壞撇咧。(（媽媽買的鍋子品質真差，用沒兩次就壞了。）) 例：啊哦，這鑊吂用斯㪐柄，你買著人个行貨咧！(（哎呀，這鍋子還沒用柄就掉了，你買到人家的劣質品了！）)			hk0000005626-1-3
8884	行列	名		hong113 lied54		排列的隊伍中，直者為行，橫者為列。	例：恁多排个行列，毋知總共有幾多人？(（這麼多排行列，不知道總共有多少人？）)			hk0000005627-1-3
8885	行行出狀元	諺		hong113 hong113 chud21 chong53 ngien113		每一種行業中都會有傑出的人物。	例：老弟雖然係在餐廳兜盤仔个，毋過行行出狀元，假使佢肯打拚學習，定著會有出頭天个一日。(（弟弟雖然是在餐廳端盤子的，不過行行出狀元，如果他肯努力學習，一定會有出人頭地的一天。）)			hk0000005629-1-3
8886	杭			hong113		1.地名。杭州的簡稱。　2.姓。	例：蘇杭。			hk0000005630-1-3
8887	降	動		hong113		1.服從、屈服。　2.馴服、制服。	例：投降。 例：降服。			hk0000005631-1-3
8888	航	動		hong113		1.舟、船。　2.船舶、飛機等的行走。	例：航線。 例：航行。			hk0000005633-1-3
8889	航海	動		hong113 hoi31		船在海上行走。	例：阿叔航海多年，係一個經驗盡豐富个船長。(（叔叔航海多年，是個經驗非常豐富的船長。）)	跈船		hk0000005634-1-3
8890	航空	動		hong113 kung33		用飛機、飛船等飛行器來載運人或物，使其在空中飛行。	例：因為風搓來了，天時毋好，國內个航空公司決定愛停飛當日所有个班機。(（因颱風來襲，天候不佳，國內的航空公司決定停飛當天所有班機。）)			hk0000005635-1-3
8891	航線	名		hong113 sien53		供船舶或飛機所行駛的路線。	例：任何航空公司，無論飛行哪一條航線，都愛先得著佢个營運許可執照，正做得正式營運。(（任何航空公司，不論飛行哪一條航線，都要先取得該航線的營運許可執照，才能正式營運。）)	路線		hk0000005636-1-3
8892	䟘	動		hong53		起身、起來。	例：䟘來（起身）、䟘床(（起床）)			hk0000005637-1-3
8893	䟘床			hong53 cong113		起床。從床上起來，通常指睡醒後下床。	例：都八點咧還毋䟘床，上課會赴毋著咧！(（都八點了還不起床，上學快趕不上了！）)	䟘		hk0000005638-1-3
8894	䟘起來	動		hong53 ki31 loi113		站起來。	例：阿姆從細就教𫣆，跌著愛自家跋䟘起來，正會有成功个一日。(（媽媽從小就教我們，跌倒了要自己爬起來，才會有成功的一天。）)	企起來跋起來		hk0000005639-1-3
8895	巷	名		hong53		大街旁邊的小通道。	例：巷仔。			hk0000005640-1-3
8896	巷口	副		hong53 kieu31		巷道的出入口。	例：對巷口算過來个第二間屋仔，就係吾伯个屋。(（從巷口算過來的第二間房子，就是我伯伯的家。）)			hk0000005642-1-3
8897	項項			hong53 hong53		每一項、每一個。	例：阿姊做事當有方法，項項都做來又遽又好。(（姊姊做事很有方法，每一項都做得又快又好。）)	逐項樣樣		hk0000005644-1-3
8898	項目	名		hong53 mug21		事物分類的條目。	例：記事个時節，愛摎厥个項目分清楚。(（記事的時候，要將它的項目分清楚。）)			hk0000005645-1-3
8899	已	副		i53		很、非常。	例：已發（很有錢）、已多（很多）、已會讀書（很會讀書）、已肯來尞（很常來玩）、已做（很辛苦）、已肯做(（很勤奮）)	當真		hk0000005730-1-3
8900	以	介		rhi113		1.用、使用。　2.按照、依據。　3.加在方位詞之前，表時間、空間和方位的界限。　4.語助詞。置動詞後，無義。	例：以身作則 。 例：以此類推。 例：自古以來。 例：可以。			hk0000005647-1-3
8901	以來	名		rhi113 loi113		表示從某時延續至今。	例：今晡日係阿姆開店以來盡賺錢个一日。(（今天是母親開店以來最賺錢的一天。）)	從來到今		hk0000005649-1-3
8902	以外	名		rhi113 nguai53		在某一個範圍、界限之外。	例：這擺去旅行，除忒佢以外其他人全部愛參加。(（這次去旅行，除了他之外其他人全部要參加。）)			hk0000005650-1-3
8903	以色列			rhi113 sed21 lied54		國名。位於亞洲西部。面積二十點七平方公里，人口約四百二十萬。首都特拉維夫（Telaviv）。大多信仰猶太教。主要使用希伯來語，阿拉伯語使用亦廣。西元一九四八年五月十四日獨立。				hk0000005652-1-3
8904	衣	名		rhi33		1.人身上所穿，用來蔽體禦寒的東西，多以布帛製成。　2.覆蓋或包在物體外的東西。　3.昆蟲的翅膀。　4.蔬菜、果實外層的薄皮。　5.姓。	例：毛衣。 例：胞衣。 例：蟬衣。 例：地豆衣。			hk0000005653-1-3
8905	衣裝	名		rhi33 zong33		衣服與行李。	例：阿哥這下無閒，在該整理衣裝，準備天光日出國去留學。(（哥哥正忙著整理衣裝，準備明天出國去留學。）)			hk0000005654-1-3
8906	衣衫襤褸	形		rhi33 sam33 lam113 lui31		衣服破爛，穿著簡陋。通常用以形容貧窮的樣子。	例：公園肚長透就看得著衣衫襤褸，無屋好轉个老人家在該睡目。(（公園裡常常可以看到衣衫襤褸，無家可歸的老人在那睡覺。）)	爛膣爛擐		hk0000005655-1-3
8907	宇			rhi31		1.屋頂延伸出來的屋簷部分。　2.可供居住或工作的房子。　3.所有空間的總稱。　4.姓。	例：宇下。 例：廟宇。 例：宇宙。			hk0000005656-1-3
8908	伊			rhi113		第三人稱代詞，等於「他」。				hk0000005657-1-3
8909	乳	名		rhi33		黃豆的加工品，利用黴菌發酵、醃製而成的豆腐。	例：豆腐乳。			
8910	依			rhi33		1.憑靠、倚賴。　2.按照、遵從。　3.聽命、服從。	例：依靠。 例：依據。 例：依順。			hk0000005659-1-3
8911	依據	動		rhi33 ki31		憑靠、根據。	例：依據考試个規則，考生做毋得帶任何通訊產品入到考場裡背。(（依據考試的規則，考生不行帶任何通訊產品進到考場裡面。）)	按照根據依照		hk0000005660-1-3
8912	依依	副		rhi33 rhi33		留戀、捨不得的樣子。	例：放學以後，這兜細人仔直直搞到斷烏，正依依不捨轉屋下食飯。(（放學後，這些小孩子一直玩到天黑，才依依不捨回家吃飯。）)			hk0000005661-1-3
8913	依賴	動 形		rhi33 lai53		仰仗、倚靠。	例：爺哀忒惜細人仔，容易分佢兜養成依賴个性格。(（父母太溺愛小孩，容易讓他們養成依賴的性格。）)			hk0000005662-1-3
8914	依照	動		rhi33 zheu53		按照、遵照。	例：這擺个案仔，全部都依照頂項个交代來辦理。(（這次的案子，全部都依照上面的交代來辦理。）)	按照根據依據		hk0000005663-1-3
8915	咦	嘆		i35		驚訝、懷疑的語氣。	例：咦！你毋係去學校了？仰會還在這？(（咦！你不是去學校了？怎麼會還在這裡？）)			hk0000005664-1-3
8916	禹			rhi113		人名。傳說因為治水有功，得舜讓位，立國為夏。				hk0000005665-1-3
8917	與	介		rhi113		1.給予、予以。　2.贊助、鼓勵。　3.介詞。相當於「跟」、「和」。	例：授與。 例：與人為善。 例：與眾不同。			hk0000005666-1-3
8918	予			rhi113		給與、交付。通「與」。	例：予取予求。			hk0000005667-1-3
8919	夷	名		rhi113		1.我國古代稱東部的民族。後泛稱中原以外各族為「夷」。　2.平穩順利。　3.鏟平、弄平。　4.誅滅。	例：蠻夷。 例：化險為夷。 例：夷為平地。 例：夷九族。			hk0000005668-1-3
8920	而且	連		rhi113 cia31		用來連接兩個句子，表示並列或更進一層。	例：莊下个空氣比起都市好當多而且也較恬靜。(（鄉下的空氣比起都市好很多而且也比較安靜。）)	兼資		hk0000005670-1-3
8921	伊			rhi113		第三人稱代詞，等於「他」。六堆獨特用法。				hk0000005671-1-3
8922	如	連		rhi113		1.遵從、按照。　2.似、像。　3.比得上。　4.連詞。假若。	例：如期。 例：如同。 例：不如。 例：如果。			hk0000005672-1-3
8923	如此	副		rhi113 cii31		這樣、這種。	例：佢如此勻稱个身材，係經過長期運動加上食飯正常得來个。(（他這樣勻稱的身材，是經過長期運動加上飲食正常得來的。）)	恁樣恁呢		hk0000005673-1-3
8924	如果	連		rhi113 go31		假如、倘若。	例：如果計畫有改變，請提早通知𠊎。(（如果計畫有改變，請提早通知我。）)	假使		hk0000005675-1-3
8925	如何	副		rhi113 ho113		怎樣。	例：下半年个工作計畫進行到如何了？(（下半年的工作計畫進行得如何了？）)	仰般		hk0000005676-1-3
8926	如火如荼	形		rhi113 fo31 rhi113 tu113		比喻軍容壯盛，後多拿來比喻事物情勢激烈或景況繁榮興盛。	例：今年个全國高中數學競賽，這下進行到如火如荼，十分競爭。(（今年的全國高中數學競賽，現在進行得如火如荼，十分激烈。）)	搞著當轂		hk0000005678-1-3
8927	余			rhi113		姓。				hk0000005679-1-3
8928	於	介		rhi113		1.在，表示所在的地方、時間。　2.給與。　3.向、對。　4.到、往。　5.自、由。　6.比，後接比較對象。	例：生於一九四九年。 例：委過於人。 例：問道於盲。 例：遷於外地。 例：出於自願。 例：苛政猛於虎。			hk0000005680-1-3
8929	兒	名		rhi113		1.小孩、幼童。　2.對父母稱呼自己。　3.男孩。	例：兒童。 例：孩兒。 例：生兒育女。			hk0000005681-1-3
8930	兒女	名		rhi113 ng31		兒子和女兒。	例：大學畢業十年正開同學會，當多同學全有兒女哩！(（大學畢業十年後才開同學會，很多同學都有兒女囉！）)	大細子女	爺哀	hk0000005682-1-3
8931	兒童	名		rhi113 tung113		指未成年的人。	例：這下个社區公園都有設計分兒童遊戲个空間。(（現在的社區公園都有設計讓兒童遊戲的空間。）)	細人仔		hk0000005684-1-3
8932	兒孫自有兒孫福	諺		rhi113 sun33 ci53 rhiu33 rhi113 sun33 fug21		子孫自有他們的福氣。	例：做人爺哀毋使為子女忒過操勞，因為兒孫自有兒孫福。(（為人父母不用為子女太過操勞，因為兒孫自有兒孫福。）)			hk0000005685-1-3
8933	姨	名		rhi113		1.稱謂。用以稱呼母親的姊妹。　2.妾，男子的側室。　3.習俗上，兒女對母親的偏稱。	例：阿姨。 例：姨娘。 例：阿姨。			hk0000005686-1-3
8934	姨表姊妹	名		rhi113 biau31 zi31 moi53		稱謂。用以稱呼母親姊妹的女兒。	例：佢摎佢个姨表姊妹感情當好，長透看著佢兜行共下。(（他跟他的姨表姊妹感情很好，常常看到他們走在一起。）)			hk0000005690-1-3
8935	俞			rhi113		姓。				hk0000005691-1-3
8936	胰	名		rhi113		動物的消化及內分泌器官之一。位於胃的斜後方，外表紅中帶黃，形長似牛舌，質甚柔軟，由許多小導管所組成之胰管與輸膽管同開口於十二指腸。可分泌消化液，以消化食物；也可分泌胰島素和升糖激素，調節血液中血糖的濃度。	例：胰臟。			hk0000005692-1-3
8937	寅	名		rhi113		2.時辰名。指凌晨三時至五時。　1.地支的第三位。	例：寅時。			hk0000005693-1-3
8938	寅時	名		rhi113 shi113		古代的計時法。指凌晨三點到五點。	例：吾老公係寅時出世个。(（我先生是寅時出生的。）)			hk0000005694-1-3
8939	寅時卯時	副		rhi113 shi113 mau33 shi113		1.隨時，不論何時。　2.立刻，馬上。	例：有任何問題，寅時卯時都做得打這支電話尋人來𢯭手。(（有任何問題，隨時都可以打這支電話找人來幫忙。）) 例：毋使愁啦，寅時卯時就同你个文件辦好勢了。(（不用心急啦，馬上就把你的文件處理好了。）)	隨時　黏皮跈等		hk0000005695-1-3
8940	寅食卯糧			rhi113 shid54 mau33 liong113		寅年就吃掉了卯年的食糧。比喻收入不夠支出，而預支以後的額度。	例：恁泥寅食卯糧个頭路你也敢做，毋驚下個月吊鑊頭係無？(（這樣寅吃卯糧的事情你也敢做，不怕下個月沒飯吃嗎？）)			hk0000005696-1-3
8941	移	動		rhi113		1.搬動、遷移居所。　2.轉變、改動。	例：移居。 例：移風易俗。			hk0000005697-1-3
8942	移居	動		rhi113 gi33		遷移住所。	例：阿伯打算退休以後移居到莊下養老。(（伯父打算退休以後遷居到鄉下養老。）)	徙屋徙竇		hk0000005698-1-3
8943	移民	動		rhi113 min113		從一地遷移到較遠的他地定居。	例：坐吾隔壁个同學，下隻月歸家就愛移民到加拿大了。(（坐我隔壁的同學，下個月全家就要移民到加拿大了。）)			hk0000005699-1-3
8944	移山	動		rhi113 san33		傳說愚公為了疏通家門前的道路，率領家人鏟移阻擋通路的大山。後以愚公移山比喻努力不懈，不畏艱難的態度。	例：人係有移山个精神，垃圾乜做得變黃金。(（人若有愚公移山的精神，垃圾也能變黃金。）)			hk0000005700-1-3
8945	移風易俗	動		rhi113 fung33 rhi53 siug54		逐漸使社會的風氣或習俗改善。	例：音樂做得感動人心，有移風易俗个作用。(（音樂可以感動人心，有移風易俗的作用。）)			hk0000005701-1-3
8946	移山倒海	動		rhi113 san33 do31 hoi31		比喻本領高強。	例：恁艱難个工程，定著愛有移山倒海个本等正有法度完成。(（這麼艱難的工程，一定要有移山倒海的本事才有辦法完成。）)			hk0000005702-1-3
8947	愉			rhi113		開心、喜悅。	例：愉快。			hk0000005703-1-3
8948	愉快	形		rhi113 kuai53		高興、快樂。	例：保持愉快个心情係維護健康个第一條件。(（保持愉快的心情是維護健康的首要條件。）)			hk0000005704-1-3
8949	榆			rhi113		植物名。落葉喬木。皮色深褐，葉橢圓形，果實扁圓，木材堅實，可製器具或作建材。				hk0000005705-1-3
8950	飴			rhi113		用米、麥做成的糖漿或軟糖。	例：含飴弄孫。			hk0000005706-1-3
8951	逾	動		rhi113		越過、超出。	例：逾期。			hk0000005707-1-3
8952	餘			rhi113		1.多的、剩下的。　2.殘留的、即將終了的。　3.某事以外或之後的時間。　4.整數以外的零數。	例：結餘。 例：虎口餘生。 例：業餘。 例：二十餘人。			hk0000005708-1-3
8953	儒			rhi113		1.學者，在學術上有一定成就的人。　2.孔孟學派。	例：儒林。 例：儒家。			hk0000005709-1-3
8954	儒家	名		rhi113 ga33		稱以孔、孟為代表相承而下的思想學派。	例：華人重視个孝道、仁義，都係源自儒家思想文化。(（華人重視的孝道、仁義，都是源自儒家思想文化。）)			hk0000005710-1-3
8955	儒教	名		rhi113 gau53		以孔孟學說為中心的思想學派或教義。	例：儒教對中國个影響力就可比基督教在西方。(（儒教對中國的影響力就好比基督教在西方。）)			hk0000005711-1-3
8956	孺			rhi113		1.幼小的孩童。　2.明、清時七品官妻子的封號。亦為客家婦女的封號。	例：婦孺。 例：孺人。			hk0000005712-1-3
8957	已	動　副		rhi31		1.停止。　2.過去、以往。	例：相爭不已。 例：已經。			hk0000005714-1-3
8958	宇			rhi31		1.屋頂延伸出來的屋簷部分。　2.可供居住或工作的房子。　3.所有空間的總稱。　4.姓。	例：宇下。 例：廟宇。 例：宇宙。			hk0000005715-1-3
8959	宇宙	名		rhi31 chiu53		時間與空間的合稱，即指天地之間。	例：宇宙萬物个變化當奧妙，值得大家來研究。(（宇宙萬物的變化很奧妙，值得大家來研究。）)	世界天下		hk0000005716-1-3
8960	羽	名		rhi31		1.鳥類身上的毛。　2.飛禽的代稱。　3.同黨、朋儕、伙伴。	例：羽毛。 例：羽族。 例：黨羽。			hk0000005717-1-3
8961	矣	助		rhi31		1.表示完成或過去的事。　2.表示明白、確定的語氣。　助詞。	例：久矣。 例：由來久矣。			hk0000005718-1-3
8962	雨	名		rhi31		1.空氣中的水蒸氣遇冷凝結成水滴而降落於地面。　2.友人。	例：雨水。 例：舊雨新知。			hk0000005719-1-3
8963	雨淋雨涿			rhi31 lim113 rhi31 dug21		任憑雨水淋灌。	例：落雨咧，遽遽入屋肚去，企到外背雨淋雨涿會寒著哦。(（下雨了，趕快進屋去，站在外面淋雨會感冒喔。）)			hk0000012317-2-3-1
8964	禹			rhi31		人名。傳說因為治水有功，得舜讓位，立國為夏。				hk0000005724-1-3
8965	倚	動		rhi31		1.靠、依靠。　2.依仗、憑藉。	例：倚靠。 例：倚恃。			hk0000005725-1-3
8966	倚恃			rhi31 shi53		信任依賴。	例：佢做人直白又講信用，係一個使得倚恃个朋友。(（他為人正直磊落又講信用，是位可以信賴的朋友。）)			hk0000005726-1-3
8967	倚恃毋得	形		rhi31 shi53 m113 ded21		不可靠、無法讓人信賴。	例：講話總係儘採講講个人，係倚恃毋得个。(（說話總是隨便說說的人，是無法讓人信賴的。）)	恁無倚恃無好倚恃偎靠毋得		hk0000005727-1-3
8968	椅	名		rhi31		有椅背可供人依靠的坐具。	例：藤椅。			hk0000005728-1-3
8969	易	形		rhi53		1.簡單。相對於「難」。　2.和氣、和善。	例：容易。 例：平易近人。			hk0000005731-1-3
8970	易如反掌	形		rhi53 rhi113 fan31 zhong31		比喻事情簡單容易，不費力就可以做到。	例：對做律師个阿叔來講，任何官司都係易如反掌，難毋著佢。(（對做律師的叔叔來說，任何官司都是易如反掌，難不倒他。）)	食糜樣仔食糜共樣		hk0000005732-1-3
8971	易漲易退山溪水，易反易覆小人心	諺		rhi53 zhong53 rhi53 tui53 san33 kie33 shui31，rhi53 fan31 rhi53 fug54 siau31 ngin113 sim33		就像山溪水的漲退一樣，比喻小人的言行前後不一，反覆無常。	例：該儕人逐擺講个話都做毋著，實在係易漲易退山溪水，易反易覆小人心。(（那個人每次說的話都做不到，實在是言行不一的小人。）)			hk0000005733-1-3
8972	異鄉	名		rhi53 hiong33		故鄉以外的地方。	例：阿哥在異鄉打拚做事，堵著過年正有時間好轉屋。(（哥哥在外地努力工作，遇到過年才有時間回家。）)	外地	本地故鄉	hk0000005735-1-3
8973	喻			rhi53		1.用言語或文字解釋明白。　2.明白、瞭解。　3.比方。	例：曉喻。 例：家喻戶曉。 例：比喻。			hk0000005736-1-3
8974	意	名		rhi53		1.心中的想法、打算。　2.揣測、推想。　3.心願與希望。	例：心意。 例：意料。 例：滿意。			hk0000005737-1-3
8975	意向	名		rhi53 hiong53		內心想法、念頭的傾向。	例：對會議討論个內容，佢還吂表明意向，分人揣毋著佢个想法。(（對會議討論的內容，他尚未表明意向，使人猜不透他的想法。）)			hk0000005738-1-3
8976	意料	動		rhi53 liau53		事前料想的。	例：照𠊎對佢个了解，𠊎意料佢定著毋會答應這件事。(（依據我對他的了解，我料想他一定不會答應這件事。）)			hk0000005739-1-3
8977	裕			rhi53		富足、豐厚。	例：富裕。			hk0000005741-1-3
8978	裔	名		rhid54		1.邊緣、外圍。　2.後世子孫。　3.偏遠的地方。	例：水裔。 例：後裔。 例：四裔。			hk0000005742-1-3
8979	裔孫	名		rhid54 sun33		後代子孫。	例：祖先有積德，福氣會庇蔭裔孫。(（祖先有積德，福氣會庇蔭子孫。）)		祖公	hk0000005743-1-3
8980	肄			rhi53		學習、研究。	例：肄業。			hk0000005744-1-3
8981	肄業			rhi53 ngiab54		學習課業而尚未畢業或沒有畢業。	例：阿哥大學四年生該下先休學去做兵，因致恁泥現子時个學歷係大學肄業。(（哥哥大學四年級時先休學去當兵，所以目前的學歷是大學肄業。）)		卒業畢業出業	hk0000005745-1-3
8982	愈			rhi53		1.加倍、尤其。　2.很、非常，表示程度高。	例：愈來愈靚。 例：愈熱。			hk0000005746-1-3
