音标	调类	调值	辖字
βu	2	113	扶胡
ɦwu	2	113	無侉巫[實際音]
tʰu	2	113	徒
du	2	113	徒
nu	2	113	奴
tsʰu	2	113	徂鉏[實際音]
dzu	2	113	徂鉏[實際音]
lu	2	113	盧
ku	3	41	古
kʰu	3	41	苦
pu	3	41	補[實際音]
ʔwu	3	41	隖
ɸu	3	41	撫甫虎
tu	3	41	覩
tʰu	3	41	土
tsu	3	41	祖阻[實際音]
tsʰu	3	41	蔖楚[實際音]
su	3	41	□𣷶
t∫u	3	41	肘[實際音]
t∫ʰu	3	41	丑[實際音]
∫u	3	41	所[實際音]
ŋu	4	21	五
βu	4	21	父戶
ɦwu	4	21	武
tʰu	4	21	杜
du	4	21	杜
nu	4	21	怒
tsʰu	4	21	粗齟[實際音]
dzu	4	21	粗齟[實際音]
lu	4	21	魯
ku	5	55	顧
kʰu	5	55	絝
pu	5	55	布[實際音]
ʔwu	5	55	汙
ɸu	5	55	赴付謼
tu	5	55	妒
tʰu	5	55	菟
tsu	5	55	作詛[實際音]
tsʰu	5	55	厝楚[實際音]
su	5	55	訴
∫u	5	55	疏[實際音]
ŋu	6	11	誤
βu	6	11	附護
ɦwu	6	11	務
tʰu	6	11	渡
du	6	11	渡
nu	6	11	笯
tsʰu	6	11	祚助[實際音]
dzu	6	11	祚助[實際音]
lu	6	11	路
ɹu	6	11	□[辰心，實際音]𢛚[辰心，實際音]
kju	1	334	居
kʰju	1	334	墟區[實際音]
ʔwju	1	334	於迂[實際音]
ɸju	1	334	虛[實際音]
tju	1	334	豬[實際音]
tsju	1	334	且[實際音]
tsʰju	1	334	疽[實際音]疸[實際音，可能為「疽」]
sju	1	334	胥[實際音]
t∫ju	1	334	豬諸朱[實際音]
t∫ʰju	1	334	攄樞[實際音]
∫ju	1	334	書舒[實際音]
kʰju	2	113	渠
gju	2	113	渠
ŋju	2	113	魚愚[實際音]
ɦwju	2	113	于[實際音]亐余[實際音]
tsʰju	2	113	□[尸徐，實際音]𡲰[尸徐，實際音]
dzju	2	113	□[尸徐，實際音]𡲰[尸徐，實際音]
zju	2	113	徐[實際音]
t∫ʰju	2	113	除
dʒju	2	113	除
ʒju	2	113	蜍殊[實際音]
ȵju	2	113	袽
lju	2	113	驢
ɹju	2	113	如
kju	3	41	舉
kʰju	3	41	去
ʔwju	3	41	羽[實際音]□[扌於]𢮁[扌於]
ɸju	3	41	許
tsju	3	41	苴[實際音]
tsʰju	3	41	跛[實際音]
sju	3	41	諝[實際音]
t∫ju	3	41	貯鬻
t∫ʰju	3	41	楮杵
∫ju	3	41	暑
kʰju	4	21	巨
gju	4	21	巨
ŋju	4	21	語
ɦwju	4	21	羽
tsʰju	4	21	咀[實際音]
dzju	4	21	咀[實際音]
zju	4	21	敘[實際音]
t∫ʰju	4	21	佇紓
dʒju	4	21	佇紓
ʒju	4	21	野
ȵju	4	21	女
lju	4	21	呂
ɹju	4	21	汝
kju	5	55	據
kʰju	5	55	㰦
ʔwju	5	55	遇[實際音]飫
ɸju	5	55	噓
tsju	5	55	怚[實際音]
tsʰju	5	55	覷[實際音]
sju	5	55	絮[實際音]
t∫ju	5	55	著翥
t∫ʰju	5	55	絮處
∫ju	5	55	恕
kʰju	6	11	遽
gju	6	11	遽
ŋju	6	11	御
ɦwju	6	11	芋
tsʰju	6	11	埾[實際音]
dzju	6	11	埾[實際音]
zju	6	11	屐[實際音，存疑]
t∫ʰju	6	11	箸
dʒju	6	11	箸
ʒju	6	11	署
ȵju	6	11	女
lju	6	11	慮
ɹju	6	11	洳
kuʔ	7	4	穀
kʰuʔ	7	4	哭
ʔuʔ	7	4	屋
xuʔ	7	4	□[吉殳]𭮪[吉殳]
puʔ	7	4	卜不[實際音]
pʰuʔ	7	4	扑
tuʔ	7	4	豰篤
tʰuʔ	7	4	禿
tsuʔ	7	4	簇
tsʰuʔ	7	4	瘯
suʔ	7	4	速
t∫uʔ	7	4	竹[實際音]
ŋuʔ	8	5	㹊
ɣuʔ	8	5	□[索殳]𭮹[索殳]
pʰuʔ	8	5	僕
buʔ	8	5	僕
muʔ	8	5	木
tʰuʔ	8	5	獨
duʔ	8	5	獨
nuʔ	8	5	耨
tsʰuʔ	8	5	族
dzuʔ	8	5	族
luʔ	8	5	祿
ɹuʔ	8	5	辱
kuʔ	7	4	骨
kʰuʔ	7	4	窟
ʔuʔ	7	4	□[殳頁]𩑦[殳頁]
xuʔ	7	4	忽
ʔwuʔ	7	4	入[實際音]
tuʔ	7	4	咄
tʰuʔ	7	4	宊
tsuʔ	7	4	卒
tsʰuʔ	7	4	猝
suʔ	7	4	窣
ŋuʔ	8	5	兀
ɣuʔ	8	5	搰
tʰuʔ	8	5	突
duʔ	8	5	突
nuʔ	8	5	訥
tsʰuʔ	8	5	椊
dzuʔ	8	5	椊
luʔ	8	5	□[束犮]
